"iso","units","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"are","kt/1000","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.00051409605239685","0.000472691088821049","0.000450918353807368","0.000428434811910465","0.000451521900749644","0.000456881585894045","0.000458482545225391","0.000217719145354009","0.000273071738494599","0.000667063074205519","0.000710703094053929","0.000720729321988312","0.000726153839049027","0.000766680693846693","0.000634637650104118","0.000768579691032432","0.000393971049136415","0.000567493237682119","0.000542037840230894","0.00145918439651029","0.00159958462465042","0.00224925447754797","0.0028183051568736","0.00281717333507843","0.00311904325359506","0.00322792736291333","0.00308737140752255","0.00291249289119998","0.00280145357367299","0.0027252519199858","0.0024515814859901","0.00229784960335502","0.00218755131668268","0.0021363616705619","0.00191558715231222","0.00169931402138253","0.00145974748108535","0.00125038606018203","0.00108175710881022","0.000962129154402036","0.000884169106518759","0.000884169106518759","0.000884169106518759","0.000884169106518759"
"asm","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000887833603623367","0.00167751124039059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00497651279303481","0.0158406535112653","0.0175920529557721","0.0174562788006777","0.0173901211937006","0.0173589913043434","0.0174014817130098","0.0175401504274826","0.0177664161225649","0.0180399438279357","0.0182979574069114","0.0184934267077252","0.0184934267077252","0.0184934267077252","0.0184934267077252"
"atg","kt/1000","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00072258317535835","0.00079215122071814","0.000748070542816755","0.000740615096804567","0.000632888594712694","0.000614039980650658","0.000625573101946061","0.000649249513976902","0.000801053447693879","0.00100863985882953","0.00113069673973343","0.00108612981132617","0.00113844059970993","0.00116844924350334","0.00119995760031707","0.00131088369858846","0.00132857463539974","0.00136297797256002","0.00138774695912885","0.0013013846431165","0.00131194073094692","0.00128624477039672","0.00126678571475865","0.00124454414071653","0.0012164954498873","0.00118209611230596","0.00110109539113104","0.00106539007295935","0.00104001873217799","0.00103029162885812","0.00094361498634865","0.000931729736488882","0.000906966905785331","0.000915272068995352","0.000929011653980763","0.00091949695125053","0.000920768456755365","0.000916401997819828","0.000914260114704159","0.000912489954229432","0.000910549024566391","0.000910549024566391","0.000910549024566391","0.000910549024566391"
"bdi","kt/1000","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","7.26738935261879e-05","8.04880632017455e-05","9.37609247702853e-05","7.28721107818358e-05","0.000102140121403931","8.96628493705859e-05","0.000109547384666205","0.000100976009877443","0.000102116495656054","0.000110488581571648","0.000141457675083557","9.51514571996472e-05","0.000111564538478161","0.00016362783228685","0.000123590286092881","0.000195035512345583","0.00014607898509226","0.000142733731793623","0.000153401539938227","0.000193621031501657","0.000146980853429479","0.000139239634484599","0.000190165391048986","0.000143579630263023","0.000135642362612183","0.000129943207069048","0.00012634772684247","0.000122858663677651","0.000125926439913267","0.00015965934839811","0.000156089551257981","0.000154915470754543","0.000110285659696103","0.000107905164354771","0.000105129359705326","9.81093020820086e-05","9.27582765783207e-05","8.72051236127028e-05","8.24934381268211e-05","7.81033079566538e-05","7.37095805918054e-05","7.37095805918054e-05","7.37095805918054e-05","7.37095805918054e-05"
"ben","kt/1000","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000547863258051104","0.000560817923034138","0.00053980856842036","0.000474666105693948","0.000465373523141596","0.000421559271507855","0.000448554446105382","0.000432794967283966","0.000511199082386533","0.000467052387046709","0.000438594973297644","0.000452806133683009","0.000510651434683462","0.000670731682681754","0.000713210588313839","0.000778306627216478","0.000719613661638483","0.000630405661247266","0.00046992145824187","0.000382729799492995","0.000600640346983797","0.000584844530339941","0.000627887411704157","0.000716072236933086","0.00071603037564496","0.000968828239169361","0.000960360275191465","0.00113299004047128","0.000872394722164982","0.00168364292725263","0.000805711825265787","0.000822100084248153","0.00122818036800367","0.00119708740017475","0.0011828674491037","0.00113848434112668","0.00110898883011581","0.00107919707307712","0.0010546839696719","0.00102956249984038","0.00100558101192055","0.00100558101192055","0.00100558101192055","0.00100558101192055"
"bfa","kt/1000","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000300409099709721","0.000307920717289559","0.000290117895079818","0.000257912349525427","0.000265942272440399","0.00026555361823484","0.000339458552603372","0.000323391517372339","0.000390258715444615","0.000333415066477468","0.000304271777734785","0.000393752750331489","0.000413746415886775","0.000454207554366238","0.000468274366625222","0.000513022917833433","0.000580629062918863","0.000615429199383396","0.000616160048231838","0.000611889878621067","0.000675521073068277","0.000712854552794503","0.000693696042385617","0.000699524334766505","0.000795377145058374","0.000775485918042997","0.000786791980446184","0.00114587652414765","0.000941832683094218","0.000973783506050155","0.000806183073333228","0.00060822731177169","0.000625395058190622","0.000652911188722751","0.000675973089887127","0.000700638987570267","0.000721015866358686","0.000736123534306852","0.000758637858724832","0.000771734408397389","0.000788800313726925","0.000788800313726925","0.000788800313726925","0.000788800313726925"
"bhr","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000265864037075844","9.71044991346029e-05","0.0001831674221447","0.000248134074330281","0","0.000699621292011064","0","0","0","0","0","0","0","0","0","0","0","0.000511200236097493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"bhs","kt/1000","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00115893459694372","0.00114909325795004","0.00125714819392276","0.00156421675197946","0.0011549492066322","0.00103949091760994","0.00126518721650553","0.0013876749241571","0.000974573014376386","0.000875831524281929","0.00102308837558151","0.00112200470511225","0.000950197795028941","0.000792592934698137","0.000802928585402755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"blz","kt/1000","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00402563515825142","0.00168610588819796","0.00236431671752603","0.00216860871347472","0.00204925759675872","0.00246692050187227","0.00144573910984498","0.00137132667109518","0.00220964683533374","0.0021980481289099","0.00236390284493344","0.0017604185991353","0.00166304254841648","0.002216200815043","0.0024094435519078","0.00269318902956657","0.00268396624992628","0.00425838084967245","0.00415899495042592","0.00374761437657383","0.00377622115589277","0.00377406396940254","0.00388832667081787","0.00370853111833616","0.00222033376853202","0.00211192246842416","0.0021248981024645","0.00197742922473015","0.00315428245074667","0.00309218660055057","0.00413186139518099","0.00303674927087051","0.00305283637805966","0.00291520277220843","0.00290075666609921","0.00275125452698576","0.00266997721342317","0.00256442814118826","0.00247442049652965","0.00239236047235168","0.00231212294958474","0.00231212294958474","0.00231212294958474","0.00231212294958474"
"bmu","kt/1000","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000707084460658685","0.000726276574909662","0.000720323104480964","0.000744072046276399","0.000650921035059717","0.000727454723388006","0.000727820753585021","0.000712388556068826","0.000777270862954994","0.000760135021814778","0.000739272564660467","0.00071470987310441","0.000586727524934201","0.000659009635350373","0.000708178858324221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"bol","kt/1000","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.000860095096580521","0.00102981881280165","0.00108916822083017","0.00105759789217903","0.00113597208923471","0.00107979669310371","0.00110038619101443","0.00117719059689775","0.00116517900230267","0.0011993242407055","0.00126311013481891","0.00130905443969621","0.0012226229603855","0.00138518200900945","0.0012347224955587","0.00123957202773415","0.00119630048470367","0.00139245720911109","0.00132434098561049","0.0014418568422706","0.00136621778239871","0.00136407542613029","0.00145537382723247","0.00146753170643117","0.00161741602429968","0.00162992516033376","0.00168081914681608","0.00183870155863527","0.00178391946622193","0.00182841161206984","0.00129782744178556","0.00132527264267197","0.00142496833241211","0.00142641338931629","0.00141621824495358","0.00140159252699469","0.00138755661969904","0.00137070449282221","0.00135325890498417","0.00134667046565874","0.00133006236884247","0.00133006236884247","0.00133006236884247","0.00133006236884247"
"brb","kt/1000","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.00333108365166822","0.002368329694715","0.00300021558045237","0.00307186300193432","0.0023949400327964","0.0020535174167693","0.00285715912853009","0.00241795778362843","0.00298989138520607","0.0027983783506386","0.00294804453423316","0.00320403793385491","0.00323111033895901","0.00278675487613697","0.00276635328866161","0.00210121381711334","0.00218881480147076","0.00336780646095439","0.00345581992735684","0.003575371488973","0.00339600287202255","0.00334402593644391","0.00314147572773319","0.00312821823323489","0.00319262683286934","0.00324628884481548","0.00330322459050914","0.00333549368410603","0.00333362346379348","0.00331880406031534","0.00327629218271704","0.00314489146557266","0.00204818364352307","0.00205122819445312","0.00223847377387025","0.00193019617872145","0.00186822660842059","0.00192226759949159","0.00199662851735391","0.00199249157171791","0.00201714799989984","0.00201714799989984","0.00201714799989984","0.00201714799989984"
"brn","kt/1000","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.00951503273292715","0.010132042340851","0.00898671052439986","0.00971889417176598","0.0106783571549058","0.0100249706401687","0.0110953889990493","0.0129306544107633","0.0121243662319518","0.0121243662319518","0.0121243662319518","0.0121243662319518","0.0121243662319518","0.0121243662319518"
"btn","kt/1000","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0434046300251512","0.0429111847089452","0.0420487345865202","0.0421333245035476","0.0412530788587827","0.040761697040526","0.0396826862442272","0.0391095726450576","0.0383858899408624","0.0383858899408624","0.0383858899408624","0.0383858899408624","0.0383858899408624","0.0383858899408624"
"bwa","kt/1000","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000876176680071744","0.000867872262370933","0.000911219063229127","0.000915049167316843","0.000900011182150955","0.00102740459521501","0.000908138740542946","0.00093327052477323","0.000918957522162232","0.000765888527258442","0.000820284264968168","0.000818273763809527","0.000815809309209112","0.00077079626439455","0.000709056102649041","0","0","0","0","0","0","0","0","0","0.000728397846842545","0.00100094799760958","0.00106787168740814","0.00124473401861414","0.0012530224512562","0.00129746000627499","0.00130549286902583","0.00129709095850229","0.00134851984074861","0.00133069978564856","0.00131267659571292","0.00129738933054829","0.00127997760238987","0.00125987586772073","0.00124056166029598","0.00121981633190714","0.00120000966988975","0.00120000966988975","0.00120000966988975","0.00120000966988975"
"caf","kt/1000","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000365361023125591","0.000399898756191826","0.000346676510941747","0.000340946810671922","0.000458201935658877","0.000329171908054956","0.000433709518896443","0.000438249208482003","0.00047207162050616","0.000370415986039041","0.000553963488420668","0.000575825918327843","0.000517275241044362","0.000522895014414648","0.000598979109743781","0.000792854821756976","0.000593330674109877","0.000603511502844433","0.000608592272219296","0.00061637611926834","0.00064124072469086","0.000645732942426809","0.000653524069636187","0.000664445130135535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cod","kt/1000","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.51848934092731e-05","6.1498855207269e-05","5.6574812191622e-05","6.41571634427515e-05","6.18121047053105e-05","8.30285105999295e-05","9.48729527171451e-05","7.49880113979322e-05","7.56522624216108e-05","7.79499164694651e-05","6.20779763957813e-05","4.9111264685076e-05","5.48625260047329e-05","6.47892193938145e-05","6.78602645248506e-05","6.31806851907403e-05","3.48991305909874e-05","5.21611201864373e-05","4.29058289364021e-05","5.83860898906781e-05","5.75701084885493e-05","5.63466311009419e-05","3.30531888861996e-05","4.63555969248852e-05","4.53776640024433e-05","4.13031642874651e-05","3.41295263347974e-05","0","3.30440538588054e-05","0","0","2.43131446723458e-05","4.05956147025724e-05","3.96959771074629e-05","3.87447306958658e-05","3.69072719007695e-05","3.56579107311913e-05","3.41319478758834e-05","3.2845767203914e-05","3.16069993558002e-05","3.04732435915642e-05","3.04732435915642e-05","3.04732435915642e-05","3.04732435915642e-05"
"cog","kt/1000","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00181437849777918","0.00207467147884484","0.00184482678832245","0.00139506109748834","0.00119572701373619","0.00118952707153532","0.00115792861455889","0.00115081330122207","0.00113112844319356","0.00110798291308043","0.00110997414940878","0.00109394384488229","0.00119117673817249","0.00116774455442072","0.00116828482328718","0.001209224596141","0","0","0.00137073386131953","0","0.00153264885674095","0.00141348419937758","0.0014874314359537","0.00145647606889691","0.00145442596571123","0.001320391760192","0.00145085576895908","0.00138427104753626","0.00136323574747944","0.00127392552859215","0.00120333531286614","0.00122415992763553","0","0","0","0","0","0","0","0","0","0","0","0"
"cok","kt/1000","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000778823269176866","0.000811839545264332","0.000627555699747923","0.000723499405014875","0.000850652056901192","0.000925435829034635","0.0012534374659263","0.00130695022155033","0.00135124380290043","0.00139805819171387","0.00142271994552573","0.00143645249182772","0.00148648980774749","0.00147924444571233","0.00146559383534478","0.00146990012413949","0.00152825107199278","0.00156367087175426","0.00161269422520016","0.00164319839012458","0.00172900425821836","0.00174650449520587","0.00194329031213356","0.00228269499530465","0.00254249580273973","0.00287947982518438","0.00355152886428415","0.00366003594760405","0.00375402931063355","0.00378510516679771","0.00379005596319982","0.00368002375715159","0.00372983429102032","0.00271200505617978","0.00276663827600671","0.00272056201866076","0.00276570991045991","0.00279361399365527","0.00277116349285643","0.00285211587774139","0.00285593682705581","0.00285593682705581","0.00285593682705581","0.00285593682705581"
"com","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0.000149996854348945","0.000145981793420402","0.000159933084675138","0.000162605797145162","0.000166951418532393","0.000174228600440361","0.000176410914647457","0.000175474296475408","0.000178173188267082","0.000178512329643221","0.000182496499957082","0.000182205364438869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cpv","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000220295415206824","0.000247286009721334","0.000268065038714385","0.000294546748899882","0.000290765737777699","0.000367630411170907","0.000396853923519771","0.000527771218052427","0.000419665523175389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cuw","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cym","kt/1000","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.000213682977471566","0.00020853867744965","0.000182973104764723","0.000173962567640241","0.000171502026448582","0.000181934163425396","0.0002570201453149","0.000298304779624277","0.000233647207665553","0.00021747606137114","0.000183472549616432","0.000171241458231617","0.000181306290891283","0.000202351603874714","9.722844226932e-05","0.000116041559306239","0.000111252973141108","0.000101195152790142","7.63168668530103e-05","6.22346184387618e-05","4.31641982886161e-05","5.97659058410591e-05","4.84709045690096e-05","5.12579776978919e-05","5.02668968890368e-05","4.63210137029553e-05","4.32947114358133e-05","4.2738044499382e-05","4.05126802236236e-05","3.8200915146948e-05","3.72623246491544e-05","3.58879822471547e-05","3.51490037772116e-05","3.49349336765728e-05","3.4345461912514e-05","3.34175862451926e-05","3.26667582753658e-05","3.18991346736597e-05","3.11916113367974e-05","3.06304994013079e-05","3.0192675115747e-05","3.0192675115747e-05","3.0192675115747e-05","3.0192675115747e-05"
"dji","kt/1000","0","0","0","0","0","0","0","0","0","0","1.23984767077995e-06","2.55651407271835e-06","3.60686169542764e-06","4.83859190766096e-06","5.53501173153955e-06","6.44982885459277e-06","7.87869837404817e-06","9.90996486196234e-06","1.02189713728313e-05","1.22316414085135e-05","1.71880229420604e-05","2.0024561850378e-05","2.468641514044e-05","2.94197321232164e-05","3.76357239001582e-05","4.44600370675818e-05","4.82973443308311e-05","5.32774917537161e-05","6.42925144503499e-05","6.35022486385794e-05","6.26157342892092e-05","6.38663866310084e-05","6.81551168229782e-05","7.33339842247314e-05","8.25230805535218e-05","8.90512253380115e-05","9.15362680924795e-05","9.69790793061571e-05","0.000102318076920912","0.000105898429477332","0.000104245680354399","0.00010266318871997","0.000101053626747161","9.96082754505995e-05","9.8275744277408e-05","9.69190763314367e-05","9.56598536986322e-05","9.44296324658274e-05","9.32448332331419e-05","9.20179437459226e-05","9.20179437459226e-05","9.20179437459226e-05","9.20179437459226e-05"
"dma","kt/1000","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00458020813439136","0.00482751946958053","0.00515660427059955","0.00556088605143215","0.0054687701210121","0.00632380122567311","0.00641204316787799","0.00713578397052213","0.00571157564595428","0.00253098485031299","0.0039922706786345","0.00437625227685205","0.00542804916201043","0.003671406690301","0.0038169655267803","0.00474707274782727","0.00487106643024991","0.0051217272145147","0.00519826073261503","0.00920167505460262","0.00922735503863072","0.00921707465948708","0.00922492671898335","0.00923246767446106","0.00925325670557081","0.00531337363263133","0.00533359983006775","0.00540346430776189","0.00546659403485312","0.00550645002646562","0.00554231400838129","0.00556071098463968","0","0","0","0","0","0","0","0","0","0","0","0"
"eri","kt/1000","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000183298124764606","0.000191926193340685","0.000180586776414056","0.000178882008574154","0.000178657953483244","0.000192326894541204","0.000193159389071769","0.000179688665783994","0.000188323029688658","0.000204681066762692","0.000218614754402318","0.000214111382453114","0.000199914798703369","0.000210546749974794","0.000201407715090946","0","0","0","0.000258844629037459","0.000254895964563229","0.000264135290669281","0.000259412581527689","0.000265685181320609","0.000242935612304261","0.000242143901694193","0.00025023532792157","0.000546180634253815","0.000624405370154437","0.000631950588437646","0.0006271386178089","0.000618833487121926","0.000519871458925102","0.000398542927999552","0.000386773366793877","0.000375170990450578","0.000346303382003511","0.000328808015560677","0.000306322238527163","0.000287116431260635","0.000274738325873959","0.00025852928494664","0.00025852928494664","0.00025852928494664","0.00025852928494664"
"esh","kt/1000","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000362473034146341","0.000370597128566378","0.000445235019937127","0.000470054319882966","0.000530793540806153","0.000489207194887667","0.00046408948770061","0.000451440603688549","0.000374418343026666","0.000350348170745089","0.000393158062463545","0.000388176081652418","0.000445790783876246","0.000444587847489287","0.000448758727275804","0.00042812849946004","0.000417149116806397","0.000407796251932389","0.000408907353558293","0.000400285380629847","0.000394211411810283","0.000398482160012511","0.000407821985901588","0.000418549888567579","0.000408252646617092","0.000387920182233066","0.000374424101716621","0.000349064270148448","0.000301858916047372","0.000283453713010649","0.000269091271698051","0.000246427873654794","0.000244998846074945","0.000232763909555456","0.000219780226282432","0.000210777185575831","0.00020354514494078","0.000198327438858565","0.000194185211324449","0.00019090330250248","0.000188071074961187","0.000188071074961187","0.000188071074961187","0.000188071074961187"
"fji","kt/1000","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00288705200325054","0.00349237115994891","0.00405245752516069","0.0036890319031815","0.00472871030977067","0.00380577065325221","0.00452927926004599","0.004879689743054","0.0044388402589325","0.0057855531469364","0.00517390430960117","0.00594941763480537","0.0048128032544044","0.00361539468474107","0.00459060014703741","0.00376039438492657","0.00496614368128504","0.00493038629734317","0.00459100605392313","0.00575570262371934","0.00537877786824791","0.00460158743722713","0.00423444213058101","0.00423224457284802","0.00426654866541024","0.00463505180251915","0.00458377867659937","0.00457200859486996","0.00418160353187624","0.00315103933177432","0.0020828421107513","0.00277040882936325","0.00418812091405937","0.00418510071769696","0.00419207005170128","0.004271896956572","0.00429975683180846","0.00433416046581585","0.00435439671962723","0.00437068197405189","0.00439258530981962","0.00439258530981962","0.00439258530981962","0.00439258530981962"
"flk","kt/1000","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.007486285283777","0.00742986379746835","0.00735141836734694","0.00725066700924974","0.00722947774327122","0.00728890610328639","0.00727181240147136","0.00727497564849127","0.00838938092701119","0.00948871704180064","0.0100763970905172","0.0112625043243243","0.0118349084507042","0.0126611669376694","0.0135525357490535","0.0137369213362069","0.0132226791644349","0.0112601494949495","0.0107312998425197","0.0101912509015971","0.009585863020572","0.00894258195926285","0.00805988013059701","0.00720676596694953","0.00909076860564585","0.00776754776547765","0.00688730177095632","0.00665025119273003","0.00624491271465108","0.00585233211497516","0.00552075779243318","0.00543654281805746","0.00539849395995928","0.00538672681110359","0.00539622775330396","0.0054127015635622","0.0054424696959344","0.00548093501891985","0.00552427518197574","0.00556051217300314","0.00558343693977591","0.00558343693977591","0.00558343693977591","0.00558343693977591"
"fro","kt/1000","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000220192611501283","0.000217877410666188","0.000200779964430894","0.000190378512999924","0.000183731698075581","0.000178361474499741","0.000175114763020452","0.000168730395444785","0.000146436101177705","0.000150606308279175","0.00016089766798419","0.000167690835418628","0.00016952253712731","0.00017198276572401","0.000164773854417649","0.000149269059773124","0.000147417246940926","0.00014551311183625","0.000143964753395133","0.000143280060284794","0.000143768447461015","0.000145636745694193","0.000148842092154421","0.00015259803081251","0.000155892459641256","0.000157957325562938","0.000158337964202264","0.000157185636539456","0.000155137902761158","0.000152941049463491","0.000151067598029726","0.00014936191397941","0.000147970553401332","0.000146814504726847","0.000145917763964825","0.000145175333595382","0.000144634707762086","0.000144574332805202","0.000144477651195789","0.000144516211712916","0.00014466959046266","0.00014466959046266","0.00014466959046266","0.00014466959046266"
"fsm","kt/1000","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","8.53210815034265e-05","9.36108490186291e-05","0.000104079023403641","9.72755382170207e-05","9.09882356707268e-05","8.38675133816869e-05","4.41494268940453e-05","6.20069278475268e-05","6.10539276762287e-05","6.08484053862509e-05","6.06391793550509e-05","7.8523839813416e-05","7.68002869697785e-05","7.54912119784824e-05","7.47497297037553e-05","7.63757891911447e-05","8.01121458134352e-05","8.28904736514707e-05","8.51782873288415e-05","8.730379101083e-05","8.92908201928766e-05","9.11222368421053e-05","9.2926487989587e-05","9.49203459788141e-05","9.42259068236892e-05","0.000586134696623154","0.000584329912037806","0.000590854785265331","0.000597771730755017","0.000603235522317453","0.000612004146700177","0.000611929526266679","0.000615523253133675","0.000616964579089275","0.000617610682430213","0.000619900661782708","0.000622392557532173","0.000625951839836315","0.000629432086204916","0.000630716212714383","0.000632888290467964","0.000632888290467964","0.000632888290467964","0.000632888290467964"
"gab","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00051287748626714","0.000558230654861444","0.00046435805305354","0.000484894342726857","0.000471723518292614","0.000443866892404326","0.000672049975053271","0.000425041025106048","0.000547796632220143","0.000534460735340705","0.000713059956920386","0.000722474227321377","0.000717994080127544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"gha","kt/1000","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000188083989290654","0.000175193627409054","0.000217705555466873","0.00022828929827678","0.000251141616550121","0.000444538479784535","0.000456638928670517","0.000409124323925413","0.000416082654481293","0.000353733451207827","0.000261426501142147","0.000448788836591468","0.000419499019725783","0.000370767506786391","0.000233974868180642","0.000227248642326449","0.000206212945384893","0.000218633011793955","0.000262947785758872","0.000249920292822909","0.000270937783119797","0.000251587701884817","0.000242963029876107","0.000204549077471245","0.00016701300778844","0.000160443121021305","0.000228697416976689","0.000264687112087526","0.00023201155904784","0.000244574542360474","0.000229106716343177","0.00033199502484269","0.000330510701696634","0.000327598073496818","0.000326429397692751","0.000322023668523745","0.00031933117062398","0.000315248779529476","0.000313239882615093","0.00031231329823595","0.00031092175217107","0.00031092175217107","0.00031092175217107","0.00031092175217107"
