iso,sector,units,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004
abw,3D_Soil-emissions,Tg N/y/cap,0.026315789,0.024752475,0.023364486,0.022123894,0.021008403,0.02,0.019083969,0.018248175,0.017482517,0.016778523,0.016129032,0.015808491,0.015500443,0.01520417,0.014919011,0.014644351,0.014379622,0.014124294,0.013877875,0.013639906,0.013409962,0.013035382,0.012681159,0.012345679,0.012027491,0.011725293,0.011437908,0.011164274,0.010903427,0.01065449,0.020833333,0.020872469,0.020911752,0.020951184,0.020990764,0.031545741,0.031605563,0.031665611,0.031725888,0.031786395,0.042462845,0.042835725,0.043215212,0.043601482,0.043994721,0.044395117,0.044802867,0.056522722,0.057051575,0.0691085,0.069767442,0.076969234,0.07299966,0.069419455,0.075627438,0.072249674,0.077805826,0.074615729,0.071676921,0.076623152,0.073825645,0.072221828,0.070937598,0.075261938,0.073938524,0.077369271,0.076084292,0.074970223,0.073995094,0.07661703,0.072369215,0.070589066,0.065762828,0.064221035,0.062749879,0.061344616,0.065715287,0.069898591,0.073906323,0.077749309,0.081437503,0.086691536,0.089318552,0.094572584,0.099826617,0.102453633,0.107707666,0.112961698,0.115588714,0.120842747,0.126096779,0.143741996,0.159117156,0.171859822,0.181979264,0.189814074,0.193760477,0.196923842,0.20000396,0.203673741,0.208456316,0.23270497,0.256109273,0.28220188,0.306861421,0.332984658,0.374272248,0.415166497,0.455596472,0.495538451,0.535003809,0.575389481,0.613209912,0.652401268,0.690623709,0.732008903,0.785621152,0.843189875,0.900076531,0.957017573,1.008386581,1.028612941,1.041666667,1.05459456,1.069535739,1.093164943,1.125407062,1.167623514,1.208310821,1.237055971,1.240586986,1.197715983,1.140177328,1.077271097,1.023468057,0.981002415,0.96400024,0.95497794,0.949860214,0.947148443,0.943230095,0.933321851,0.924259172,0.915322373,0.910453505
afg,3D_Soil-emissions,Tg N/y/cap,2.51E-05,2.50E-05,2.48E-05,2.47E-05,2.45E-05,2.44E-05,2.43E-05,2.42E-05,2.40E-05,2.39E-05,2.38E-05,2.36E-05,2.34E-05,2.33E-05,2.31E-05,2.30E-05,2.28E-05,2.26E-05,2.25E-05,2.23E-05,2.22E-05,2.20E-05,2.18E-05,2.16E-05,2.15E-05,2.13E-05,2.11E-05,2.10E-05,2.08E-05,2.06E-05,4.10E-05,4.06E-05,4.03E-05,4.00E-05,3.96E-05,5.90E-05,5.85E-05,5.81E-05,5.76E-05,5.72E-05,7.56E-05,7.51E-05,7.46E-05,7.41E-05,7.36E-05,7.31E-05,7.27E-05,9.02E-05,8.96E-05,0.000106875,0.000106192,0.000124077,0.000124264,0.000124452,0.000142445,0.000142661,0.000160736,0.00016098,0.000161225,0.000179412,0.000179685,0.000195421,0.000210806,0.000243224,0.00025775,0.00028896,0.000302686,0.000316123,0.000329278,0.000358453,0.000354778,0.000350677,0.000330912,0.000327173,0.000323518,0.000319943,0.000346585,0.00037265,0.000398158,0.000423126,0.000447571,0.000470833,0.000479451,0.00050181,0.000523661,0.000531394,0.000552428,0.000573,0.000579943,0.000599776,0.000619186,0.000701582,0.000781368,0.000858389,0.000932511,0.001003625,0.001059737,0.001113075,0.001163615,0.001211349,0.001256282,0.001407537,0.001541133,0.001678635,0.001798812,0.001922427,0.002128322,0.002324325,0.002509484,0.002682149,0.002841446,0.00299663,0.003132229,0.003268867,0.003394082,0.003528583,0.003709661,0.003898442,0.004091496,0.004321222,0.004586943,0.004793442,0.005044604,0.005342413,0.005641129,0.00592408,0.006163154,0.006368004,0.006487474,0.006503938,0.006389024,0.006051899,0.005659981,0.005268352,0.00494645,0.00469816,0.004587628,0.004524754,0.004478302,0.004427888,0.004349825,0.00422285,0.004086177,0.003945375,0.003825556
ago,3D_Soil-emissions,Tg N/y/cap,3.59E-05,3.58E-05,3.57E-05,3.57E-05,3.56E-05,3.55E-05,3.54E-05,3.54E-05,3.53E-05,3.52E-05,3.52E-05,3.51E-05,3.50E-05,3.49E-05,3.49E-05,3.48E-05,3.47E-05,3.47E-05,3.46E-05,3.45E-05,3.45E-05,3.44E-05,3.43E-05,3.42E-05,3.42E-05,3.41E-05,3.40E-05,3.40E-05,3.39E-05,3.38E-05,6.75E-05,6.74E-05,6.73E-05,6.71E-05,6.70E-05,0.000100279,0.000100077,9.99E-05,9.97E-05,9.95E-05,0.000132369,0.000131918,0.000131471,0.000131027,0.000130586,0.000130148,0.000129712,0.0001616,0.000161063,0.000192635,0.000192,0.00022202,0.000220074,0.000218163,0.000247182,0.000245072,0.000273373,0.000271078,0.000268822,0.000296225,0.0002938,0.000320385,0.000346514,0.00040083,0.000425841,0.000478585,0.000502537,0.000526095,0.000549268,0.000599308,0.000594499,0.000589457,0.000557931,0.000553278,0.000548701,0.0005442,0.000591179,0.000637399,0.00068288,0.000727638,0.00077169,0.000814628,0.000832374,0.00087411,0.000915167,0.000931673,0.000971612,0.001010917,0.001026278,0.001064541,0.001102211,0.001238821,0.00136884,0.00149296,0.001611887,0.001726249,0.001816106,0.001902878,0.00198656,0.002066969,0.002143869,0.002403449,0.002634513,0.002874695,0.003088762,0.003313082,0.003683764,0.004041704,0.004385029,0.004710489,0.005015102,0.005312502,0.005571033,0.005822037,0.006037192,0.006247068,0.006520987,0.006785472,0.00701037,0.007217509,0.00737949,0.00733118,0.007255171,0.007186163,0.007114937,0.007070141,0.007033331,0.007019446,0.006998641,0.006977179,0.00692855,0.00674676,0.006565971,0.006377183,0.006206278,0.00604171,0.005974012,0.005912243,0.005843085,0.005773188,0.005691086,0.00557098,0.005450134,0.005320107,0.005197884
aia,3D_Soil-emissions,Tg N/y/cap,0.033726813,0.033898305,0.03407155,0.034246575,0.034423408,0.034602076,0.034782609,0.034965035,0.035149385,0.035335689,0.035523979,0.035093876,0.034674064,0.034264177,0.033863867,0.033472803,0.033090668,0.03271716,0.03235199,0.031994881,0.03164557,0.031162356,0.030693677,0.030238887,0.029797378,0.029368576,0.02895194,0.02854696,0.028153153,0.027770064,0.054794521,0.054303557,0.053821313,0.053347559,0.052882073,0.078636959,0.077962578,0.077299665,0.076647931,0.076007094,0.100502513,0.100050025,0.099601594,0.099157164,0.098716683,0.098280098,0.097847358,0.121773015,0.121241513,0.144857557,0.144230769,0.168158069,0.168047053,0.167936184,0.191800527,0.191674154,0.21549144,0.215349644,0.215208034,0.238962901,0.23880597,0.257722191,0.275936697,0.31606381,0.33258339,0.370305117,0.385317635,0.399820514,0.413839272,0.447750026,0.440518257,0.435812779,0.411606457,0.407301768,0.403086187,0.398956975,0.432522124,0.465413397,0.497650885,0.529253892,0.560240964,0.600863058,0.623754021,0.665479484,0.707845913,0.732096487,0.775643532,0.819875303,0.845590119,0.891087191,0.93731693,1.038323579,1.140125046,1.243467291,1.348713398,1.456907144,1.549712694,1.644452138,1.739879414,1.835019722,1.927340952,2.186070158,2.420981843,2.666222296,2.889219085,3.123977756,3.500243072,3.869621066,4.23095276,4.587011349,4.9375,5.299039355,5.640946818,5.996338114,6.337174045,6.696832579,7.146074163,7.607233597,8.060190703,8.548026806,9.047476859,9.36560433,9.700926066,10.03518434,10.25797588,10.34223957,10.24262676,10.03056405,9.741288279,9.477780567,9.251259899,8.929395478,8.664661989,8.428663933,8.22851153,8.035076986,7.969790321,7.918486172,7.861545756,7.807724368,7.740944811,7.624659221,7.508765928,7.385843799,7.284070653
alb,3D_Soil-emissions,Tg N/y/cap,0.000181324,0.000179646,0.000177999,0.000176382,0.000174795,0.000173235,0.000171703,0.000170198,0.000168719,0.000167266,0.000165837,0.000164163,0.000162522,0.000160914,0.000159337,0.000157791,0.000156274,0.000154787,0.000153327,0.000151895,0.000150489,0.000149109,0.000147754,0.000146424,0.000145117,0.000143833,0.000142572,0.000141333,0.000140115,0.000138918,0.000275482,0.000272702,0.000269978,0.000267308,0.00026469,0.000393185,0.000389408,0.000385703,0.000382068,0.000378501,5.00E-04,0.000494827,0.00048976,0.000484795,0.000479931,0.000475163,0.000470488,0.000582381,0.000576763,0.000685502,0.000679014,0.000786166,0.000780239,0.000774401,0.000878457,0.000871981,0.0009738,0.000966725,0.000959753,0.001058756,0.001051228,0.001150431,0.001248623,0.001449345,0.00154504,0.001742261,0.001835539,0.00192789,0.002019328,0.002210337,0.00219952,0.00217768,0.002058257,0.002038217,0.002018564,0.001999287,0.002168981,0.002335495,0.002498916,0.002659332,0.002816822,0.002954885,0.003000727,0.003132279,0.00326016,0.003299909,0.003422042,0.003540905,0.003575367,0.003689128,0.003799961,0.004271848,0.004710938,0.005118326,0.005495773,0.005845198,0.006099696,0.006332692,0.00654474,0.006736008,0.006906862,0.007651695,0.008287078,0.008935887,0.009492318,0.010073176,0.011089514,0.012057868,0.012981011,0.013859407,0.01469356,0.015531053,0.016283306,0.017042505,0.017723377,0.018413846,0.019315532,0.020215508,0.021035482,0.021855926,0.022601441,0.022776054,0.022917066,0.023077302,0.023159716,0.023223683,0.023183141,0.023131121,0.023083679,0.023204644,0.023495689,0.023630427,0.024007803,0.024485652,0.024994953,0.025364314,0.025937619,0.026386666,0.026716959,0.027063895,0.02745066,0.027752055,0.028112985,0.02848852,0.028964887
and,3D_Soil-emissions,Tg N/y/cap,0.025603896,0.025469844,0.025337189,0.025205908,0.025075981,0.024947386,0.024820103,0.024694113,0.024569395,0.024445931,0.024323701,0.024196352,0.024070329,0.023945613,0.023822182,0.023700017,0.023579098,0.023459407,0.023340925,0.023223634,0.023107516,0.022986534,0.022866813,0.022748332,0.022631073,0.022515016,0.022400143,0.022286437,0.022173879,0.022062453,0.043904281,0.043674416,0.043446945,0.043221831,0.042999038,0.064167795,0.063840408,0.063516345,0.063195556,0.06287799,0.083418134,0.082981389,0.082549195,0.082121479,0.081698172,0.081279207,0.080864517,0.100567547,0.10005963,0.119468181,0.11887084,0.13795656,0.137238036,0.136526958,0.155226527,0.154430493,0.172847906,0.171970505,0.171101967,0.189157954,0.188212164,0.205949436,0.223501945,0.259401221,0.276497251,0.311756559,0.328411021,0.344896402,0.361215264,0.395340123,0.393363423,0.391303928,0.371571983,0.36964674,0.367741344,0.365855491,0.398654489,0.431120502,0.463258576,0.495073654,0.526570582,0.557608098,0.571513098,0.601996119,0.632164882,0.645473616,0.675112711,0.704450901,0.717192907,0.746024783,0.77456834,0.821876868,0.855172414,0.877527661,0.891391039,0.898754737,0.891158506,0.881179853,0.869490358,0.856411077,0.842403459,0.897328881,0.936524454,0.975015235,1.00171723,1.029594092,1.09946045,1.161165984,1.215277778,1.261870691,1.301536307,1.338028169,1.364718132,1.392086713,1.416277021,1.445971471,1.497750228,1.553297324,1.603152966,1.64852523,1.680392646,1.661244734,1.633769687,1.605403553,1.57362308,1.54494697,1.515640116,1.48995006,1.463385616,1.439493603,1.414393425,1.365705615,1.320793155,1.280264905,1.25185386,1.234065211,1.247452987,1.272078195,1.297583271,1.313882265,1.31041759,1.279327136,1.235819047,1.187435647,1.147605857
ant,3D_Soil-emissions,Tg N/y/cap,0.003314769,0.003266767,0.003220134,0.003174814,0.003130753,0.003087897,0.003046199,0.003005612,0.002966092,0.002927598,0.002890091,0.002842375,0.002796209,0.002751519,0.002708235,0.002666291,0.002625627,0.002586185,0.00254791,0.002510751,0.002474661,0.002443384,0.002412887,0.002383142,0.002354121,0.002325799,0.00229815,0.002271151,0.002244779,0.002219012,0.00438766,0.004366959,0.004346453,0.004326138,0.004306012,0.00642911,0.006399477,0.006370116,0.006341023,0.006312194,0.008378169,0.008348258,0.008318559,0.008289072,0.008259792,0.008230719,0.008201849,0.010216477,0.010180892,0.012174665,0.012132553,0.013985315,0.013819989,0.013658525,0.015429476,0.015253324,0.016966293,0.01677692,0.016591729,0.018233978,0.01803705,0.019001518,0.019887705,0.022297446,0.022993392,0.025116418,0.025665344,0.026177232,0.026655708,0.028394605,0.02752471,0.026605176,0.024574862,0.023805294,0.023082461,0.022402231,0.023833417,0.025184944,0.026463284,0.027674225,0.02882296,0.029790779,0.029826677,0.030713762,0.03155342,0.03154062,0.032316683,0.033054333,0.033006215,0.033692818,0.034347786,0.038064128,0.041597059,0.044932991,0.048063849,0.050996897,0.053158448,0.055221963,0.057242607,0.059288647,0.061419386,0.069023083,0.076079376,0.083618158,0.090479957,0.097598365,0.108946747,0.119885586,0.130449068,0.140720431,0.150790697,0.161123151,0.17077949,0.180867612,0.190703001,0.201391598,0.215396311,0.230448129,0.245323659,0.26031628,0.273973841,0.279633021,0.283794407,0.287832917,0.291586936,0.296433335,0.301792778,0.308323013,0.314600802,0.320590396,0.324812106,0.321966073,0.318403562,0.314160556,0.311138768,0.309209984,0.313243318,0.318599412,0.324407243,0.330675119,0.336369952,0.339780142,0.342971429,0.345028558,0.346637157
are,3D_Soil-emissions,Tg N/y/cap,0.002041549,0.002039489,0.002037433,0.002035382,0.002033334,0.00203129,0.002029251,0.002027216,0.002025184,0.002023157,0.002021134,0.002019094,0.002017059,0.002015028,0.002013001,0.002010977,0.002008958,0.002006943,0.002004932,0.002002926,0.002000923,0.001998903,0.001996888,0.001994878,0.001992871,0.001990868,0.001988869,0.001986874,0.001984883,0.001982896,0.003961827,0.003957829,0.003953839,0.003949857,0.003945884,0.005912877,0.00590694,0.005901016,0.005895103,0.005889202,0.007844417,0.007836498,0.007828595,0.007820709,0.007812838,0.007804983,0.007797143,0.009736649,0.00972689,0.011660579,0.011648914,0.013485043,0.013381307,0.013279155,0.015061201,0.014947954,0.016690947,0.016567305,0.016445481,0.018139373,0.018007923,0.019655153,0.021277041,0.024633717,0.026193312,0.029462544,0.030962823,0.032440874,0.033897189,0.037014731,0.036746499,0.036461633,0.034536552,0.034272906,0.034013254,0.033757508,0.036696585,0.03959212,0.042445072,0.045256374,0.048026931,0.05072911,0.051864296,0.054495927,0.057087683,0.058149452,0.060675259,0.063163645,0.064157315,0.066583956,0.068975428,0.080915671,0.088808675,0.094282903,0.099077019,0.104315914,0.109182359,0.114637384,0.119639896,0.122561653,0.122014426,0.127741744,0.128296507,0.127779198,0.126609753,0.127063958,0.134097357,0.14029491,0.143541703,0.14155762,0.134220206,0.124291321,0.113247487,0.102658409,0.092488516,0.083574111,0.076521057,0.070415813,0.065386019,0.06189994,0.059599386,0.056993454,0.055158626,0.053848926,0.0524886,0.051020673,0.049281814,0.047531552,0.045727627,0.044097454,0.0425624,0.040455992,0.03853366,0.036703491,0.035071557,0.033529175,0.032499556,0.031442421,0.030324424,0.02922833,0.028097181,0.02694333,0.025868724,0.02449116,0.022610977
arg,3D_Soil-emissions,Tg N/y/cap,7.04E-05,6.81E-05,6.60E-05,6.40E-05,6.21E-05,6.03E-05,5.87E-05,5.71E-05,5.56E-05,5.42E-05,5.28E-05,5.06E-05,4.86E-05,4.67E-05,4.50E-05,4.34E-05,4.19E-05,4.05E-05,3.92E-05,3.79E-05,3.68E-05,3.57E-05,3.47E-05,3.37E-05,3.28E-05,3.19E-05,3.11E-05,3.03E-05,2.96E-05,2.89E-05,5.64E-05,5.42E-05,5.22E-05,5.03E-05,4.85E-05,7.03E-05,6.80E-05,6.59E-05,6.38E-05,6.19E-05,8.02E-05,7.70E-05,7.40E-05,7.13E-05,6.88E-05,6.64E-05,6.42E-05,7.77E-05,7.53E-05,8.76E-05,8.50E-05,9.61E-05,9.32E-05,9.05E-05,0.00010044,9.77E-05,0.000106893,0.000104082,0.000101416,0.000109869,0.000107192,0.000114939,0.000122306,0.000139267,0.000145719,0.000161367,0.000167035,0.000172455,0.000177643,0.000191309,0.000187379,0.000183607,0.000171803,0.000168479,0.000165281,0.000162202,0.000174401,0.000186162,0.000197508,0.00020846,0.000219039,0.000228334,0.000230473,0.000239171,0.000247528,0.000249177,0.000257032,0.000264598,0.000265848,0.000272988,0.000279878,0.000314158,0.000347026,0.000378618,0.000409063,0.000438473,0.000461749,0.000484327,0.000506232,0.00052747,0.000548036,0.000615661,0.000676448,0.000739992,0.000797124,0.000857141,0.000955382,0.001050924,0.001143532,0.001232738,0.001318146,0.00140357,0.001480857,0.001558696,0.001629979,0.001703305,0.001797776,0.001893702,0.001983302,0.00207336,0.002156132,0.002182644,0.002203905,0.002227146,0.002245921,0.002267284,0.002284715,0.00230476,0.002321082,0.002340101,0.002355656,0.002331752,0.002311682,0.00228959,0.002271536,0.002251762,0.002264278,0.002277169,0.002287428,0.002300259,0.002312625,0.002313756,0.002317268,0.002317964,0.002321271
arm,3D_Soil-emissions,Tg N/y/cap,0.000144798,0.000143693,0.000142604,0.000141532,0.000140476,0.000139435,0.00013841,0.000137399,0.000136404,0.000135423,0.000134455,0.000133429,0.000132418,0.000131422,0.000130442,0.000129475,0.000128523,0.000127585,0.000126661,0.000125749,0.000124851,0.000123898,0.00012296,0.000122035,0.000121124,0.000120227,0.000119343,0.000118472,0.000117614,0.000116767,0.000231867,0.000230097,0.000228353,0.000226637,0.000224945,0.000334918,0.000332456,0.000330029,0.000327638,0.000325281,0.000430609,0.000427322,0.000424085,0.000420896,0.000417755,0.000414661,0.000411612,0.000510759,0.000507058,0.000604092,0.000599777,0.0006996,0.00069946,0.00069932,0.000799062,0.000798902,0.000898585,0.000898406,0.000898226,0.000997829,0.000997629,0.001097172,0.001196676,0.001395842,0.001495245,0.001694272,0.001793576,0.00189284,0.001992065,0.002190833,0.002190395,0.002126525,0.001972353,0.00191801,0.001866581,0.001817839,0.001940299,0.00205668,0.002167425,0.002272933,0.002373568,0.002517554,0.002584486,0.002726679,0.002867853,0.002932819,0.003072257,0.003210706,0.003273773,0.003410539,0.003546346,0.003976914,0.004366465,0.004716281,0.005029156,0.005308575,0.005496399,0.005662052,0.005808263,0.005937283,0.006051207,0.00666929,0.007192196,0.007727874,0.008184711,0.008663507,0.00951762,0.010331712,0.011108165,0.011846749,0.012547609,0.013251222,0.013883299,0.014525515,0.015109371,0.015713199,0.016511547,0.017323643,0.018081829,0.018853274,0.01957176,0.019803648,0.020013298,0.020251839,0.020440517,0.020634012,0.020756594,0.020884834,0.021023012,0.021311309,0.021750814,0.022039277,0.022554013,0.023177323,0.023860596,0.024447959,0.025272379,0.026006708,0.026630619,0.027247868,0.027859971,0.028333,0.028812874,0.029244966,0.029709364
