Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
Biomass,NA,nga,1A4b_Residential,1990,2022,"UN Fuelwood Statistics + ag waste from Marais & Wiedinmyer 2016, extrapolated to match Fernandes et al. per capita biofuel use in 1920"
Biomass,NA,eth,1A4b_Residential,1990,2022,"UN Fuelwood Statistics + ag waste from Marais & Wiedinmyer 2016, extrapolated to match Fernandes et al. per capita biofuel use in 1920"
