iso,sector,agg_sector,fuel,Unit,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
nga,Residential,1A4_Stationary_RCO,biomass,kt,9269.253777,9337.886953,9407.184975,9477.188691,9547.939113,9619.47736,9691.844593,9765.08196,9839.230536,9914.331266,9990.424913,10795.98529,11158.68281,10936.39586,11075.00334,11215.94295,11359.2824,11505.08991,11653.43419,11804.38436,11958.00991,12276.98631,12597.96936,12920.95839,13245.95272,13572.95169,13901.95462,14232.96083,14565.96965,14900.98042,15237.99244,15620.61289,16005.48427,16392.6052,16781.97427,17173.59009,17567.45128,17963.55643,18361.90415,18762.49305,19165.32173,19624.32894,20085.8555,20549.89901,21016.45707,21485.52728,21957.10722,22431.19449,22907.78669,23386.88142,23868.47626,24160.97373,24469.62258,24788.82845,25113.12656,25439.05416,25763.81903,26086.93286,26407.08185,26725.34164,27040.67652,27616.24723,28216.03107,28836.74891,29475.32945,30129.6958,30800.04134,31490.2145,32202.94967,32942.72167,33713.41707,34979.3056,36290.70222,37665.78534,39126.31434,40688.77331,42364.47042,44146.40588,46003.55928,47891.53746,49775.61586,51480.20034,53154.71329,54818.60909,56500.45226,58224.72034,59993.91392,61797.6149,63625.33791,65461.87032,67292.65359,68994.24157,70721.11204,72478.12481,74271.79396,76107.64332,77989.62231,79919.72704,81899.95345,83931.60693,86016.76057,88130.99939,90304.86393,92547.21131,94870.81308,97285.13171,99792.52887,102351.0149,105005.5875,107758.3328,110609.8419,113564.328,116620.2484,119631.1856,122751.916,125929.9613,129163.6132,132453.9958,132453.9958,132453.9958
eth,Residential,1A4_Stationary_RCO,biomass,kt,7369.119531,7502.52302,7638.298572,7776.482385,7917.111014,8060.221376,8205.850747,8354.036762,8504.817415,8658.231056,8814.316392,8973.112482,9134.658734,9298.994907,9439.431205,9581.838322,9726.234667,9872.638524,10021.06804,10171.54122,10240.53915,10445.30148,10651.90154,10860.33726,11070.60659,11282.70747,11496.63785,11712.39568,11929.97889,12149.38543,12370.61324,12593.24424,12817.67724,13043.91001,13271.94028,13501.76581,13733.38434,13966.79363,14201.99143,14438.97547,14677.74351,14917.75145,15159.52086,15403.04927,15648.33423,15895.37325,16144.16389,16394.70367,16646.99012,16901.02079,17156.79319,17607.31813,18074.21488,18556.15761,19051.95051,19562.70487,20089.56688,20635.92141,21205.32659,21802.6803,22432.2714,23096.5468,23795.48205,24526.10069,25282.6038,26061.66445,26855.72981,27665.95062,28539.39578,29466.29655,30457.1336,31037.18625,31659.72496,32268.72578,32789.5632,33177.00955,33410.94908,33526.95135,33602.73926,33743.80939,34023.64106,34463.55957,35039.31883,35718.12127,36449.73796,37197.05631,37951.36167,38723.79221,39524.51831,40370.25769,41268.33283,42220.11251,43211.15508,44210.82248,45182.51603,46084.14674,46648.261,47641.37273,48139.62015,48970.76655,49816.5386,50482.14131,51156.93572,51841.03678,52534.03226,53235.34962,53240.572,54046.19215,54785.74012,55535.73347,56297.4285,57008.5872,57731.98237,58465.71624,59067.30232,59681.76872,60042.5325,60043.21338,60043.21338,60043.21338
