# WebDab output on Mon Jan 20 18:19:37 2025
# Datasource: EMEP/CEIP 2025, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR09
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
TR;1990;1 A 1 a;SOx;Gg;744.8870108616
TR;1990;1 A 1 b;SOx;Gg;0.015297431058
TR;1990;1 A 1 c;SOx;Gg;3.453674334
TR;1990;1 A 2 a;SOx;Gg;60.0989732108
TR;1990;1 A 2 b;SOx;Gg;5.0437408348
TR;1990;1 A 2 c;SOx;Gg;47.9942209292
TR;1990;1 A 2 d;SOx;Gg;IE
TR;1990;1 A 2 e;SOx;Gg;73.012811797
TR;1990;1 A 2 f i;SOx;Gg;330.465517602
TR;1990;1 A 2 f ii;SOx;Gg;IE
TR;1990;1 A 3 a ii (i);SOx;Gg;0.117593471277751
TR;1990;1 A 3 a i (i);SOx;Gg;0.0261960872944077
TR;1990;1 A 3 b i;SOx;Gg;20.0612802244098
TR;1990;1 A 3 b ii;SOx;Gg;7.00749965484711
TR;1990;1 A 3 b iii;SOx;Gg;30.0466969419427
TR;1990;1 A 3 b iv;SOx;Gg;3.69178436636956
TR;1990;1 A 3 b v;SOx;Gg;NA
TR;1990;1 A 3 b vi;SOx;Gg;NA
TR;1990;1 A 3 b vii;SOx;Gg;NA
TR;1990;1 A 3 c;SOx;Gg;3.415044e-05
TR;1990;1 A 3 d ii;SOx;Gg;3.18752
TR;1990;1 A 3 e;SOx;Gg;0
TR;1990;1 A 4 a i;SOx;Gg;IE
TR;1990;1 A 4 a ii;SOx;Gg;IE
TR;1990;1 A 4 b i;SOx;Gg;405.7707707436
TR;1990;1 A 4 b ii;SOx;Gg;IE
TR;1990;1 A 4 c i;SOx;Gg;11.1258008232
TR;1990;1 A 4 c ii;SOx;Gg;IE
TR;1990;1 A 4 c iii;SOx;Gg;IE
TR;1990;1 A 5 a;SOx;Gg;IE
TR;1990;1 A 5 b;SOx;Gg;IE
TR;1990;1 B 1 a;SOx;Gg;NA
TR;1990;1 B 1 b;SOx;Gg;IE
TR;1990;1 B 1 c;SOx;Gg;NA
TR;1990;1 B 2 a i;SOx;Gg;NA
TR;1990;1 B 2 a iv;SOx;Gg;NA
TR;1990;1 B 2 a v;SOx;Gg;NA
TR;1990;1 B 2 b;SOx;Gg;NA
TR;1990;1 B 2 c;SOx;Gg;NE
TR;1990;2 A 1;SOx;Gg;IE
TR;1990;2 A 2;SOx;Gg;IE
TR;1990;2 A 3;SOx;Gg;NA
TR;1990;2 A 4;SOx;Gg;NA
TR;1990;2 A 5;SOx;Gg;NA
TR;1990;2 A 6;SOx;Gg;NA
TR;1990;2 A 7 a;SOx;Gg;NA
TR;1990;2 A 7 b;SOx;Gg;NA
TR;1990;2 A 7 c;SOx;Gg;NA
TR;1990;2 A 7 d;SOx;Gg;NA
TR;1990;2 B 1;SOx;Gg;NA
TR;1990;2 B 2;SOx;Gg;NA
TR;1990;2 B 3;SOx;Gg;NA
TR;1990;2 B 4;SOx;Gg;NA
TR;1990;2 B 5 a;SOx;Gg;3.086727
TR;1990;2 B 5 b;SOx;Gg;NA
TR;1990;2 C 1;SOx;Gg;IE
TR;1990;2 C 2;SOx;Gg;IE
TR;1990;2 C 3;SOx;Gg;0.365412
TR;1990;2 C 5 a;SOx;Gg;NA
TR;1990;2 C 5 b;SOx;Gg;NA
TR;1990;2 C 5 c;SOx;Gg;NA
TR;1990;2 C 5 d;SOx;Gg;NA
TR;1990;2 C 5 e;SOx;Gg;NA
TR;1990;2 C 5 f;SOx;Gg;NA
TR;1990;2 D 1;SOx;Gg;0.454
TR;1990;2 D 2;SOx;Gg;NA
TR;1990;2 D 3;SOx;Gg;NA
TR;1990;2 E;SOx;Gg;NA
TR;1990;2 F;SOx;Gg;NA
TR;1990;2 G;SOx;Gg;NA
TR;1990;3 A 1;SOx;Gg;NA
TR;1990;3 A 2;SOx;Gg;NA
TR;1990;3 A 3;SOx;Gg;NA
TR;1990;3 B 1;SOx;Gg;NA
TR;1990;3 B 2;SOx;Gg;NA
TR;1990;3 C;SOx;Gg;NA
TR;1990;3 D 1;SOx;Gg;NA
TR;1990;3 D 2;SOx;Gg;NA
TR;1990;3 D 3;SOx;Gg;NE
TR;1990;4 B 1 a;SOx;Gg;NA
TR;1990;4 B 1 b;SOx;Gg;NA
TR;1990;4 B 2;SOx;Gg;NA
TR;1990;4 B 3;SOx;Gg;NA
TR;1990;4 B 4;SOx;Gg;NA
TR;1990;4 B 6;SOx;Gg;NA
TR;1990;4 B 7;SOx;Gg;NA
TR;1990;4 B 8;SOx;Gg;NA
TR;1990;4 B 9 a;SOx;Gg;NA
TR;1990;4 B 9 b;SOx;Gg;NA
TR;1990;4 B 9 c;SOx;Gg;NA
TR;1990;4 B 9 d;SOx;Gg;NA
TR;1990;4 B 13;SOx;Gg;NA
TR;1990;4 D 1 a;SOx;Gg;NA
TR;1990;4 D 2 a;SOx;Gg;NA
TR;1990;4 D 2 b;SOx;Gg;NA
TR;1990;4 D 2 c;SOx;Gg;NA
TR;1990;4 F;SOx;Gg;NE
TR;1990;4 G;SOx;Gg;NA
TR;1990;6 A;SOx;Gg;NA
TR;1990;6 B;SOx;Gg;NA
TR;1990;6 C a;SOx;Gg;0.00409468942823596
TR;1990;6 C b;SOx;Gg;NE
TR;1990;6 C c;SOx;Gg;NO
TR;1990;6 C d;SOx;Gg;NO
TR;1990;6 C e;SOx;Gg;0.03234
TR;1990;6 D;SOx;Gg;NA
TR;1990;7 A;SOx;Gg;NA
TR;1990;1 A 3 a ii (ii);SOx;Gg;0.174629528722249
TR;1990;1 A 3 a i (ii);SOx;Gg;0.0389019078090164
TR;1990;1 A 3 d i (i);SOx;Gg;NE
TR;1990;1 A 3 d i (ii);SOx;Gg;NE
TR;1990;7 B;SOx;Gg;NA
TR;1990;11 B;SOx;Gg;NE
TR;1990;11 A;SOx;Gg;NE
TR;1990;11 C;SOx;Gg;NA
TR;1990;1 B 3;SOx;Gg;NA
EU15;1991;1 A 1 a;SOx;Gg;8021.59151325091
EU15;1991;1 A 1 b;SOx;Gg;876.571987730283
EU15;1991;1 A 1 c;SOx;Gg;672.070639816469
EU15;1991;1 A 2 a;SOx;Gg;190.138174258036
EU15;1991;1 A 2 b;SOx;Gg;135.088731476232
EU15;1991;1 A 2 c;SOx;Gg;274.664265088762
EU15;1991;1 A 2 d;SOx;Gg;197.57556769198
EU15;1991;1 A 2 e;SOx;Gg;225.414477861966
EU15;1991;1 A 2 f i;SOx;Gg;1479.44287892832
