# WebDab output on Thu Oct 19 18:39:54 2023
# Datasource: EMEP/CEIP 2023, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: GNFR14/GNFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
UA;2003;A_PublicPower;NOx;Gg;157.79776
UA;2003;B_Industry;NOx;Gg;4.775
UA;2003;C_OtherStatComb;NOx;Gg;0
UA;2003;D_Fugitive;NOx;Gg;0
UA;2003;E_Solvents;NOx;Gg;0
UA;2003;F_RoadTransport;NOx;Gg;0
UA;2003;G_Shipping;NOx;Gg;0
UA;2003;H_Aviation;NOx;Gg;0
UA;2003;I_Offroad;NOx;Gg;0
UA;2003;J_Waste;NOx;Gg;0
UA;2003;K_AgriLivestock;NOx;Gg;1.67449
UA;2003;L_AgriOther;NOx;Gg;0.09524
UA;2003;M_Other;NOx;Gg;0
CA;2004;A_PublicPower;NOx;Gg;267.05908907704
CA;2004;B_Industry;NOx;Gg;659.836654181973
CA;2004;C_OtherStatComb;NOx;Gg;80.0267370567769
CA;2004;D_Fugitive;NOx;Gg;11.694749328393
CA;2004;E_Solvents;NOx;Gg;1.15266780642681e-05
CA;2004;F_RoadTransport;NOx;Gg;758.861457429874
CA;2004;G_Shipping;NOx;Gg;59.2181156025415
CA;2004;H_Aviation;NOx;Gg;5.50769208387843
CA;2004;I_Offroad;NOx;Gg;511.368909732501
CA;2004;J_Waste;NOx;Gg;7.63916811805566
CA;2004;K_AgriLivestock;NOx;Gg;0
CA;2004;L_AgriOther;NOx;Gg;0.386497437458899
CA;2004;M_Other;NOx;Gg;0.593047239813041
CA;2004;O_AviCruise;NOx;Gg;66.3139011593171
CA;2004;P_IntShipping;NOx;Gg;129.687678558053
CA;2004;N_Natural;NOx;Gg;0
RO;2005;A_PublicPower;NOx;Gg;99.237053
RO;2005;B_Industry;NOx;Gg;61.815732101275
RO;2005;C_OtherStatComb;NOx;Gg;20.983863576
RO;2005;D_Fugitive;NOx;Gg;1.5379219431
RO;2005;E_Solvents;NOx;Gg;0.07935570156
RO;2005;F_RoadTransport;NOx;Gg;96.2443191966321
RO;2005;G_Shipping;NOx;Gg;2.9571
RO;2005;H_Aviation;NOx;Gg;0.21837297
RO;2005;I_Offroad;NOx;Gg;22.2168549147728
RO;2005;J_Waste;NOx;Gg;0.577985284284
RO;2005;K_AgriLivestock;NOx;Gg;3.6527120377
