# WebDab output on Wed Nov 11 01:27:40 2020
# Datasource: EMEP/CEIP 2020, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: GNFR14/GNFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
ME;2003;A_PublicPower;PM2.5;Gg;0.096518424
ME;2003;B_Industry;PM2.5;Gg;0.126110396056
ME;2003;C_OtherStatComb;PM2.5;Gg;4.52392445137415
ME;2003;D_Fugitive;PM2.5;Gg;0.00809
ME;2003;E_Solvents;PM2.5;Gg;0
ME;2003;F_RoadTransport;PM2.5;Gg;0.194184321038924
ME;2003;G_Shipping;PM2.5;Gg;0.01434
ME;2003;H_Aviation;PM2.5;Gg;0.00022792
ME;2003;I_Offroad;PM2.5;Gg;0.014761
ME;2003;J_Waste;PM2.5;Gg;1.05630751908e-05
ME;2003;K_AgriLivestock;PM2.5;Gg;0.070269487045873
ME;2003;L_AgriOther;PM2.5;Gg;0
ME;2003;M_Other;PM2.5;Gg;0
ME;2003;O_AviCruise;PM2.5;Gg;0.00206276
ME;2003;P_IntShipping;PM2.5;Gg;0
LV;2014;A_PublicPower;PM2.5;Gg;1.5068062402562
LV;2014;B_Industry;PM2.5;Gg;3.07610239094709
LV;2014;C_OtherStatComb;PM2.5;Gg;14.0584965787706
LV;2014;D_Fugitive;PM2.5;Gg;3.06e-05
LV;2014;E_Solvents;PM2.5;Gg;0.04556885708838
LV;2014;F_RoadTransport;PM2.5;Gg;0.610184324923987
LV;2014;G_Shipping;PM2.5;Gg;0.00668184570966867
LV;2014;H_Aviation;PM2.5;Gg;0.00230265
LV;2014;I_Offroad;PM2.5;Gg;0.343244119911093
LV;2014;J_Waste;PM2.5;Gg;0.243502180013
LV;2014;K_AgriLivestock;PM2.5;Gg;0.101724938
LV;2014;L_AgriOther;PM2.5;Gg;0.2356120633734
LV;2014;M_Other;PM2.5;Gg;0.388791503126571
LV;2014;O_AviCruise;PM2.5;Gg;0.018125523577644
LV;2014;P_IntShipping;PM2.5;Gg;1.03177867408964
LV;2014;N_Natural;PM2.5;Gg;0.51453
LI;1994;A_PublicPower;PM2.5;Gg;0.00315686402301834
LI;1994;B_Industry;PM2.5;Gg;0.00138854026503996
LI;1994;C_OtherStatComb;PM2.5;Gg;0.00679850531946938
LI;1994;D_Fugitive;PM2.5;Gg;0
LI;1994;E_Solvents;PM2.5;Gg;0.00218773845786557
LI;1994;F_RoadTransport;PM2.5;Gg;0.022133790231876
LI;1994;G_Shipping;PM2.5;Gg;0
LI;1994;H_Aviation;PM2.5;Gg;4.7896e-06
LI;1994;I_Offroad;PM2.5;Gg;0.00180029603747112
LI;1994;J_Waste;PM2.5;Gg;0.001744695254016
LI;1994;K_AgriLivestock;PM2.5;Gg;0.002880606
LI;1994;L_AgriOther;PM2.5;Gg;0.000362564
LI;1994;M_Other;PM2.5;Gg;0
AT;1997;A_PublicPower;PM2.5;Gg;0
AT;1997;B_Industry;PM2.5;Gg;0
AT;1997;C_OtherStatComb;PM2.5;Gg;0
AT;1997;D_Fugitive;PM2.5;Gg;0
AT;1997;E_Solvents;PM2.5;Gg;0
AT;1997;F_RoadTransport;PM2.5;Gg;0
AT;1997;G_Shipping;PM2.5;Gg;0
AT;1997;H_Aviation;PM2.5;Gg;0
AT;1997;I_Offroad;PM2.5;Gg;0
AT;1997;J_Waste;PM2.5;Gg;0
AT;1997;K_AgriLivestock;PM2.5;Gg;0
AT;1997;L_AgriOther;PM2.5;Gg;0
AT;1997;M_Other;PM2.5;Gg;0
AT;1997;O_AviCruise;PM2.5;Gg;0
