# WebDab output on Thu Oct 19 18:39:03 2023
# Datasource: EMEP/CEIP 2023, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
LV;2001;NATIONAL TOTAL;NOx;Gg;46.685150236321
IT;2018;NATIONAL TOTAL;NOx;Gg;677.794584379478
LU;2001;NATIONAL TOTAL;NOx;Gg;43.5045074417583
NO;1997;NATIONAL TOTAL;NOx;Gg;233.2698041819
TR;2007;NATIONAL TOTAL;NOx;Gg;1215.3128950217
RS;2016;NATIONAL TOTAL;NOx;Gg;185.885472181641
RU;2020;NATIONAL TOTAL;NOx;Gg;1786.7480530155
NL;1992;NATIONAL TOTAL;NOx;Gg;654.726389025
GB;2021;NATIONAL TOTAL;NOx;Gg;681.789847826998
AL;2002;NATIONAL TOTAL;NOx;Gg;8.5351705213775
AT;1997;NATIONAL TOTAL;NOx;Gg;203.370032218477
RS;2015;NATIONAL TOTAL;NOx;Gg;145.045819951968
AT;1991;NATIONAL TOTAL;NOx;Gg;228.442249339559
MT;1991;NATIONAL TOTAL;NOx;Gg;7.00101966604663
AT;2018;NATIONAL TOTAL;NOx;Gg;154.973310804696
RS;2002;NATIONAL TOTAL;NOx;Gg;161.651025762855
NL;2000;NATIONAL TOTAL;NOx;Gg;495.591452489
MC;2004;NATIONAL TOTAL;NOx;Gg;0.393600280754425
DK;1991;NATIONAL TOTAL;NOx;Gg;343.991216144014
SI;1983;NATIONAL TOTAL;NOx;Gg;68.9541229282689
UA;1999;NATIONAL TOTAL;NOx;Gg;186.63329
SE;1998;NATIONAL TOTAL;NOx;Gg;231.758995511352
DK;1988;NATIONAL TOTAL;NOx;Gg;312.474150656108
GE;2008;NATIONAL TOTAL;NOx;Gg;19.4358243005
RO;2014;NATIONAL TOTAL;NOx;Gg;221.755231658854
AZ;2004;NATIONAL TOTAL;NOx;Gg;23.96646049
IT;2014;NATIONAL TOTAL;NOx;Gg;764.944494047147
MT;1993;NATIONAL TOTAL;NOx;Gg;8.77074559742696
NL;2003;NATIONAL TOTAL;NOx;Gg;461.475313593
CZ;2013;NATIONAL TOTAL;NOx;Gg;217.118937046943
AT;2002;NATIONAL TOTAL;NOx;Gg;231.109151028536
HR;2017;NATIONAL TOTAL;NOx;Gg;54.8786995033063
HU;2003;NATIONAL TOTAL;NOx;Gg;185.165463496325
FI;2019;NATIONAL TOTAL;NOx;Gg;120.244133032098
SI;1992;NATIONAL TOTAL;NOx;Gg;68.5300025220242
LI;1990;NATIONAL TOTAL;NOx;Gg;0.622805273455518
