# WebDab output on Tue Jan 12 23:05:38 2016
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
RUP;1980;SNAP NATIONAL;SOx;Gg;411.17344
RUP;1980;S1;SOx;Gg;306.81885
RUP;1980;S2;SOx;Gg;50.50934
RUP;1980;S3;SOx;Gg;47.48226
RUP;1980;S4;SOx;Gg;0
RUP;1980;S5;SOx;Gg;0
RUP;1980;S6;SOx;Gg;0
RUP;1980;S7;SOx;Gg;2.00573
RUP;1980;S8;SOx;Gg;3.75656
RUP;1980;S9;SOx;Gg;0.08858
RUP;1980;S10;SOx;Gg;0.51212
RUP;1980;S11;SOx;Gg;0
BA;1980;SNAP NATIONAL;SOx;Gg;481.99999
BA;1980;S1;SOx;Gg;441.45847
BA;1980;S2;SOx;Gg;7.95062
BA;1980;S3;SOx;Gg;18.36942
BA;1980;S4;SOx;Gg;8.90302
BA;1980;S5;SOx;Gg;0
BA;1980;S6;SOx;Gg;0
BA;1980;S7;SOx;Gg;3.65696
BA;1980;S8;SOx;Gg;1.6179
BA;1980;S9;SOx;Gg;0.01261
BA;1980;S10;SOx;Gg;0.03099
BA;1980;S11;SOx;Gg;0
HR;1980;SNAP NATIONAL;SOx;Gg;150.00007
HR;1980;S1;SOx;Gg;76.36595
HR;1980;S2;SOx;Gg;50.61917
HR;1980;S3;SOx;Gg;12.75572
HR;1980;S4;SOx;Gg;7.70557
HR;1980;S5;SOx;Gg;0
HR;1980;S6;SOx;Gg;0
HR;1980;S7;SOx;Gg;0.70319
HR;1980;S8;SOx;Gg;1.70988
HR;1980;S9;SOx;Gg;0.01527
HR;1980;S10;SOx;Gg;0.12532
HR;1980;S11;SOx;Gg;0
PT;1980;SNAP NATIONAL;SOx;Gg;265.99991
PT;1980;S1;SOx;Gg;193.01545
PT;1980;S2;SOx;Gg;9.32946
PT;1980;S3;SOx;Gg;27.87365
PT;1980;S4;SOx;Gg;25.92415
PT;1980;S5;SOx;Gg;0
PT;1980;S6;SOx;Gg;0
PT;1980;S7;SOx;Gg;5.70217
PT;1980;S8;SOx;Gg;3.92575
PT;1980;S9;SOx;Gg;0.10083
PT;1980;S10;SOx;Gg;0.12845
