# WebDab output on Thu Sep  8 22:32:12 2022
# Datasource: EMEP/CEIP 2022, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: SNAP
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
MC;2003;S1;NH3;Gg;0.00069819
MC;2003;S7;NH3;Gg;0.005228961
MC;2003;S8;NH3;Gg;2.90623e-06
MC;2003;S10;NH3;Gg;9.113e-05
GR;1998;S1;NH3;Gg;0
GR;1998;S2;NH3;Gg;0
GR;1998;S3;NH3;Gg;0
GR;1998;S4;NH3;Gg;1
GR;1998;S5;NH3;Gg;0
GR;1998;S6;NH3;Gg;0
GR;1998;S7;NH3;Gg;1
GR;1998;S8;NH3;Gg;0
GR;1998;S9;NH3;Gg;0
GR;1998;S10;NH3;Gg;72
GR;1998;S11;NH3;Gg;0
LU;1994;S1;NH3;Gg;0
LU;1994;S2;NH3;Gg;0
LU;1994;S3;NH3;Gg;0
LU;1994;S4;NH3;Gg;1.75
LU;1994;S5;NH3;Gg;0
LU;1994;S6;NH3;Gg;0
LU;1994;S7;NH3;Gg;0.102
LU;1994;S8;NH3;Gg;0
LU;1994;S9;NH3;Gg;0.024
LU;1994;S10;NH3;Gg;6.216
LU;1994;S11;NH3;Gg;0
SI;2000;S10;NH3;Gg;19.4
CA;1995;S1;NH3;Gg;2
CA;1995;S2;NH3;Gg;4
CA;1995;S3;NH3;Gg;11
CA;1995;S4;NH3;Gg;21
CA;1995;S7;NH3;Gg;19
CA;1995;S8;NH3;Gg;1
CA;1995;S9;NH3;Gg;0
CA;1995;S10;NH3;Gg;482
CA;1995;S11;NH3;Gg;14
DK;1984;S8;NH3;Gg;0.001
GB;1990;S1;NH3;Gg;0.12
GB;1990;S2;NH3;Gg;5.91
GB;1990;S3;NH3;Gg;0.35
GB;1990;S4;NH3;Gg;7.52
GB;1990;S5;NH3;Gg;0
GB;1990;S6;NH3;Gg;1.14
GB;1990;S7;NH3;Gg;0.85
GB;1990;S8;NH3;Gg;0
GB;1990;S9;NH3;Gg;10.78
GB;1990;S10;NH3;Gg;311.81
GB;1990;S11;NH3;Gg;26.84
FR;1991;S1;NH3;Gg;0
FR;1991;S2;NH3;Gg;0
FR;1991;S3;NH3;Gg;0
FR;1991;S4;NH3;Gg;4.8
FR;1991;S5;NH3;Gg;0
FR;1991;S6;NH3;Gg;0.5
FR;1991;S7;NH3;Gg;0.9
FR;1991;S8;NH3;Gg;0
FR;1991;S9;NH3;Gg;13.1
FR;1991;S10;NH3;Gg;747
FR;1991;S11;NH3;Gg;0.1
LT;1993;S4;NH3;Gg;2
LT;1993;S10;NH3;Gg;78
DE;1991;S1;NH3;Gg;4
DE;1991;S2;NH3;Gg;4
DE;1991;S3;NH3;Gg;2
DE;1991;S4;NH3;Gg;12
DE;1991;S5;NH3;Gg;0
DE;1991;S6;NH3;Gg;1
DE;1991;S7;NH3;Gg;6
DE;1991;S8;NH3;Gg;1
DE;1991;S9;NH3;Gg;0
DE;1991;S10;NH3;Gg;623
SE;1994;S1;NH3;Gg;0.3
SE;1994;S2;NH3;Gg;0.3
SE;1994;S3;NH3;Gg;0.3
SE;1994;S4;NH3;Gg;0.2
SE;1994;S8;NH3;Gg;0
SE;1994;S9;NH3;Gg;0
SE;1994;S10;NH3;Gg;55
SE;1994;S11;NH3;Gg;0
BE;1991;S1;NH3;Gg;0
BE;1991;S2;NH3;Gg;0
BE;1991;S3;NH3;Gg;0
BE;1991;S4;NH3;Gg;2
BE;1991;S5;NH3;Gg;0
