"ISO2","year","sector","emission_species","units","emissions"
"CA","1998","A_PublicPower","CO","Gg","35.8901971575941"
"CA","1998","B_Industry","CO","Gg","1957.18480796519"
"CA","1998","C_OtherStatComb","CO","Gg","711.252442700063"
"CA","1998","D_Fugitive","CO","Gg","27.9657074623202"
"CA","1998","E_Solvents","CO","Gg","0.000140779253442622"
"CA","1998","F_RoadTransport","CO","Gg","4890.79964119085"
"CA","1998","G_Shipping","CO","Gg","4.64228403501725"
"CA","1998","H_Aviation","CO","Gg","23.4354569848376"
"CA","1998","I_Offroad","CO","Gg","4190.39061858626"
"CA","1998","J_Waste","CO","Gg","10.136006229871"
"CA","1998","K_AgriLivestock","CO","Gg","0"
"CA","1998","L_AgriOther","CO","Gg","0.676098322244373"
"CA","1998","M_Other","CO","Gg","145.281564456134"
"CA","1998","O_AviCruise","CO","Gg","92.0177017006745"
"CA","1998","P_IntShipping","CO","Gg","9.19083003253827"
"CA","1998","N_Natural","CO","Gg","0"
"EU28","2017","A_PublicPower","CO","Gg","365.060095511973"
"EU28","2017","B_Industry","CO","Gg","3685.27947296656"
"EU28","2017","C_OtherStatComb","CO","Gg","8110.65501679494"
"EU28","2017","D_Fugitive","CO","Gg","236.575474347128"
"EU28","2017","E_Solvents","CO","Gg","39.6141363829084"
"EU28","2017","F_RoadTransport","CO","Gg","3925.04051073047"
"EU28","2017","G_Shipping","CO","Gg","224.052820246975"
"EU28","2017","H_Aviation","CO","Gg","103.394756217237"
"EU28","2017","I_Offroad","CO","Gg","1227.79968081974"
"EU28","2017","J_Waste","CO","Gg","643.970959611331"
"EU28","2017","K_AgriLivestock","CO","Gg","0"
"EU28","2017","L_AgriOther","CO","Gg","132.650205396418"
"EU28","2017","M_Other","CO","Gg","3.55476794486325"
"EU28","2017","O_AviCruise","CO","Gg","385.853878250296"
"EU28","2017","P_IntShipping","CO","Gg","138.693427302291"
"EU28","2017","N_Natural","CO","Gg","2669.19763172948"
"MD","2014","A_PublicPower","CO","Gg","2.48411375848"
"MD","2014","B_Industry","CO","Gg","1.2326509"
"MD","2014","C_OtherStatComb","CO","Gg","53.29995925"
"MD","2014","D_Fugitive","CO","Gg","0"
"MD","2014","E_Solvents","CO","Gg","0.1535"
"MD","2014","F_RoadTransport","CO","Gg","29.5024520200674"
"MD","2014","G_Shipping","CO","Gg","0.00552366205920572"
"MD","2014","H_Aviation","CO","Gg","0.18393658696175"
"MD","2014","I_Offroad","CO","Gg","1.66023478258449"
"MD","2014","J_Waste","CO","Gg","4.66051750533"
"MD","2014","K_AgriLivestock","CO","Gg","0"
"MD","2014","L_AgriOther","CO","Gg","0.4914"
"MD","2014","M_Other","CO","Gg","0"
"MD","2014","O_AviCruise","CO","Gg","0.0085414625"
"MD","2014","P_IntShipping","CO","Gg","0"
"MD","2014","N_Natural","CO","Gg","0"
"BE","2002","A_PublicPower","CO","Gg","3.28463038078367"
"BE","2002","B_Industry","CO","Gg","561.827131434869"
"BE","2002","C_OtherStatComb","CO","Gg","73.3848697751283"
"BE","2002","D_Fugitive","CO","Gg","18.2440677468308"
"BE","2002","E_Solvents","CO","Gg","1.4683736803848"
"BE","2002","F_RoadTransport","CO","Gg","265.770068271205"
"BE","2002","G_Shipping","CO","Gg","1.59423660654359"
"BE","2002","H_Aviation","CO","Gg","2.19912422576308"
"BE","2002","I_Offroad","CO","Gg","34.3560077509322"
"BE","2002","J_Waste","CO","Gg","2.18373964366862"
"BE","2002","K_AgriLivestock","CO","Gg","0"
"BE","2002","L_AgriOther","CO","Gg","0"
"BE","2002","M_Other","CO","Gg","0"
"BE","2002","O_AviCruise","CO","Gg","14.8015041717225"
"BE","2002","P_IntShipping","CO","Gg","5.61655226185242"
"BE","2002","N_Natural","CO","Gg","0"
"KZ","1991","A_PublicPower","CO","Gg","17.76151743378"
"KZ","1991","B_Industry","CO","Gg","110.06219623"
"KZ","1991","C_OtherStatComb","CO","Gg","0"
"KZ","1991","D_Fugitive","CO","Gg","0"
"KZ","1991","E_Solvents","CO","Gg","0"
"KZ","1991","F_RoadTransport","CO","Gg","31.7126610346774"
"KZ","1991","G_Shipping","CO","Gg","1.91816302463668"
"KZ","1991","H_Aviation","CO","Gg","14.0458104741184"
"KZ","1991","I_Offroad","CO","Gg","7.3320148317322"
"KZ","1991","J_Waste","CO","Gg","0"
"KZ","1991","K_AgriLivestock","CO","Gg","0"
"KZ","1991","L_AgriOther","CO","Gg","0"
"KZ","1991","M_Other","CO","Gg","0"
"KZ","1991","O_AviCruise","CO","Gg","14.0458104741184"
"KZ","1991","P_IntShipping","CO","Gg","1.36486194382689"
"KZ","1991","N_Natural","CO","Gg","23.033"
"BG","2018","A_PublicPower","CO","Gg","0.821686031"
"BG","2018","B_Industry","CO","Gg","22.7250228995411"
"BG","2018","C_OtherStatComb","CO","Gg","140.301128195413"
"BG","2018","D_Fugitive","CO","Gg","0.601140702"
"BG","2018","E_Solvents","CO","Gg","0.6451907778756"
"BG","2018","F_RoadTransport","CO","Gg","58.5725132740289"
"BG","2018","G_Shipping","CO","Gg","0.111424903023556"
"BG","2018","H_Aviation","CO","Gg","0.15766214877378"
"BG","2018","I_Offroad","CO","Gg","9.69215200772963"
"BG","2018","J_Waste","CO","Gg","0.03458719295"
"BG","2018","K_AgriLivestock","CO","Gg","0"
"BG","2018","L_AgriOther","CO","Gg","0.0255663345444828"
"BG","2018","M_Other","CO","Gg","0"
"BG","2018","O_AviCruise","CO","Gg","0.820359623868221"
"BG","2018","P_IntShipping","CO","Gg","0.500229496976444"
"BG","2018","N_Natural","CO","Gg","0"
"IS","1999","A_PublicPower","CO","Gg","0.0049503217492"
"IS","1999","B_Industry","CO","Gg","27.3630130542"
"IS","1999","C_OtherStatComb","CO","Gg","0.0328254659"
"IS","1999","D_Fugitive","CO","Gg","0"
"IS","1999","E_Solvents","CO","Gg","0.03270846745"
"IS","1999","F_RoadTransport","CO","Gg","24.6571366768425"
"IS","1999","G_Shipping","CO","Gg","0.02186156"
"IS","1999","H_Aviation","CO","Gg","0.183333146321019"
"IS","1999","I_Offroad","CO","Gg","1.727389614"
"IS","1999","J_Waste","CO","Gg","0.931507508418386"
"IS","1999","K_AgriLivestock","CO","Gg","0"
"IS","1999","L_AgriOther","CO","Gg","0"
"IS","1999","M_Other","CO","Gg","0"
"IS","1999","O_AviCruise","CO","Gg","0.406372650809528"
"IS","1999","P_IntShipping","CO","Gg","0.04711909"
"IS","1999","N_Natural","CO","Gg","0"
"HU","2015","A_PublicPower","CO","Gg","7.76566893383335"
"HU","2015","B_Industry","CO","Gg","24.6355947452756"
"HU","2015","C_OtherStatComb","CO","Gg","317.899618883632"
"HU","2015","D_Fugitive","CO","Gg","0.753659123663"
"HU","2015","E_Solvents","CO","Gg","0.900404974616667"
"HU","2015","F_RoadTransport","CO","Gg","85.129095438241"
"HU","2015","G_Shipping","CO","Gg","0.0444"
"HU","2015","H_Aviation","CO","Gg","0.215201017408"
"HU","2015","I_Offroad","CO","Gg","8.74461734216163"
"HU","2015","J_Waste","CO","Gg","13.8907856035968"
"HU","2015","K_AgriLivestock","CO","Gg","0"
"HU","2015","L_AgriOther","CO","Gg","0.175593094656"
"HU","2015","M_Other","CO","Gg","0"
"HU","2015","O_AviCruise","CO","Gg","0.56802709423"
"HU","2015","P_IntShipping","CO","Gg","0"
"HU","2015","N_Natural","CO","Gg","0"
"HR","2003","A_PublicPower","CO","Gg","1.134737895"
"HR","2003","B_Industry","CO","Gg","38.485413964237"
"HR","2003","C_OtherStatComb","CO","Gg","197.059920874352"
"HR","2003","D_Fugitive","CO","Gg","48.770520317"
"HR","2003","E_Solvents","CO","Gg","1.13288905"
"HR","2003","F_RoadTransport","CO","Gg","136.745612886532"
"HR","2003","G_Shipping","CO","Gg","0.416064256410261"
"HR","2003","H_Aviation","CO","Gg","1.578816546882"
"HR","2003","I_Offroad","CO","Gg","13.694821500662"
"HR","2003","J_Waste","CO","Gg","2.89258642915442"
"HR","2003","K_AgriLivestock","CO","Gg","0"
"HR","2003","L_AgriOther","CO","Gg","5.23173058662742"
"HR","2003","M_Other","CO","Gg","0"
"HR","2003","O_AviCruise","CO","Gg","0.06905566632"
"HR","2003","P_IntShipping","CO","Gg","0.1643012684"
"HR","2003","N_Natural","CO","Gg","41.355"
"LU","2003","A_PublicPower","CO","Gg","0.253812738226971"
"LU","2003","B_Industry","CO","Gg","10.0068520939553"
"LU","2003","C_OtherStatComb","CO","Gg","3.16878351709398"
"LU","2003","D_Fugitive","CO","Gg","0"
"LU","2003","E_Solvents","CO","Gg","0.0262606295921518"
"LU","2003","F_RoadTransport","CO","Gg","26.0163696217941"
"LU","2003","G_Shipping","CO","Gg","0.076541614504567"
"LU","2003","H_Aviation","CO","Gg","0.69264029"
"LU","2003","I_Offroad","CO","Gg","2.60043493153514"
"LU","2003","J_Waste","CO","Gg","0"
"LU","2003","K_AgriLivestock","CO","Gg","0"
"LU","2003","L_AgriOther","CO","Gg","0"
"LU","2003","M_Other","CO","Gg","0"
"LU","2003","O_AviCruise","CO","Gg","1.44340943150099"
"LU","2003","P_IntShipping","CO","Gg","0"
"LU","2003","N_Natural","CO","Gg","0"
"HR","1998","A_PublicPower","CO","Gg","2.011919062"
"HR","1998","B_Industry","CO","Gg","34.194287417046"
"HR","1998","C_OtherStatComb","CO","Gg","186.09704772248"
"HR","1998","D_Fugitive","CO","Gg","35.334581639398"
"HR","1998","E_Solvents","CO","Gg","0.66783005"
"HR","1998","F_RoadTransport","CO","Gg","185.320246756662"
"HR","1998","G_Shipping","CO","Gg","0.36603317188671"
"HR","1998","H_Aviation","CO","Gg","0.314869129346"
"HR","1998","I_Offroad","CO","Gg","13.6062928478088"
"HR","1998","J_Waste","CO","Gg","3.52539996827811"
"HR","1998","K_AgriLivestock","CO","Gg","0"
"HR","1998","L_AgriOther","CO","Gg","5.41003760995887"
"HR","1998","M_Other","CO","Gg","0"
"HR","1998","O_AviCruise","CO","Gg","0.08762132226"
"HR","1998","P_IntShipping","CO","Gg","0.1931462258"
"HR","1998","N_Natural","CO","Gg","32.556"
"DE","2018","A_PublicPower","CO","Gg","101.689161204238"
"DE","2018","B_Industry","CO","Gg","880.542699911349"
