# WebDab output on Mon Jan 20 18:36:59 2025
# Datasource: EMEP/CEIP 2025, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR09
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
FR;2010;1 A 1 a;PM10;Gg;3.52795542768213
FR;2010;1 A 1 b;PM10;Gg;0.88579950748227
FR;2010;1 A 1 c;PM10;Gg;0.285549285120233
FR;2010;1 A 2 a;PM10;Gg;3.59491118524213
FR;2010;1 A 2 b;PM10;Gg;0.0723005692304855
FR;2010;1 A 2 c;PM10;Gg;0.814556290699439
FR;2010;1 A 2 d;PM10;Gg;1.46757983960394
FR;2010;1 A 2 e;PM10;Gg;2.30688978577029
FR;2010;1 A 2 f i;PM10;Gg;6.0044789311571
FR;2010;1 A 2 f ii;PM10;Gg;1.77664834207077
FR;2010;1 A 3 a ii (i);PM10;Gg;0.225169533111347
FR;2010;1 A 3 a i (i);PM10;Gg;0.329253503140215
FR;2010;1 A 3 b i;PM10;Gg;15.6203656634645
FR;2010;1 A 3 b ii;PM10;Gg;7.18679859712113
FR;2010;1 A 3 b iii;PM10;Gg;4.06019673262802
FR;2010;1 A 3 b iv;PM10;Gg;0.70149555509202
FR;2010;1 A 3 b v;PM10;Gg;NA
FR;2010;1 A 3 b vi;PM10;Gg;10.3507724704998
FR;2010;1 A 3 b vii;PM10;Gg;5.15202278860525
FR;2010;1 A 3 c;PM10;Gg;2.33438504025052
FR;2010;1 A 3 d ii;PM10;Gg;2.1071717313068
FR;2010;1 A 3 e;PM10;Gg;0.00846025435174088
FR;2010;1 A 4 a i;PM10;Gg;2.49699621677264
FR;2010;1 A 4 a ii;PM10;Gg;IE
FR;2010;1 A 4 b i;PM10;Gg;94.2114006435752
FR;2010;1 A 4 b ii;PM10;Gg;0.16008363367375
FR;2010;1 A 4 c i;PM10;Gg;0.2167240528
FR;2010;1 A 4 c ii;PM10;Gg;10.4351662926041
FR;2010;1 A 4 c iii;PM10;Gg;1.18471809222657
FR;2010;1 A 5 a;PM10;Gg;IE
FR;2010;1 A 5 b;PM10;Gg;IE
FR;2010;1 B 1 a;PM10;Gg;NA
FR;2010;1 B 1 b;PM10;Gg;0.9336739456
FR;2010;1 B 1 c;PM10;Gg;NA
FR;2010;1 B 2 a i;PM10;Gg;NA
FR;2010;1 B 2 a iv;PM10;Gg;0.309361198901571
FR;2010;1 B 2 a v;PM10;Gg;NA
FR;2010;1 B 2 b;PM10;Gg;NA
FR;2010;1 B 2 c;PM10;Gg;0.121440662865137
FR;2010;2 A 1;PM10;Gg;NA
FR;2010;2 A 2;PM10;Gg;NA
FR;2010;2 A 3;PM10;Gg;NA
FR;2010;2 A 4;PM10;Gg;NA
FR;2010;2 A 5;PM10;Gg;NE
FR;2010;2 A 6;PM10;Gg;0.9886188
FR;2010;2 A 7 a;PM10;Gg;11.9822575695207
FR;2010;2 A 7 b;PM10;Gg;22.9165416506726
FR;2010;2 A 7 c;PM10;Gg;IE
FR;2010;2 A 7 d;PM10;Gg;NA
FR;2010;2 B 1;PM10;Gg;NA
FR;2010;2 B 2;PM10;Gg;NA
FR;2010;2 B 3;PM10;Gg;NA
FR;2010;2 B 4;PM10;Gg;NA
FR;2010;2 B 5 a;PM10;Gg;0.392469809366021
FR;2010;2 B 5 b;PM10;Gg;NE
FR;2010;2 C 1;PM10;Gg;3.53955231032224
FR;2010;2 C 2;PM10;Gg;0.00986722755339024
FR;2010;2 C 3;PM10;Gg;0.233424453333333
FR;2010;2 C 5 a;PM10;Gg;NA
FR;2010;2 C 5 b;PM10;Gg;NA
FR;2010;2 C 5 c;PM10;Gg;0.000251387539296602
FR;2010;2 C 5 d;PM10;Gg;NA
FR;2010;2 C 5 e;PM10;Gg;NA
FR;2010;2 C 5 f;PM10;Gg;NE
FR;2010;2 D 1;PM10;Gg;0.590672808
FR;2010;2 D 2;PM10;Gg;2.6817481707695
FR;2010;2 D 3;PM10;Gg;15.794705363
FR;2010;2 E;PM10;Gg;NA
FR;2010;2 F;PM10;Gg;NA
FR;2010;2 G;PM10;Gg;NA
