# WebDab output on Fri Sep  9 16:59:07 2022
# Datasource: EMEP/CEIP 2022, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: SNAP
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
AM;1984;S1;SOx;Gg;54.9
AM;1984;S4;SOx;Gg;42.07
CZ;1994;S1;SOx;Gg;765
CZ;1994;S2;SOx;Gg;346
CZ;1994;S3;SOx;Gg;114
CZ;1994;S4;SOx;Gg;40
CZ;1994;S7;SOx;Gg;3.7
CZ;1994;S8;SOx;Gg;0.5
CZ;1994;S9;SOx;Gg;0.9
KG;1998;S1;SOx;Gg;6.803
KG;1998;S2;SOx;Gg;1.848
KG;1998;S3;SOx;Gg;1.926
KG;1998;S4;SOx;Gg;0.136
KG;1998;S8;SOx;Gg;0.043
KG;1998;S10;SOx;Gg;0.168
IE;1990;S1;SOx;Gg;103.8
IE;1990;S2;SOx;Gg;37
IE;1990;S3;SOx;Gg;37.4
IE;1990;S4;SOx;Gg;0
IE;1990;S5;SOx;Gg;0
IE;1990;S6;SOx;Gg;0
IE;1990;S7;SOx;Gg;5.2
IE;1990;S8;SOx;Gg;2.3
IE;1990;S9;SOx;Gg;0
IE;1990;S10;SOx;Gg;0
IE;1990;S11;SOx;Gg;0
CS;2000;S1;SOx;Gg;346
CS;2000;S2;SOx;Gg;10
CS;2000;S3;SOx;Gg;31
SI;1989;S1;SOx;Gg;165.4
SI;1989;S2;SOx;Gg;17.8
SI;1989;S3;SOx;Gg;25.3
SI;1989;S7;SOx;Gg;3
SI;1989;S8;SOx;Gg;0
FI;1995;S1;SOx;Gg;30.2
FI;1995;S2;SOx;Gg;16.6
FI;1995;S3;SOx;Gg;22.4
FI;1995;S4;SOx;Gg;23
FI;1995;S5;SOx;Gg;0
FI;1995;S6;SOx;Gg;0
FI;1995;S7;SOx;Gg;1.8
FI;1995;S8;SOx;Gg;1
FI;1995;S9;SOx;Gg;0.06
FI;1995;S10;SOx;Gg;0
LV;1991;S1;SOx;Gg;58
LV;1991;S2;SOx;Gg;20
LV;1991;S3;SOx;Gg;4
LV;1991;S4;SOx;Gg;2
LV;1991;S7;SOx;Gg;7
NL;1991;S1;SOx;Gg;55.2
NL;1991;S2;SOx;Gg;3.44
NL;1991;S3;SOx;Gg;55.3
NL;1991;S4;SOx;Gg;25.3
NL;1991;S5;SOx;Gg;0
NL;1991;S6;SOx;Gg;0
NL;1991;S7;SOx;Gg;12.9
NL;1991;S8;SOx;Gg;15.1
NL;1991;S9;SOx;Gg;5.76
NL;1991;S10;SOx;Gg;0
NL;1991;S11;SOx;Gg;0
IT;1992;S1;SOx;Gg;838.28
IT;1992;S2;SOx;Gg;70.136
IT;1992;S3;SOx;Gg;299.389
IT;1992;S4;SOx;Gg;95.499
IT;1992;S7;SOx;Gg;138.203
IT;1992;S8;SOx;Gg;102.309
IT;1992;S9;SOx;Gg;13.39
IT;1992;S11;SOx;Gg;2000.24
CY;1980;S1;SOx;Gg;16.9
CY;1980;S2;SOx;Gg;0.9
CY;1980;S3;SOx;Gg;4.8
CY;1980;S7;SOx;Gg;4.6
CY;1980;S8;SOx;Gg;0.3
CY;1980;S10;SOx;Gg;0.7
ES;1996;S1;SOx;Gg;1045
ES;1996;S2;SOx;Gg;43
ES;1996;S3;SOx;Gg;239
ES;1996;S4;SOx;Gg;55
ES;1996;S7;SOx;Gg;51
ES;1996;S8;SOx;Gg;36
ES;1996;S9;SOx;Gg;27
ES;1996;S10;SOx;Gg;1
LV;1994;S1;SOx;Gg;48
LV;1994;S2;SOx;Gg;20
LV;1994;S3;SOx;Gg;15
LV;1994;S4;SOx;Gg;0.1
LV;1994;S7;SOx;Gg;3
SI;1988;S1;SOx;Gg;162.2
SI;1988;S2;SOx;Gg;16.6
SI;1988;S3;SOx;Gg;27.7
SI;1988;S7;SOx;Gg;3.1
SI;1988;S8;SOx;Gg;0
SE;1990;S1;SOx;Gg;16
SE;1990;S2;SOx;Gg;16
SE;1990;S3;SOx;Gg;22
SE;1990;S4;SOx;Gg;39
SE;1990;S5;SOx;Gg;0
SE;1990;S6;SOx;Gg;0
SE;1990;S7;SOx;Gg;8
SE;1990;S8;SOx;Gg;29
SE;1990;S9;SOx;Gg;2
SE;1990;S10;SOx;Gg;0
SE;1990;S11;SOx;Gg;0
US;1987;S1;SOx;Gg;14244
US;1987;S2;SOx;Gg;601
US;1987;S3;SOx;Gg;2783
US;1987;S4;SOx;Gg;1747
US;1987;S5;SOx;Gg;13
US;1987;S6;SOx;Gg;1
US;1987;S7;SOx;Gg;488
US;1987;S8;SOx;Gg;660
US;1987;S9;SOx;Gg;32
US;1987;S11;SOx;Gg;12
DK;1981;S1;SOx;Gg;223.651
DK;1981;S2;SOx;Gg;60.362
DK;1981;S3;SOx;Gg;65.292
DK;1981;S7;SOx;Gg;6.544
DK;1981;S8;SOx;Gg;13.859
DK;1981;S10;SOx;Gg;0.682
BE;1992;S1;SOx;Gg;87
BE;1992;S2;SOx;Gg;43
BE;1992;S3;SOx;Gg;146
BE;1992;S4;SOx;Gg;23
BE;1992;S5;SOx;Gg;0
BE;1992;S6;SOx;Gg;0
BE;1992;S7;SOx;Gg;16
BE;1992;S8;SOx;Gg;0
BE;1992;S9;SOx;Gg;3
BE;1992;S10;SOx;Gg;0
BE;1992;S11;SOx;Gg;0
LT;1993;S1;SOx;Gg;60
LT;1993;S2;SOx;Gg;35
LT;1993;S3;SOx;Gg;21
LT;1993;S4;SOx;Gg;4
LT;1993;S7;SOx;Gg;3
LT;1993;S8;SOx;Gg;2
ES;1990;S1;SOx;Gg;1542
ES;1990;S2;SOx;Gg;47
ES;1990;S3;SOx;Gg;283
ES;1990;S4;SOx;Gg;53
ES;1990;S7;SOx;Gg;54
ES;1990;S8;SOx;Gg;40
ES;1990;S9;SOx;Gg;28
ES;1990;S10;SOx;Gg;1
DK;1987;S1;SOx;Gg;176.351
DK;1987;S2;SOx;Gg;25.341
DK;1987;S3;SOx;Gg;33.989
DK;1987;S7;SOx;Gg;7.675
DK;1987;S8;SOx;Gg;11.005
DK;1987;S10;SOx;Gg;0.568
NO;1993;S1;SOx;Gg;1
NO;1993;S2;SOx;Gg;1.7
NO;1993;S3;SOx;Gg;4.5
NO;1993;S4;SOx;Gg;20.7
NO;1993;S7;SOx;Gg;3.3
NO;1993;S8;SOx;Gg;3.9
NO;1993;S9;SOx;Gg;0
CY;1993;S1;SOx;Gg;29
CY;1993;S2;SOx;Gg;1.5
CY;1993;S3;SOx;Gg;3.4
CY;1993;S7;SOx;Gg;7.5
CY;1993;S8;SOx;Gg;0.6
CY;1993;S10;SOx;Gg;1.2
AM;1989;S1;SOx;Gg;37.2
AM;1989;S4;SOx;Gg;25.55
FR;1983;S1;SOx;Gg;913
FR;1983;S2;SOx;Gg;210
FR;1983;S3;SOx;Gg;534
FR;1983;S4;SOx;Gg;155
FR;1983;S5;SOx;Gg;50
FR;1983;S6;SOx;Gg;0
FR;1983;S7;SOx;Gg;100
FR;1983;S8;SOx;Gg;35
FR;1983;S9;SOx;Gg;12
FR;1983;S10;SOx;Gg;0
FR;1983;S11;SOx;Gg;0.4
ES;1986;S1;SOx;Gg;1801
ES;1986;S2;SOx;Gg;44
ES;1986;S3;SOx;Gg;321
ES;1986;S4;SOx;Gg;50
ES;1986;S7;SOx;Gg;38
ES;1986;S8;SOx;Gg;36
ES;1986;S9;SOx;Gg;15
ES;1986;S10;SOx;Gg;2
PL;1992;S1;SOx;Gg;1320
PL;1992;S2;SOx;Gg;456
PL;1992;S3;SOx;Gg;877
PL;1992;S4;SOx;Gg;86
PL;1992;S5;SOx;Gg;NE
PL;1992;S6;SOx;Gg;NE
PL;1992;S7;SOx;Gg;91
PL;1992;S9;SOx;Gg;NE
PL;1992;S10;SOx;Gg;NE
PL;1992;S11;SOx;Gg;NE
UA;2001;S1;SOx;Gg;1005
UA;2001;S2;SOx;Gg;299.915
UA;2001;S3;SOx;Gg;39.516
UA;2001;S4;SOx;Gg;178.874
UA;2001;S5;SOx;Gg;32.961
UA;2001;S6;SOx;Gg;0.093
UA;2001;S7;SOx;Gg;284.403
UA;2001;S8;SOx;Gg;2.771
UA;2001;S9;SOx;Gg;0.353
UA;2001;S10;SOx;Gg;0.466
BG;1995;S1;SOx;Gg;1243.1
BG;1995;S2;SOx;Gg;85.3
BG;1995;S3;SOx;Gg;92.2
BG;1995;S4;SOx;Gg;32
BG;1995;S7;SOx;Gg;5.6
BG;1995;S8;SOx;Gg;18.5
BG;1995;S9;SOx;Gg;0
KG;2005;S1;SOx;Gg;10.15
KG;2005;S2;SOx;Gg;12.17
KG;2005;S3;SOx;Gg;1.14
KG;2005;S7;SOx;Gg;2.41
AT;1992;S1;SOx;Gg;7.3
AT;1992;S2;SOx;Gg;22.71
AT;1992;S3;SOx;Gg;13.04
AT;1992;S4;SOx;Gg;10.84
AT;1992;S5;SOx;Gg;2
AT;1992;S6;SOx;Gg;0
AT;1992;S7;SOx;Gg;5.67
AT;1992;S8;SOx;Gg;1.65
AT;1992;S9;SOx;Gg;0.15
AT;1992;S10;SOx;Gg;0
AT;1992;S11;SOx;Gg;0
HU;1987;S1;SOx;Gg;549.3
HU;1987;S2;SOx;Gg;319.1
HU;1987;S3;SOx;Gg;355.2
HU;1987;S4;SOx;Gg;44
HU;1987;S7;SOx;Gg;17.7
SI;1987;S1;SOx;Gg;160
SI;1987;S2;SOx;Gg;26.4
SI;1987;S3;SOx;Gg;32.4
SI;1987;S7;SOx;Gg;3
SI;1987;S8;SOx;Gg;0
CA;1993;S1;SOx;Gg;607
CA;1993;S2;SOx;Gg;36
CA;1993;S3;SOx;Gg;359
CA;1993;S4;SOx;Gg;1292
CA;1993;S5;SOx;Gg;558
CA;1993;S6;SOx;Gg;0
CA;1993;S7;SOx;Gg;58
CA;1993;S8;SOx;Gg;97
CA;1993;S9;SOx;Gg;1
CA;1993;S10;SOx;Gg;0
HR;2004;S1;SOx;Gg;25.655
HR;2004;S2;SOx;Gg;5.525
HR;2004;S3;SOx;Gg;12.559
HR;2004;S4;SOx;Gg;6.576
HR;2004;S7;SOx;Gg;7.314
HR;2004;S8;SOx;Gg;2.72
HR;2004;S9;SOx;Gg;0.0008
US;1994;S1;SOx;Gg;13507
US;1994;S2;SOx;Gg;708
US;1994;S3;SOx;Gg;2920
US;1994;S4;SOx;Gg;1459
US;1994;S5;SOx;Gg;7
US;1994;S6;SOx;Gg;1
US;1994;S7;SOx;Gg;278
US;1994;S8;SOx;Gg;899
US;1994;S9;SOx;Gg;54
US;1994;S11;SOx;Gg;14
FR;1999;S1;SOx;Gg;288
FR;1999;S2;SOx;Gg;75
FR;1999;S3;SOx;Gg;218
FR;1999;S4;SOx;Gg;67
FR;1999;S5;SOx;Gg;14
FR;1999;S6;SOx;Gg;0
FR;1999;S7;SOx;Gg;36
FR;1999;S8;SOx;Gg;24
FR;1999;S9;SOx;Gg;12
FR;1999;S10;SOx;Gg;0
FR;1999;S11;SOx;Gg;0.1
IS;1998;S1;SOx;Gg;0
IS;1998;S2;SOx;Gg;0.1
IS;1998;S3;SOx;Gg;2.7
IS;1998;S4;SOx;Gg;3.5
IS;1998;S5;SOx;Gg;18.4
IS;1998;S7;SOx;Gg;0.3
IS;1998;S8;SOx;Gg;0.1
IS;1998;S10;SOx;Gg;1.7
FR;1985;S1;SOx;Gg;582
FR;1985;S2;SOx;Gg;204
FR;1985;S3;SOx;Gg;409
FR;1985;S4;SOx;Gg;110
FR;1985;S5;SOx;Gg;37
FR;1985;S6;SOx;Gg;0
FR;1985;S7;SOx;Gg;104
FR;1985;S8;SOx;Gg;35
FR;1985;S9;SOx;Gg;12
FR;1985;S10;SOx;Gg;0
FR;1985;S11;SOx;Gg;0.5
BE;1995;S1;SOx;Gg;81
BE;1995;S2;SOx;Gg;35
BE;1995;S3;SOx;Gg;88
BE;1995;S4;SOx;Gg;21
BE;1995;S5;SOx;Gg;1
BE;1995;S6;SOx;Gg;0
BE;1995;S7;SOx;Gg;18
BE;1995;S8;SOx;Gg;1
BE;1995;S9;SOx;Gg;1
BE;1995;S10;SOx;Gg;0
BE;1995;S11;SOx;Gg;0
BE;1996;S1;SOx;Gg;73
BE;1996;S2;SOx;Gg;41
BE;1996;S3;SOx;Gg;93
BE;1996;S4;SOx;Gg;17
BE;1996;S5;SOx;Gg;1
BE;1996;S6;SOx;Gg;0
BE;1996;S7;SOx;Gg;13
BE;1996;S8;SOx;Gg;1
BE;1996;S9;SOx;Gg;1
BE;1996;S10;SOx;Gg;0
BE;1996;S11;SOx;Gg;0
ES;1992;S1;SOx;Gg;1522
ES;1992;S2;SOx;Gg;60
ES;1992;S3;SOx;Gg;281
ES;1992;S4;SOx;Gg;59
ES;1992;S7;SOx;Gg;60
ES;1992;S8;SOx;Gg;42
ES;1992;S9;SOx;Gg;16
ES;1992;S10;SOx;Gg;1
HU;1998;S1;SOx;Gg;462.7
HU;1998;S2;SOx;Gg;48.71
HU;1998;S3;SOx;Gg;68.88
HU;1998;S4;SOx;Gg;8
HU;1998;S7;SOx;Gg;3.1
HU;1998;S8;SOx;Gg;0.4
TR;1980;S1;SOx;Gg;204.49
CS;1999;S1;SOx;Gg;312
CS;1999;S2;SOx;Gg;12
CS;1999;S3;SOx;Gg;31
US;1993;S1;SOx;Gg;13779
US;1993;S2;SOx;Gg;701
US;1993;S3;SOx;Gg;2979
US;1993;S4;SOx;Gg;1485
US;1993;S5;SOx;Gg;13
US;1993;S6;SOx;Gg;1
US;1993;S7;SOx;Gg;477
US;1993;S8;SOx;Gg;881
US;1993;S9;SOx;Gg;65
US;1993;S11;SOx;Gg;9
HU;1995;S1;SOx;Gg;446.26
HU;1995;S2;SOx;Gg;120.64
HU;1995;S3;SOx;Gg;122.57
HU;1995;S4;SOx;Gg;8
HU;1995;S7;SOx;Gg;6.63
HU;1995;S8;SOx;Gg;0.86
ES;1987;S1;SOx;Gg;1676
ES;1987;S2;SOx;Gg;41
ES;1987;S3;SOx;Gg;317
ES;1987;S4;SOx;Gg;49
ES;1987;S7;SOx;Gg;41
ES;1987;S8;SOx;Gg;37
ES;1987;S9;SOx;Gg;15
ES;1987;S10;SOx;Gg;2
CY;1989;S1;SOx;Gg;26
CY;1989;S2;SOx;Gg;1.5
CY;1989;S3;SOx;Gg;4.9
CY;1989;S7;SOx;Gg;7.4
CY;1989;S8;SOx;Gg;0.6
CY;1989;S10;SOx;Gg;1.1
