# WebDab output on Thu Oct 19 18:13:52 2023
# Datasource: EMEP/CEIP 2023, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: GNFR14/GNFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
IS;2017;A_PublicPower;CO;Gg;0.0005214859
IS;2017;B_Industry;CO;Gg;106.208399226694
IS;2017;C_OtherStatComb;CO;Gg;0.0079933585151
IS;2017;D_Fugitive;CO;Gg;0
IS;2017;E_Solvents;CO;Gg;0.017083763
IS;2017;F_RoadTransport;CO;Gg;4.28456007432431
IS;2017;G_Shipping;CO;Gg;0.03800064
IS;2017;H_Aviation;CO;Gg;0.406241153040839
IS;2017;I_Offroad;CO;Gg;1.058652474
IS;2017;J_Waste;CO;Gg;0.119675575622903
IS;2017;K_AgriLivestock;CO;Gg;0
IS;2017;L_AgriOther;CO;Gg;0
IS;2017;M_Other;CO;Gg;0
IS;2017;O_AviCruise;CO;Gg;0.776232734898222
IS;2017;P_IntShipping;CO;Gg;0.25214311
IS;2017;N_Natural;CO;Gg;0
LU;2021;A_PublicPower;CO;Gg;1.91781990457118
LU;2021;B_Industry;CO;Gg;7.62825633956922
LU;2021;C_OtherStatComb;CO;Gg;1.21546102832985
LU;2021;D_Fugitive;CO;Gg;0
LU;2021;E_Solvents;CO;Gg;0.0315006479905341
LU;2021;F_RoadTransport;CO;Gg;6.52174729710539
LU;2021;G_Shipping;CO;Gg;0.0327705364982658
LU;2021;H_Aviation;CO;Gg;0.58854333
LU;2021;I_Offroad;CO;Gg;1.66341207593827
LU;2021;J_Waste;CO;Gg;0
LU;2021;K_AgriLivestock;CO;Gg;0
LU;2021;L_AgriOther;CO;Gg;0
LU;2021;M_Other;CO;Gg;0
LU;2021;O_AviCruise;CO;Gg;2.36438281479101
LU;2021;P_IntShipping;CO;Gg;0
LU;2021;N_Natural;CO;Gg;0
LT;2014;A_PublicPower;CO;Gg;5.707409
LT;2014;B_Industry;CO;Gg;5.087682771552
LT;2014;C_OtherStatComb;CO;Gg;92.037341
LT;2014;D_Fugitive;CO;Gg;0.62
LT;2014;E_Solvents;CO;Gg;1.010993063
LT;2014;F_RoadTransport;CO;Gg;20.182199527018
LT;2014;G_Shipping;CO;Gg;0.0343583761082595
LT;2014;H_Aviation;CO;Gg;0.244294791367784
LT;2014;I_Offroad;CO;Gg;2.69788491627385
LT;2014;J_Waste;CO;Gg;3.202223243295
LT;2014;K_AgriLivestock;CO;Gg;0
LT;2014;L_AgriOther;CO;Gg;0
LT;2014;M_Other;CO;Gg;0
LT;2014;O_AviCruise;CO;Gg;0.071322040372132
LT;2014;P_IntShipping;CO;Gg;0
CY;2018;A_PublicPower;CO;Gg;0.317230200075
CY;2018;B_Industry;CO;Gg;2.48396127714369
CY;2018;C_OtherStatComb;CO;Gg;0.326293550707591
CY;2018;D_Fugitive;CO;Gg;0
CY;2018;E_Solvents;CO;Gg;0.056964366178
CY;2018;F_RoadTransport;CO;Gg;7.24710903876153
CY;2018;G_Shipping;CO;Gg;0.0124902059457786
CY;2018;H_Aviation;CO;Gg;0.284950889206744
CY;2018;I_Offroad;CO;Gg;0.144317920897356
CY;2018;J_Waste;CO;Gg;0.0394918575355322
CY;2018;K_AgriLivestock;CO;Gg;0
CY;2018;L_AgriOther;CO;Gg;0.096092022
CY;2018;M_Other;CO;Gg;0
CY;2018;O_AviCruise;CO;Gg;0.64654927516354
CY;2018;P_IntShipping;CO;Gg;2.0141870711394
CY;2018;N_Natural;CO;Gg;0
IS;1994;A_PublicPower;CO;Gg;0.00511161196
IS;1994;B_Industry;CO;Gg;12.4944039307
IS;1994;C_OtherStatComb;CO;Gg;0.0250351198
IS;1994;D_Fugitive;CO;Gg;0
IS;1994;E_Solvents;CO;Gg;0.0311358452
IS;1994;F_RoadTransport;CO;Gg;35.5379760059815
IS;1994;G_Shipping;CO;Gg;0.03209377
IS;1994;H_Aviation;CO;Gg;0.145672739148754
IS;1994;I_Offroad;CO;Gg;1.425284368
IS;1994;J_Waste;CO;Gg;1.66635430216455
IS;1994;K_AgriLivestock;CO;Gg;0
IS;1994;L_AgriOther;CO;Gg;0
IS;1994;M_Other;CO;Gg;0
IS;1994;O_AviCruise;CO;Gg;0.290340467105526
IS;1994;P_IntShipping;CO;Gg;0.04051746
IS;1994;N_Natural;CO;Gg;0
TR;1994;A_PublicPower;CO;Gg;51.8592102273
TR;1994;B_Industry;CO;Gg;273.81920848936
TR;1994;C_OtherStatComb;CO;Gg;1570.95043025972
TR;1994;D_Fugitive;CO;Gg;0
TR;1994;E_Solvents;CO;Gg;0
TR;1994;F_RoadTransport;CO;Gg;4141.02200104778
TR;1994;G_Shipping;CO;Gg;0.71586653
TR;1994;H_Aviation;CO;Gg;1.93754111976015
TR;1994;I_Offroad;CO;Gg;3.2163563
TR;1994;J_Waste;CO;Gg;24.6783978788354
TR;1994;K_AgriLivestock;CO;Gg;0
TR;1994;L_AgriOther;CO;Gg;0
TR;1994;M_Other;CO;Gg;0
TR;1994;O_AviCruise;CO;Gg;2.6695481375525
TR;1994;P_IntShipping;CO;Gg;0
TR;1994;N_Natural;CO;Gg;0
NL;2019;A_PublicPower;CO;Gg;3.581618134
NL;2019;B_Industry;CO;Gg;96.356589232
NL;2019;C_OtherStatComb;CO;Gg;71.128846442
NL;2019;D_Fugitive;CO;Gg;0
NL;2019;E_Solvents;CO;Gg;1.130386264
NL;2019;F_RoadTransport;CO;Gg;247.915479354
NL;2019;G_Shipping;CO;Gg;5.328479523
NL;2019;H_Aviation;CO;Gg;4.323199854
NL;2019;I_Offroad;CO;Gg;78.956319433
NL;2019;J_Waste;CO;Gg;8.297499006
NL;2019;K_AgriLivestock;CO;Gg;0
NL;2019;L_AgriOther;CO;Gg;0
NL;2019;M_Other;CO;Gg;0
NL;2019;O_AviCruise;CO;Gg;0
NL;2019;P_IntShipping;CO;Gg;6.332550022
NL;2019;N_Natural;CO;Gg;9.68270234
DK;2014;A_PublicPower;CO;Gg;9.91344206347139
DK;2014;B_Industry;CO;Gg;4.65620471362958
DK;2014;C_OtherStatComb;CO;Gg;82.9900364002292
DK;2014;D_Fugitive;CO;Gg;0.2022834967806
DK;2014;E_Solvents;CO;Gg;3.052744527
DK;2014;F_RoadTransport;CO;Gg;82.6406333245418
DK;2014;G_Shipping;CO;Gg;0.969157042283306
DK;2014;H_Aviation;CO;Gg;1.64493199588354
DK;2014;I_Offroad;CO;Gg;64.4345989053981
DK;2014;J_Waste;CO;Gg;1.2126302747825
DK;2014;K_AgriLivestock;CO;Gg;0
DK;2014;L_AgriOther;CO;Gg;0.944415972
DK;2014;M_Other;CO;Gg;0
DK;2014;O_AviCruise;CO;Gg;1.78412327027683
DK;2014;P_IntShipping;CO;Gg;5.91913859122688
DK;2014;N_Natural;CO;Gg;0
UA;2013;A_PublicPower;CO;Gg;333.64462
UA;2013;B_Industry;CO;Gg;907.41781
UA;2013;C_OtherStatComb;CO;Gg;7.28796
UA;2013;D_Fugitive;CO;Gg;48.02257
UA;2013;E_Solvents;CO;Gg;0.6228
UA;2013;F_RoadTransport;CO;Gg;356.28978
UA;2013;G_Shipping;CO;Gg;0
UA;2013;H_Aviation;CO;Gg;0
UA;2013;I_Offroad;CO;Gg;0.69399
UA;2013;J_Waste;CO;Gg;12.77397
UA;2013;K_AgriLivestock;CO;Gg;0
UA;2013;L_AgriOther;CO;Gg;1.17718
UA;2013;M_Other;CO;Gg;0.00306
BG;1998;A_PublicPower;CO;Gg;4.0483221
BG;1998;B_Industry;CO;Gg;26.97966600978
BG;1998;C_OtherStatComb;CO;Gg;169.59211790282
BG;1998;D_Fugitive;CO;Gg;0.567619692
BG;1998;E_Solvents;CO;Gg;1.09851983429538
BG;1998;F_RoadTransport;CO;Gg;254.415325202297
BG;1998;G_Shipping;CO;Gg;0.5402
BG;1998;H_Aviation;CO;Gg;28.776
BG;1998;I_Offroad;CO;Gg;17.8539914142212
BG;1998;J_Waste;CO;Gg;0.0053536590431206
BG;1998;K_AgriLivestock;CO;Gg;0
BG;1998;L_AgriOther;CO;Gg;0.0279321915450144
BG;1998;M_Other;CO;Gg;0
BG;1998;O_AviCruise;CO;Gg;147.624
BG;1998;P_IntShipping;CO;Gg;0
BG;1998;N_Natural;CO;Gg;0
EU27;2000;A_PublicPower;CO;Gg;365.884242956595
EU27;2000;B_Industry;CO;Gg;5602.16928844671
EU27;2000;C_OtherStatComb;CO;Gg;9111.52557967316
EU27;2000;D_Fugitive;CO;Gg;310.455171606481
EU27;2000;E_Solvents;CO;Gg;59.9539351682993
EU27;2000;F_RoadTransport;CO;Gg;15461.3053077086
EU27;2000;G_Shipping;CO;Gg;192.701519147187
EU27;2000;H_Aviation;CO;Gg;79.3978387961543
EU27;2000;I_Offroad;CO;Gg;1705.51147425435
EU27;2000;J_Waste;CO;Gg;822.450828107134
EU27;2000;K_AgriLivestock;CO;Gg;0
EU27;2000;L_AgriOther;CO;Gg;377.387784291405
EU27;2000;M_Other;CO;Gg;24.819635633988
EU27;2000;O_AviCruise;CO;Gg;203.164995080153
EU27;2000;P_IntShipping;CO;Gg;116.290184067314
EU27;2000;N_Natural;CO;Gg;1654.62365622824
MD;1996;A_PublicPower;CO;Gg;3.25943885869
MD;1996;B_Industry;CO;Gg;1.73613056
MD;1996;C_OtherStatComb;CO;Gg;34.782647
MD;1996;D_Fugitive;CO;Gg;0
MD;1996;E_Solvents;CO;Gg;0.6414
MD;1996;F_RoadTransport;CO;Gg;36.8225843876691
MD;1996;G_Shipping;CO;Gg;0.000545904996156802
MD;1996;H_Aviation;CO;Gg;7.92381963472286
MD;1996;I_Offroad;CO;Gg;11.7162141642615
MD;1996;J_Waste;CO;Gg;5.8708110601584
MD;1996;K_AgriLivestock;CO;Gg;0
MD;1996;L_AgriOther;CO;Gg;12.6387
MD;1996;M_Other;CO;Gg;0
MD;1996;O_AviCruise;CO;Gg;0.0150366
MD;1996;P_IntShipping;CO;Gg;0
MD;1996;N_Natural;CO;Gg;0
MD;1996;z_Memo;CO;Gg;45.0784452248713
LT;2002;A_PublicPower;CO;Gg;3.970119
LT;2002;B_Industry;CO;Gg;8.9634705601819
LT;2002;C_OtherStatComb;CO;Gg;94.387088
LT;2002;D_Fugitive;CO;Gg;0.37
LT;2002;E_Solvents;CO;Gg;0.2449194722847
LT;2002;F_RoadTransport;CO;Gg;66.9304457723763
LT;2002;G_Shipping;CO;Gg;0.0281427904806346
LT;2002;H_Aviation;CO;Gg;0.170435752461538
LT;2002;I_Offroad;CO;Gg;3.85946386310351
LT;2002;J_Waste;CO;Gg;2.077740497333
LT;2002;K_AgriLivestock;CO;Gg;0
LT;2002;L_AgriOther;CO;Gg;0
LT;2002;M_Other;CO;Gg;0
LT;2002;O_AviCruise;CO;Gg;0.011735037
LT;2002;P_IntShipping;CO;Gg;0
TR;1996;A_PublicPower;CO;Gg;56.15170432788
TR;1996;B_Industry;CO;Gg;380.12989126121
TR;1996;C_OtherStatComb;CO;Gg;1615.87135371347
TR;1996;D_Fugitive;CO;Gg;0
TR;1996;E_Solvents;CO;Gg;0
TR;1996;F_RoadTransport;CO;Gg;4190.67475904777
TR;1996;G_Shipping;CO;Gg;0.8042071
TR;1996;H_Aviation;CO;Gg;3.5502963156119
TR;1996;I_Offroad;CO;Gg;3.64313
TR;1996;J_Waste;CO;Gg;24.4551258158441
TR;1996;K_AgriLivestock;CO;Gg;0
TR;1996;L_AgriOther;CO;Gg;0
TR;1996;M_Other;CO;Gg;0
TR;1996;O_AviCruise;CO;Gg;4.89160556152455
TR;1996;P_IntShipping;CO;Gg;0
TR;1996;N_Natural;CO;Gg;0
UA;2005;A_PublicPower;CO;Gg;268.45806
UA;2005;B_Industry;CO;Gg;1182.28063
UA;2005;C_OtherStatComb;CO;Gg;9.45876
UA;2005;D_Fugitive;CO;Gg;75.21721
UA;2005;E_Solvents;CO;Gg;0.7297
UA;2005;F_RoadTransport;CO;Gg;378.18107
UA;2005;G_Shipping;CO;Gg;0
UA;2005;H_Aviation;CO;Gg;0
UA;2005;I_Offroad;CO;Gg;0.75918
UA;2005;J_Waste;CO;Gg;15.25929
UA;2005;K_AgriLivestock;CO;Gg;0
UA;2005;L_AgriOther;CO;Gg;1.59422
UA;2005;M_Other;CO;Gg;0.00058
KZ;2014;A_PublicPower;CO;Gg;22.44
KZ;2014;B_Industry;CO;Gg;248.18679728355
KZ;2014;C_OtherStatComb;CO;Gg;952.01
KZ;2014;D_Fugitive;CO;Gg;0
KZ;2014;E_Solvents;CO;Gg;0
KZ;2014;F_RoadTransport;CO;Gg;543.467868770966
KZ;2014;G_Shipping;CO;Gg;0.156718091103821
KZ;2014;H_Aviation;CO;Gg;2.96460393396186
