# WebDab output on Thu Oct 19 18:47:53 2023
# Datasource: EMEP/CEIP 2023, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
MD;1999;NATIONAL TOTAL;BC;Gg;3.12672294658309
BE;1998;NATIONAL TOTAL;BC;Gg;0
HR;2015;NATIONAL TOTAL;BC;Gg;4.43639179449797
RO;2006;NATIONAL TOTAL;BC;Gg;13.7363037871558
NO;2007;NATIONAL TOTAL;BC;Gg;4.9779139291
MC;1991;NATIONAL TOTAL;BC;Gg;0.00860793267052988
TR;2017;NATIONAL TOTAL;BC;Gg;0
GE;2015;NATIONAL TOTAL;BC;Gg;1.63968129082041
EU28;2005;NATIONAL TOTAL;BC;Gg;293.521490640669
AL;1994;NATIONAL TOTAL;BC;Gg;0.60415368064
IT;1993;NATIONAL TOTAL;BC;Gg;49.0070743137554
FI;2008;NATIONAL TOTAL;BC;Gg;5.3560801554082
NL;1997;NATIONAL TOTAL;BC;Gg;11.218245198
CY;2018;NATIONAL TOTAL;BC;Gg;0.230868746662584
GR;2004;NATIONAL TOTAL;BC;Gg;11.8315201999516
MT;2012;NATIONAL TOTAL;BC;Gg;0.125458217716159
FI;2021;NATIONAL TOTAL;BC;Gg;3.38942032107485
HR;1991;NATIONAL TOTAL;BC;Gg;5.62587950016694
AL;2012;NATIONAL TOTAL;BC;Gg;2.64114847921216
CY;1991;NATIONAL TOTAL;BC;Gg;NR
LV;2012;NATIONAL TOTAL;BC;Gg;2.74467327082934
LU;2000;NATIONAL TOTAL;BC;Gg;0
EU11;2004;NATIONAL TOTAL;BC;Gg;243.840997669253
RO;2005;NATIONAL TOTAL;BC;Gg;14.0998123259369
ES;1996;NATIONAL TOTAL;BC;Gg;0
FR;2020;NATIONAL TOTAL;BC;Gg;29.1636523791607
GR;2009;NATIONAL TOTAL;BC;Gg;11.7832424466254
UA;1990;NATIONAL TOTAL;BC;Gg;3.74351
BG;2018;NATIONAL TOTAL;BC;Gg;3.64002571451604
MC;1990;NATIONAL TOTAL;BC;Gg;0.00792887719682132
SE;1996;NATIONAL TOTAL;BC;Gg;0
DK;2017;NATIONAL TOTAL;BC;Gg;2.28192804377871
CA;2003;NATIONAL TOTAL;BC;Gg;0
BY;2019;NATIONAL TOTAL;BC;Gg;4.2766
RO;2012;NATIONAL TOTAL;BC;Gg;14.2262164627428
HR;2014;NATIONAL TOTAL;BC;Gg;4.10147306976311
LT;2013;NATIONAL TOTAL;BC;Gg;2.51602406044644
EU09;1994;NATIONAL TOTAL;BC;Gg;256.546227265412
FR;2001;NATIONAL TOTAL;BC;Gg;77.9278870656469
EU15;2000;NATIONAL TOTAL;BC;Gg;252.486574578062
FR;2018;NATIONAL TOTAL;BC;Gg;35.5092937037346
US;2020;NATIONAL TOTAL;BC;Gg;0
PT;1993;NATIONAL TOTAL;BC;Gg;9.48896327554936
DK;1982;NATIONAL TOTAL;BC;Gg;0
SI;2020;NATIONAL TOTAL;BC;Gg;1.65911812013326
CA;2021;NATIONAL TOTAL;BC;Gg;25.9988851373839
GR;2012;NATIONAL TOTAL;BC;Gg;9.46561780847682
LT;1996;NATIONAL TOTAL;BC;Gg;2.40473706572483
AT;1996;NATIONAL TOTAL;BC;Gg;NR
DE;2015;NATIONAL TOTAL;BC;Gg;15.8486090404597
LV;1996;NATIONAL TOTAL;BC;Gg;3.73873303702914
ES;2009;NATIONAL TOTAL;BC;Gg;52.7034924433527
NO;2018;NATIONAL TOTAL;BC;Gg;3.0926153908
MD;2002;NATIONAL TOTAL;BC;Gg;0.766958153121204
SK;2016;NATIONAL TOTAL;BC;Gg;2.74385526285282
MC;2008;NATIONAL TOTAL;BC;Gg;0.00582278906384751
MC;2013;NATIONAL TOTAL;BC;Gg;0.00342799826991155
PL;2009;NATIONAL TOTAL;BC;Gg;22.4976922825332
SI;2011;NATIONAL TOTAL;BC;Gg;2.74143156586173
LV;2020;NATIONAL TOTAL;BC;Gg;1.97266892021208
