# WebDab output on Fri Sep  9 16:33:46 2022
# Datasource: EMEP/CEIP 2022, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: SNAP
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
PL;1987;S1;NMVOC;Gg;13
PL;1987;S2;NMVOC;Gg;163
PL;1987;S3;NMVOC;Gg;39
PL;1987;S4;NMVOC;Gg;80
PL;1987;S5;NMVOC;Gg;32
PL;1987;S6;NMVOC;Gg;276
PL;1987;S7;NMVOC;Gg;299
PL;1987;S8;NMVOC;Gg;77
PL;1987;S10;NMVOC;Gg;34
CZ;1997;S1;NMVOC;Gg;6.5
CZ;1997;S2;NMVOC;Gg;43
CZ;1997;S3;NMVOC;Gg;5.1
CZ;1997;S4;NMVOC;Gg;15
CZ;1997;S5;NMVOC;Gg;3
CZ;1997;S6;NMVOC;Gg;118
CZ;1997;S7;NMVOC;Gg;64
CZ;1997;S8;NMVOC;Gg;18
CZ;1997;S9;NMVOC;Gg;0.1
CZ;1997;S10;NMVOC;Gg;0.3
CZ;1997;S11;NMVOC;Gg;41
DK;1983;S1;NMVOC;Gg;0.745
DK;1983;S2;NMVOC;Gg;8.982
DK;1983;S3;NMVOC;Gg;0.821
DK;1983;S5;NMVOC;Gg;7.248
DK;1983;S7;NMVOC;Gg;76.266
DK;1983;S9;NMVOC;Gg;0.336
DK;1983;S10;NMVOC;Gg;16.268
DK;1983;S11;NMVOC;Gg;9.308
FI;1999;S1;NMVOC;Gg;0
FI;1999;S2;NMVOC;Gg;28.5
FI;1999;S3;NMVOC;Gg;0
FI;1999;S4;NMVOC;Gg;17.8
FI;1999;S5;NMVOC;Gg;4
FI;1999;S6;NMVOC;Gg;32.2
FI;1999;S7;NMVOC;Gg;54
FI;1999;S8;NMVOC;Gg;27.4
FI;1999;S9;NMVOC;Gg;2
SI;2010p;S1;NMVOC;Gg;1.7
NO;1990;S1;NMVOC;Gg;1.1
NO;1990;S2;NMVOC;Gg;9.4
NO;1990;S3;NMVOC;Gg;0.7
NO;1990;S4;NMVOC;Gg;18.6
NO;1990;S5;NMVOC;Gg;130.1
NO;1990;S6;NMVOC;Gg;48.2
NO;1990;S7;NMVOC;Gg;75.7
NO;1990;S8;NMVOC;Gg;17.1
NO;1990;S9;NMVOC;Gg;0.9
IT;1982;S1;NMVOC;Gg;11.611
IT;1982;S2;NMVOC;Gg;22.55
IT;1982;S3;NMVOC;Gg;5.862
IT;1982;S4;NMVOC;Gg;101.499
