"ISO2","year","sector","emission_species","units","emissions"
"IS","1999","C_OtherStatComb","PM2.5","Gg","0.008491874514"
"IS","1999","D_Fugitive","PM2.5","Gg","0"
"IS","1999","E_Solvents","PM2.5","Gg","0.04250495166"
"IS","1999","F_RoadTransport","PM2.5","Gg","0.252377936053121"
"IS","1999","G_Shipping","PM2.5","Gg","0.00617518"
"IS","1999","H_Aviation","PM2.5","Gg","0.00161433348144319"
"IS","1999","I_Offroad","PM2.5","Gg","0.484762974"
"IS","1999","J_Waste","PM2.5","Gg","0.0730242308613302"
"IS","1999","K_AgriLivestock","PM2.5","Gg","0.0270161843389545"
"IS","1999","L_AgriOther","PM2.5","Gg","0.00251127509305674"
"IS","1999","M_Other","PM2.5","Gg","0"
"IS","1999","O_AviCruise","PM2.5","Gg","0.0272313584165339"
"IS","1999","P_IntShipping","PM2.5","Gg","0.01571533"
"IS","1999","N_Natural","PM2.5","Gg","0"
"LT","2021","A_PublicPower","PM2.5","Gg","0.633697"
"LT","2021","B_Industry","PM2.5","Gg","0.63915742416"
"LT","2021","C_OtherStatComb","PM2.5","Gg","2.843607"
"LT","2021","D_Fugitive","PM2.5","Gg","0.002512893"
"LT","2021","E_Solvents","PM2.5","Gg","0.026540203"
"LT","2021","F_RoadTransport","PM2.5","Gg","0.930602922071092"
"LT","2021","G_Shipping","PM2.5","Gg","0.00552029864675688"
"LT","2021","H_Aviation","PM2.5","Gg","0.00080378706894239"
"LT","2021","I_Offroad","PM2.5","Gg","0.0995188215292059"
"LT","2021","J_Waste","PM2.5","Gg","0.89169748732"
"LT","2021","K_AgriLivestock","PM2.5","Gg","0.147793"
"LT","2021","L_AgriOther","PM2.5","Gg","0.1768"
"LT","2021","M_Other","PM2.5","Gg","0"
"LT","2021","O_AviCruise","PM2.5","Gg","0.0115634835368098"
"LT","2021","P_IntShipping","PM2.5","Gg","0.257592160522632"
"AL","2010","A_PublicPower","PM2.5","Gg","0.0038786245"
"AL","2010","B_Industry","PM2.5","Gg","0.31499606436"
"AL","2010","C_OtherStatComb","PM2.5","Gg","1.52757486982432"
"AL","2010","D_Fugitive","PM2.5","Gg","0.0022175"
"AL","2010","E_Solvents","PM2.5","Gg","0"
"AL","2010","F_RoadTransport","PM2.5","Gg","0"
"AL","2010","G_Shipping","PM2.5","Gg","0"
"AL","2010","H_Aviation","PM2.5","Gg","0"
"AL","2010","I_Offroad","PM2.5","Gg","0.00406329113924051"
"AL","2010","J_Waste","PM2.5","Gg","0.446705140184275"
"AL","2010","K_AgriLivestock","PM2.5","Gg","1.01850987201078"
"AL","2010","L_AgriOther","PM2.5","Gg","0"
"AL","2010","M_Other","PM2.5","Gg","0"
"AL","2010","O_AviCruise","PM2.5","Gg","0"
"AL","2010","P_IntShipping","PM2.5","Gg","0"
"AL","2010","N_Natural","PM2.5","Gg","0"
"ES","1999","A_PublicPower","PM2.5","Gg","0"
"ES","1999","B_Industry","PM2.5","Gg","0"
"ES","1999","C_OtherStatComb","PM2.5","Gg","0"
"ES","1999","D_Fugitive","PM2.5","Gg","0"
"ES","1999","E_Solvents","PM2.5","Gg","0"
"ES","1999","F_RoadTransport","PM2.5","Gg","0"
"ES","1999","G_Shipping","PM2.5","Gg","0"
"ES","1999","H_Aviation","PM2.5","Gg","0"
"ES","1999","I_Offroad","PM2.5","Gg","0"
"ES","1999","J_Waste","PM2.5","Gg","0"
"ES","1999","K_AgriLivestock","PM2.5","Gg","0"
"ES","1999","L_AgriOther","PM2.5","Gg","0"
"ES","1999","M_Other","PM2.5","Gg","0"
"ES","1999","O_AviCruise","PM2.5","Gg","0"
"ES","1999","P_IntShipping","PM2.5","Gg","0"
"ES","1999","N_Natural","PM2.5","Gg","0"
"RS","2013","A_PublicPower","PM2.5","Gg","1.07478558"
"RS","2013","B_Industry","PM2.5","Gg","3.69808417415037"
"RS","2013","C_OtherStatComb","PM2.5","Gg","28.7286974997"
"RS","2013","D_Fugitive","PM2.5","Gg","0.2759256929436"
"RS","2013","E_Solvents","PM2.5","Gg","0.7854042"
"RS","2013","F_RoadTransport","PM2.5","Gg","1.63441499925"
"RS","2013","G_Shipping","PM2.5","Gg","0.0448"
"RS","2013","H_Aviation","PM2.5","Gg","0.00334754"
"RS","2013","I_Offroad","PM2.5","Gg","0.511754"
"RS","2013","J_Waste","PM2.5","Gg","0.0001062861"
"RS","2013","K_AgriLivestock","PM2.5","Gg","0.387375069986301"
"RS","2013","L_AgriOther","PM2.5","Gg","0.218729787648912"
"RS","2013","M_Other","PM2.5","Gg","0"
"RS","2013","O_AviCruise","PM2.5","Gg","0.0095644"
"RS","2013","P_IntShipping","PM2.5","Gg","0"
"RS","2013","N_Natural","PM2.5","Gg","0.066087"
"AT","2015","A_PublicPower","PM2.5","Gg","0.917505343384805"
"AT","2015","B_Industry","PM2.5","Gg","2.39638059816081"
"AT","2015","C_OtherStatComb","PM2.5","Gg","7.01279960296797"
"AT","2015","D_Fugitive","PM2.5","Gg","0.066539183375"
"AT","2015","E_Solvents","PM2.5","Gg","0.417188931103313"
"AT","2015","F_RoadTransport","PM2.5","Gg","4.02769785513997"
"AT","2015","G_Shipping","PM2.5","Gg","0.0645330554757377"
"AT","2015","H_Aviation","PM2.5","Gg","0.113234706449843"
"AT","2015","I_Offroad","PM2.5","Gg","1.06986549507393"
"AT","2015","J_Waste","PM2.5","Gg","0.332565111246107"
"AT","2015","K_AgriLivestock","PM2.5","Gg","0.11106112063885"
"AT","2015","L_AgriOther","PM2.5","Gg","0.152442776834005"
"AT","2015","M_Other","PM2.5","Gg","0"
"AT","2015","O_AviCruise","PM2.5","Gg","0.632490760224653"
"AT","2015","P_IntShipping","PM2.5","Gg","0"
"AT","2015","N_Natural","PM2.5","Gg","0"
"FR","1988","A_PublicPower","PM2.5","Gg","0"
"FR","1988","B_Industry","PM2.5","Gg","0"
"FR","1988","C_OtherStatComb","PM2.5","Gg","0"
"FR","1988","D_Fugitive","PM2.5","Gg","0"
"FR","1988","E_Solvents","PM2.5","Gg","0"
"FR","1988","F_RoadTransport","PM2.5","Gg","0"
"FR","1988","G_Shipping","PM2.5","Gg","0"
"FR","1988","H_Aviation","PM2.5","Gg","0"
"FR","1988","I_Offroad","PM2.5","Gg","0"
"FR","1988","J_Waste","PM2.5","Gg","0"
"FR","1988","K_AgriLivestock","PM2.5","Gg","0"
"FR","1988","L_AgriOther","PM2.5","Gg","0"
"FR","1988","M_Other","PM2.5","Gg","0"
"FR","1988","O_AviCruise","PM2.5","Gg","0"
"FR","1988","P_IntShipping","PM2.5","Gg","0"
"FR","1988","N_Natural","PM2.5","Gg","0"
"RO","2006","A_PublicPower","PM2.5","Gg","11.5358960142535"
"RO","2006","B_Industry","PM2.5","Gg","13.1709988718562"
"RO","2006","C_OtherStatComb","PM2.5","Gg","78.27552466"
"RO","2006","D_Fugitive","PM2.5","Gg","3.6272449778"
"RO","2006","E_Solvents","PM2.5","Gg","1.13841770488"
"RO","2006","F_RoadTransport","PM2.5","Gg","4.77547270325214"
"RO","2006","G_Shipping","PM2.5","Gg","0.0914060976769437"
"RO","2006","H_Aviation","PM2.5","Gg","0.00274004"
"RO","2006","I_Offroad","PM2.5","Gg","1.35581835363829"
"RO","2006","J_Waste","PM2.5","Gg","0.782986804048405"
"RO","2006","K_AgriLivestock","PM2.5","Gg","0.788677255315065"
"RO","2006","L_AgriOther","PM2.5","Gg","0.396433021643162"
"RO","2006","M_Other","PM2.5","Gg","0"
"RO","2006","O_AviCruise","PM2.5","Gg","0.02921199"
"RO","2006","P_IntShipping","PM2.5","Gg","0.0405805932479379"
"RO","2006","N_Natural","PM2.5","Gg","0"
"ME","1994","A_PublicPower","PM2.5","Gg","0.2337417268"
"ME","1994","B_Industry","PM2.5","Gg","0.056502104776348"
"ME","1994","C_OtherStatComb","PM2.5","Gg","0.860494430579235"
"ME","1994","D_Fugitive","PM2.5","Gg","0.006245"
"ME","1994","E_Solvents","PM2.5","Gg","0"
"ME","1994","F_RoadTransport","PM2.5","Gg","0.0256344805064401"
"ME","1994","G_Shipping","PM2.5","Gg","0.0046"
"ME","1994","H_Aviation","PM2.5","Gg","2.15777856730086e-05"
"ME","1994","I_Offroad","PM2.5","Gg","0.00137"
"ME","1994","J_Waste","PM2.5","Gg","0.0101249241946875"
"ME","1994","K_AgriLivestock","PM2.5","Gg","0.154851904693842"
"ME","1994","L_AgriOther","PM2.5","Gg","0"
"ME","1994","M_Other","PM2.5","Gg","0"
"ME","1994","O_AviCruise","PM2.5","Gg","0"
"ME","1994","P_IntShipping","PM2.5","Gg","0"
"ME","1994","N_Natural","PM2.5","Gg","0.005076"
"DK","2017","A_PublicPower","PM2.5","Gg","0.364648211561593"
"DK","2017","B_Industry","PM2.5","Gg","0.697238829791198"
"DK","2017","C_OtherStatComb","PM2.5","Gg","10.1559471859795"
"DK","2017","D_Fugitive","PM2.5","Gg","0.01495538574746"
"DK","2017","E_Solvents","PM2.5","Gg","0.241091889"
"DK","2017","F_RoadTransport","PM2.5","Gg","1.54671378914686"
"DK","2017","G_Shipping","PM2.5","Gg","0.256067005215601"
"DK","2017","H_Aviation","PM2.5","Gg","0.0120159838901052"
"DK","2017","I_Offroad","PM2.5","Gg","1.24725490263282"
"DK","2017","J_Waste","PM2.5","Gg","0.313774717872346"
"DK","2017","K_AgriLivestock","PM2.5","Gg","0.575178059832554"
"DK","2017","L_AgriOther","PM2.5","Gg","0.546049292"
"DK","2017","M_Other","PM2.5","Gg","0"
"DK","2017","O_AviCruise","PM2.5","Gg","0.162571583334558"
"DK","2017","P_IntShipping","PM2.5","Gg","0.745873389190505"
"DK","2017","N_Natural","PM2.5","Gg","0"
"EU11","2001","A_PublicPower","PM2.5","Gg","50.3539"
"EU11","2001","B_Industry","PM2.5","Gg","176.1062763358"
"EU11","2001","C_OtherStatComb","PM2.5","Gg","444.990282"
"EU11","2001","D_Fugitive","PM2.5","Gg","11.856181"
"EU11","2001","E_Solvents","PM2.5","Gg","20.3918511"
"EU11","2001","F_RoadTransport","PM2.5","Gg","222.51232"
"EU11","2001","G_Shipping","PM2.5","Gg","18.269309"
"EU11","2001","H_Aviation","PM2.5","Gg","1.514842"
"EU11","2001","I_Offroad","PM2.5","Gg","89.9551213"
"EU11","2001","J_Waste","PM2.5","Gg","82.917273726"
"EU11","2001","K_AgriLivestock","PM2.5","Gg","18.8814594"
"EU11","2001","L_AgriOther","PM2.5","Gg","22.3105248"
"EU11","2001","M_Other","PM2.5","Gg","0"
"EU11","2001","O_AviCruise","PM2.5","Gg","3.971068"
"EU11","2001","P_IntShipping","PM2.5","Gg","119.329"
"EU11","2001","N_Natural","PM2.5","Gg","35.4943"
"GE","2013","A_PublicPower","PM2.5","Gg","0.0038568"
"GE","2013","B_Industry","PM2.5","Gg","1.00699623595181"
"GE","2013","C_OtherStatComb","PM2.5","Gg","14.7530494028054"
"GE","2013","D_Fugitive","PM2.5","Gg","0.002020937"
"GE","2013","E_Solvents","PM2.5","Gg","0"
"GE","2013","F_RoadTransport","PM2.5","Gg","0.59397167589157"
"GE","2013","G_Shipping","PM2.5","Gg","0.001391"
"GE","2013","H_Aviation","PM2.5","Gg","0"
"GE","2013","I_Offroad","PM2.5","Gg","0.0308349"
"GE","2013","J_Waste","PM2.5","Gg","1.92e-06"
"GE","2013","K_AgriLivestock","PM2.5","Gg","0.409771925996619"
"GE","2013","L_AgriOther","PM2.5","Gg","0.018642"
"GE","2013","M_Other","PM2.5","Gg","0"
"NO","2008","A_PublicPower","PM2.5","Gg","0.2482654135"
"NO","2008","B_Industry","PM2.5","Gg","6.7245558415"
"NO","2008","C_OtherStatComb","PM2.5","Gg","19.3257394816"
"NO","2008","D_Fugitive","PM2.5","Gg","0.9986294228"
"NO","2008","E_Solvents","PM2.5","Gg","0.2958495824"
"NO","2008","F_RoadTransport","PM2.5","Gg","4.5773505795"
"NO","2008","G_Shipping","PM2.5","Gg","1.5294354808"
"NO","2008","H_Aviation","PM2.5","Gg","0.0158671629"
"NO","2008","I_Offroad","PM2.5","Gg","1.4248894564"
"NO","2008","J_Waste","PM2.5","Gg","0.1929235851"
"NO","2008","K_AgriLivestock","PM2.5","Gg","0.2893393497"
"NO","2008","L_AgriOther","PM2.5","Gg","0.3742516277"
"NO","2008","M_Other","PM2.5","Gg","0"
"NO","2008","O_AviCruise","PM2.5","Gg","0.0788711741"
"NO","2008","P_IntShipping","PM2.5","Gg","2.2651812406"
"NO","2008","N_Natural","PM2.5","Gg","0"
"MD","1993","A_PublicPower","PM2.5","Gg","1.2411309955503"
"MD","1993","B_Industry","PM2.5","Gg","0.6785535854"
"MD","1993","C_OtherStatComb","PM2.5","Gg","2.96899892"
"MD","1993","D_Fugitive","PM2.5","Gg","0"
"MD","1993","E_Solvents","PM2.5","Gg","0.2744052"
"MD","1993","F_RoadTransport","PM2.5","Gg","0.441271994382134"
"MD","1993","G_Shipping","PM2.5","Gg","0.000126172958929855"
"MD","1993","H_Aviation","PM2.5","Gg","0.003631245"
"MD","1993","I_Offroad","PM2.5","Gg","0.430983655435754"
"MD","1993","J_Waste","PM2.5","Gg","0.7480797794919"
"MD","1993","K_AgriLivestock","PM2.5","Gg","0.3463"
"MD","1993","L_AgriOther","PM2.5","Gg","0.360526760812"
"MD","1993","M_Other","PM2.5","Gg","0"
"MD","1993","O_AviCruise","PM2.5","Gg","0.003433215"
"MD","1993","P_IntShipping","PM2.5","Gg","0"
"MD","1993","N_Natural","PM2.5","Gg","0"
"MD","1993","z_Memo","PM2.5","Gg","0.460361767482525"
"MT","2009","A_PublicPower","PM2.5","Gg","0.12302284180791"
"MT","2009","B_Industry","PM2.5","Gg","0.0210005560455569"
"MT","2009","C_OtherStatComb","PM2.5","Gg","0.0121979946511957"
"MT","2009","D_Fugitive","PM2.5","Gg","0"
"MT","2009","E_Solvents","PM2.5","Gg","0.0261560710975968"
"MT","2009","F_RoadTransport","PM2.5","Gg","0.191010990445173"
"MT","2009","G_Shipping","PM2.5","Gg","0.00400613952142163"
"MT","2009","H_Aviation","PM2.5","Gg","0.000991652123"
"MT","2009","I_Offroad","PM2.5","Gg","0.0359680494639352"
"MT","2009","J_Waste","PM2.5","Gg","0.00794018640895288"
"MT","2009","K_AgriLivestock","PM2.5","Gg","0.00860262745205479"
"MT","2009","L_AgriOther","PM2.5","Gg","0.00331773522699432"
"MT","2009","M_Other","PM2.5","Gg","0"
"MT","2009","O_AviCruise","PM2.5","Gg","0"
"MT","2009","P_IntShipping","PM2.5","Gg","0"
"MT","2009","N_Natural","PM2.5","Gg","0"
"TR","2003","A_PublicPower","PM2.5","Gg","1.9034204799472"
"TR","2003","B_Industry","PM2.5","Gg","59.1334147497965"
"TR","2003","C_OtherStatComb","PM2.5","Gg","63.358817842"
"TR","2003","D_Fugitive","PM2.5","Gg","0"
"TR","2003","E_Solvents","PM2.5","Gg","0"
"TR","2003","F_RoadTransport","PM2.5","Gg","22.3177028008044"
"TR","2003","G_Shipping","PM2.5","Gg","1.44716"
"TR","2003","H_Aviation","PM2.5","Gg","0"
"TR","2003","I_Offroad","PM2.5","Gg","0.24249"
"TR","2003","J_Waste","PM2.5","Gg","1.085889206"
"TR","2003","K_AgriLivestock","PM2.5","Gg","0"
"TR","2003","L_AgriOther","PM2.5","Gg","0"
"TR","2003","M_Other","PM2.5","Gg","0"
"TR","2003","O_AviCruise","PM2.5","Gg","0"
"TR","2003","P_IntShipping","PM2.5","Gg","0"
"TR","2003","N_Natural","PM2.5","Gg","0"
"EU11","2014","A_PublicPower","PM2.5","Gg","20.8472"
"EU11","2014","B_Industry","PM2.5","Gg","108.1537780872"
"EU11","2014","C_OtherStatComb","PM2.5","Gg","385.881782"
"EU11","2014","D_Fugitive","PM2.5","Gg","2.512988"
"EU11","2014","E_Solvents","PM2.5","Gg","16.32485375"
"EU11","2014","F_RoadTransport","PM2.5","Gg","104.7727"
"EU11","2014","G_Shipping","PM2.5","Gg","11.69795"
"EU11","2014","H_Aviation","PM2.5","Gg","1.754471"
"EU11","2014","I_Offroad","PM2.5","Gg","36.8169984"
"EU11","2014","J_Waste","PM2.5","Gg","74.09780434"
"EU11","2014","K_AgriLivestock","PM2.5","Gg","16.0509689"
"EU11","2014","L_AgriOther","PM2.5","Gg","13.9742653"
"EU11","2014","M_Other","PM2.5","Gg","0"
"EU11","2014","O_AviCruise","PM2.5","Gg","4.16934"
"EU11","2014","P_IntShipping","PM2.5","Gg","85.3793"
"EU11","2014","N_Natural","PM2.5","Gg","20.11061"
"CH","1992","A_PublicPower","PM2.5","Gg","0.705804860792516"
"CH","1992","B_Industry","PM2.5","Gg","3.53516639813033"
"CH","1992","C_OtherStatComb","PM2.5","Gg","15.9024056445074"
"CH","1992","D_Fugitive","PM2.5","Gg","0.000703090413603"
"CH","1992","E_Solvents","PM2.5","Gg","0.548865"
"CH","1992","F_RoadTransport","PM2.5","Gg","3.26127994814106"
"CH","1992","G_Shipping","PM2.5","Gg","0.0583997757302371"
"CH","1992","H_Aviation","PM2.5","Gg","0.0936782200931822"
"CH","1992","I_Offroad","PM2.5","Gg","1.46623199627039"
"CH","1992","J_Waste","PM2.5","Gg","0.5603388144781"
"CH","1992","K_AgriLivestock","PM2.5","Gg","0.0737497834986758"
"CH","1992","L_AgriOther","PM2.5","Gg","0.0475285079093188"
"CH","1992","M_Other","PM2.5","Gg","0.00442699988550247"
"CH","1992","O_AviCruise","PM2.5","Gg","0.356802349474454"
"CH","1992","P_IntShipping","PM2.5","Gg","0"
"CH","1992","N_Natural","PM2.5","Gg","0.13043128"
"BE","2009","A_PublicPower","PM2.5","Gg","0.528942186393169"
"BE","2009","B_Industry","PM2.5","Gg","4.1853004784978"
"BE","2009","C_OtherStatComb","PM2.5","Gg","14.4074242446924"
"BE","2009","D_Fugitive","PM2.5","Gg","0.20208506"
"BE","2009","E_Solvents","PM2.5","Gg","0.621824093595285"
"BE","2009","F_RoadTransport","PM2.5","Gg","6.96358576697353"
"BE","2009","G_Shipping","PM2.5","Gg","0.197057192304775"
"BE","2009","H_Aviation","PM2.5","Gg","0.0113787964968934"
"BE","2009","I_Offroad","PM2.5","Gg","0.865739008488598"
"BE","2009","J_Waste","PM2.5","Gg","0.775430286265325"
"BE","2009","K_AgriLivestock","PM2.5","Gg","0.300791037665"
"BE","2009","L_AgriOther","PM2.5","Gg","0.074887958805"
"BE","2009","M_Other","PM2.5","Gg","0"
"BE","2009","O_AviCruise","PM2.5","Gg","0.152899837622711"
"BE","2009","P_IntShipping","PM2.5","Gg","0.770857723834251"
"BE","2009","N_Natural","PM2.5","Gg","0"
"AM","2021","A_PublicPower","PM2.5","Gg","0.025796842596"
"AM","2021","B_Industry","PM2.5","Gg","0.01141613952"
"AM","2021","C_OtherStatComb","PM2.5","Gg","2.56950447408"
"AM","2021","D_Fugitive","PM2.5","Gg","0"
"AM","2021","E_Solvents","PM2.5","Gg","0"
"AM","2021","F_RoadTransport","PM2.5","Gg","0"
"AM","2021","G_Shipping","PM2.5","Gg","0"
"AM","2021","H_Aviation","PM2.5","Gg","0"
"AM","2021","I_Offroad","PM2.5","Gg","0"
"AM","2021","J_Waste","PM2.5","Gg","0.002928288"
"AM","2021","K_AgriLivestock","PM2.5","Gg","0.166368139"
"AM","2021","L_AgriOther","PM2.5","Gg","0"
"AM","2021","M_Other","PM2.5","Gg","0"
"AM","2021","O_AviCruise","PM2.5","Gg","0"
