# WebDab output on Thu Oct 19 18:37:35 2023
# Datasource: EMEP/CEIP 2023, Officially reported emission data
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR09
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
CA;1991;1 A 1 a;NMVOC;Gg;2.55664035457147
CA;1991;1 A 1 b;NMVOC;Gg;0.0180643571852241
CA;1991;1 A 1 c;NMVOC;Gg;31.686284713546
CA;1991;1 A 2 a;NMVOC;Gg;0.0780169843800123
CA;1991;1 A 2 b;NMVOC;Gg;0.0377354345773025
CA;1991;1 A 2 c;NMVOC;Gg;1.08472402064624
CA;1991;1 A 2 d;NMVOC;Gg;38.8357953259534
CA;1991;1 A 2 e;NMVOC;Gg;0.00756897689455877
CA;1991;1 A 2 f i;NMVOC;Gg;6.82513323128003
CA;1991;1 A 2 f ii;NMVOC;Gg;0.00198302306867556
CA;1991;1 A 3 a ii (i);NMVOC;Gg;4.30873
CA;1991;1 A 3 a i (i);NMVOC;Gg;IE
CA;1991;1 A 3 b i;NMVOC;Gg;395.94319
CA;1991;1 A 3 b ii;NMVOC;Gg;203.32243
CA;1991;1 A 3 b iii;NMVOC;Gg;48.89997
CA;1991;1 A 3 b iv;NMVOC;Gg;2.41389
CA;1991;1 A 3 b v;NMVOC;Gg;IE
CA;1991;1 A 3 b vi;NMVOC;Gg;NA
CA;1991;1 A 3 b vii;NMVOC;Gg;NA
CA;1991;1 A 3 c;NMVOC;Gg;2.23908
CA;1991;1 A 3 d ii;NMVOC;Gg;4.16146
CA;1991;1 A 3 e;NMVOC;Gg;IE
CA;1991;1 A 4 a i;NMVOC;Gg;0.250522033903591
CA;1991;1 A 4 a ii;NMVOC;Gg;IE
CA;1991;1 A 4 b i;NMVOC;Gg;0
CA;1991;1 A 4 b ii;NMVOC;Gg;IE
CA;1991;1 A 4 c i;NMVOC;Gg;IE
CA;1991;1 A 4 c ii;NMVOC;Gg;298.89065
CA;1991;1 A 4 c iii;NMVOC;Gg;IE
CA;1991;1 A 5 a;NMVOC;Gg;IE
CA;1991;1 A 5 b;NMVOC;Gg;IE
CA;1991;1 B 1 a;NMVOC;Gg;0.727192411487602
CA;1991;1 B 1 b;NMVOC;Gg;6.96192389424321
CA;1991;1 B 1 c;NMVOC;Gg;1.07445864057586
CA;1991;1 B 2 a i;NMVOC;Gg;0.00725869655824427
CA;1991;1 B 2 a iv;NMVOC;Gg;39.6930525867526
CA;1991;1 B 2 a v;NMVOC;Gg;106.548250843416
CA;1991;1 B 2 b;NMVOC;Gg;460.181159568892
CA;1991;1 B 2 c;NMVOC;Gg;6.31420112307897
CA;1991;2 A 1;NMVOC;Gg;0.560637702319622
CA;1991;2 A 2;NMVOC;Gg;0.0693396285202872
CA;1991;2 A 3;NMVOC;Gg;NA
CA;1991;2 A 4;NMVOC;Gg;NA
CA;1991;2 A 5;NMVOC;Gg;NA
CA;1991;2 A 6;NMVOC;Gg;6.67523154126457
CA;1991;2 A 7 a;NMVOC;Gg;0.119546580982439
CA;1991;2 A 7 b;NMVOC;Gg;NA
CA;1991;2 A 7 c;NMVOC;Gg;NA
CA;1991;2 A 7 d;NMVOC;Gg;1.76424202323848
CA;1991;2 B 1;NMVOC;Gg;0.383817477753846
CA;1991;2 B 2;NMVOC;Gg;NA
CA;1991;2 B 3;NMVOC;Gg;NA
CA;1991;2 B 4;NMVOC;Gg;IE
CA;1991;2 B 5 a;NMVOC;Gg;31.0972482034397
CA;1991;2 B 5 b;NMVOC;Gg;IE
CA;1991;2 C 1;NMVOC;Gg;0.0209085119553812
CA;1991;2 C 2;NMVOC;Gg;1.53256469322534
CA;1991;2 C 3;NMVOC;Gg;0
CA;1991;2 C 5 a;NMVOC;Gg;0
CA;1991;2 C 5 b;NMVOC;Gg;0
CA;1991;2 C 5 c;NMVOC;Gg;0
CA;1991;2 C 5 d;NMVOC;Gg;IE
CA;1991;2 C 5 e;NMVOC;Gg;11.6981209003718
CA;1991;2 C 5 f;NMVOC;Gg;IE
CA;1991;2 D 1;NMVOC;Gg;20.1274950439005
CA;1991;2 D 2;NMVOC;Gg;5.46797234338154
CA;1991;2 D 3;NMVOC;Gg;33.8682120651787
CA;1991;2 E;NMVOC;Gg;NO
CA;1991;2 F;NMVOC;Gg;NA
CA;1991;2 G;NMVOC;Gg;239.93706289491
CA;1991;3 A 1;NMVOC;Gg;IE
CA;1991;3 A 2;NMVOC;Gg;IE
CA;1991;3 A 3;NMVOC;Gg;125.610805988651
CA;1991;3 B 1;NMVOC;Gg;188.80736
CA;1991;3 B 2;NMVOC;Gg;0.74456241754198
CA;1991;3 C;NMVOC;Gg;6.06853776720013
CA;1991;3 D 1;NMVOC;Gg;35.3266009516971
CA;1991;3 D 2;NMVOC;Gg;IE
CA;1991;3 D 3;NMVOC;Gg;NA
CA;1991;4 B 1 a;NMVOC;Gg;0
CA;1991;4 B 1 b;NMVOC;Gg;0
CA;1991;4 B 2;NMVOC;Gg;NE
CA;1991;4 B 3;NMVOC;Gg;0
CA;1991;4 B 4;NMVOC;Gg;IE
CA;1991;4 B 6;NMVOC;Gg;0
CA;1991;4 B 7;NMVOC;Gg;NE
CA;1991;4 B 8;NMVOC;Gg;0
CA;1991;4 B 9 a;NMVOC;Gg;0
CA;1991;4 B 9 b;NMVOC;Gg;0
CA;1991;4 B 9 c;NMVOC;Gg;0
CA;1991;4 B 9 d;NMVOC;Gg;0
CA;1991;4 B 13;NMVOC;Gg;225.2780690216
CA;1991;4 D 1 a;NMVOC;Gg;0.02904255
CA;1991;4 D 2 a;NMVOC;Gg;0.196908832500436
CA;1991;4 D 2 b;NMVOC;Gg;1.66857767728039
CA;1991;4 D 2 c;NMVOC;Gg;NA
CA;1991;4 F;NMVOC;Gg;NE
CA;1991;4 G;NMVOC;Gg;IE
CA;1991;6 A;NMVOC;Gg;10.6033488380032
CA;1991;6 B;NMVOC;Gg;IE
CA;1991;6 C a;NMVOC;Gg;IE
CA;1991;6 C b;NMVOC;Gg;0.0221665664416063
CA;1991;6 C c;NMVOC;Gg;7.382724074959
CA;1991;6 C d;NMVOC;Gg;7.23577388787408e-05
CA;1991;6 C e;NMVOC;Gg;0
CA;1991;6 D;NMVOC;Gg;0.0121123984210208
CA;1991;7 A;NMVOC;Gg;16.6410277201975
CA;1991;1 A 3 a ii (ii);NMVOC;Gg;3.21709
CA;1991;1 A 3 a i (ii);NMVOC;Gg;0
CA;1991;1 A 3 d i (i);NMVOC;Gg;0
CA;1991;1 A 3 d i (ii);NMVOC;Gg;IE
CA;1991;7 B;NMVOC;Gg;11958.9130194968
CA;1991;11 B;NMVOC;Gg;NE
CA;1991;11 A;NMVOC;Gg;0
CA;1991;1 A 3;NMVOC;Gg;0
CA;1991;11 C;NMVOC;Gg;0
CA;1991;GRID TOTAL;NMVOC;Gg;NR
CA;1991;UNFCCC TOTAL;NMVOC;Gg;2634.78368299369
CA;1991;1 B 3;NMVOC;Gg;IE
CA;1991;FU TOTAL;NMVOC;Gg;NR
SI;1993;1 A 1 a;NMVOC;Gg;0.096660278479
SI;1993;1 A 1 b;NMVOC;Gg;0.00204350233
SI;1993;1 A 1 c;NMVOC;Gg;0.000462409226034254
SI;1993;1 A 2 a;NMVOC;Gg;0.0109748100749023
SI;1993;1 A 2 b;NMVOC;Gg;0.0662708869539703
SI;1993;1 A 2 c;NMVOC;Gg;0.0105107912159096
SI;1993;1 A 2 d;NMVOC;Gg;0.147066129331509
SI;1993;1 A 2 e;NMVOC;Gg;0.0259423718447332
SI;1993;1 A 2 f i;NMVOC;Gg;0.641348164363085
SI;1993;1 A 2 f ii;NMVOC;Gg;1.2663128
SI;1993;1 A 3 a ii (i);NMVOC;Gg;0.010697
SI;1993;1 A 3 a i (i);NMVOC;Gg;0.0334787485977814
SI;1993;1 A 3 b i;NMVOC;Gg;20.922405703344
SI;1993;1 A 3 b ii;NMVOC;Gg;0.591324420596096
SI;1993;1 A 3 b iii;NMVOC;Gg;0.615042665018074
SI;1993;1 A 3 b iv;NMVOC;Gg;0.233244241524152
SI;1993;1 A 3 b v;NMVOC;Gg;5.50941513185334
SI;1993;1 A 3 b vi;NMVOC;Gg;NA
SI;1993;1 A 3 b vii;NMVOC;Gg;NA
SI;1993;1 A 3 c;NMVOC;Gg;0.060175048492
SI;1993;1 A 3 d ii;NMVOC;Gg;IE
SI;1993;1 A 3 e;NMVOC;Gg;NA
SI;1993;1 A 4 a i;NMVOC;Gg;0.534946004121462
SI;1993;1 A 4 a ii;NMVOC;Gg;IE
SI;1993;1 A 4 b i;NMVOC;Gg;9.56702968931044
SI;1993;1 A 4 b ii;NMVOC;Gg;IE
SI;1993;1 A 4 c i;NMVOC;Gg;NO
SI;1993;1 A 4 c ii;NMVOC;Gg;2.07104587492479
SI;1993;1 A 4 c iii;NMVOC;Gg;IE
SI;1993;1 A 5 a;NMVOC;Gg;NO
SI;1993;1 A 5 b;NMVOC;Gg;NO
SI;1993;1 B 1 a;NMVOC;Gg;NA
SI;1993;1 B 1 b;NMVOC;Gg;NO
SI;1993;1 B 1 c;NMVOC;Gg;NO
SI;1993;1 B 2 a i;NMVOC;Gg;NO
SI;1993;1 B 2 a iv;NMVOC;Gg;NO
SI;1993;1 B 2 a v;NMVOC;Gg;1.377576
SI;1993;1 B 2 b;NMVOC;Gg;NO
SI;1993;1 B 2 c;NMVOC;Gg;NO
SI;1993;2 A 1;NMVOC;Gg;NA
SI;1993;2 A 2;NMVOC;Gg;NA
SI;1993;2 A 3;NMVOC;Gg;NA
SI;1993;2 A 4;NMVOC;Gg;NA
SI;1993;2 A 5;NMVOC;Gg;8.342e-05
SI;1993;2 A 6;NMVOC;Gg;0.00992079
SI;1993;2 A 7 a;NMVOC;Gg;NA
