iso,sector,fuel,units,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
usa,1A3c_Rail,diesel_oil,kt/kt,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001003288,0.000964649,0.00092601,0.000867552,0.000809094,0.000750636,0.000693576,0.000636515,0.000579455,0.000522394,0.000465333
can,1A3c_Rail,diesel_oil,kt/kt,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001041927,0.001003288,0.000964649,0.00092601,0.000867552,0.000809094,0.000750636,0.000693576,0.000636515,0.000579455,0.000522394,0.000465333
