iso,sector,fuel,units,X1971,X1975,X1990,X1995,X2015
all,1A3aii_Domestic-aviation,light_oil,fraction,0.000775,0.000775,0.000293,0.000165,0.000165
all,1A3ai_International-aviation,light_oil,fraction,0.000121,0.000180,0.000402,0.000477,0.000477
all,1A3aii_Domestic-aviation,diesel_oil,fraction,0.000775,0.000775,0.000293,0.000165,0.000165
all,1A3ai_International-aviation,diesel_oil,fraction,0.000121,0.000180,0.000402,0.000477,0.000477
