iso,sector,fuel,units,X1980,X1990,X2000
cze,1A1a_Electricity-autoproducer,brown_coal,kt/kt,0.01152,0.00841424,0.003747928
cze,1A1a_Electricity-public,brown_coal,kt/kt,0.012,0.00841424,0.003747928
cze,1A1a_Heat-production,brown_coal,kt/kt,0.012,0.00841424,0.003747928
cze,1A2a_Ind-Comb-Iron-steel,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A3c_Rail,brown_coal,kt/kt,0.0063,0.005775,0.00525
cze,1A4a_Commercial-institutional,brown_coal,kt/kt,0.012545,0.010615,0.00965
cze,1A4b_Residential,brown_coal,kt/kt,0.012545,0.010615,0.00965
cze,1A4c_Agriculture-forestry-fishing,brown_coal,kt/kt,0.012545,0.010615,0.00965
cze,1A5_Other-unspecified,brown_coal,kt/kt,0.012545,0.010615,0.00965
cze,1A1a_Electricity-autoproducer,hard_coal,kt/kt,0.011672727,0.008685568,0.004233368
cze,1A1a_Electricity-public,hard_coal,kt/kt,0.011672727,0.008609112,0.004024851
cze,1A1a_Heat-production,hard_coal,kt/kt,0.011672727,0.008685568,0.004233368
cze,1A2a_Ind-Comb-Iron-steel,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A3c_Rail,hard_coal,kt/kt,0.0105,0.009625,0.00875
cze,1A4a_Commercial-institutional,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A4b_Residential,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A4c_Agriculture-forestry-fishing,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A5_Other-unspecified,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
svk,1A1a_Electricity-autoproducer,brown_coal,kt/kt,0.01638,0.01470945,0.008744884
svk,1A1a_Electricity-public,brown_coal,kt/kt,0.01638,0.01470945,0.008744884
svk,1A1a_Heat-production,brown_coal,kt/kt,0.01638,0.01470945,0.008744884
svk,1A2a_Ind-Comb-Iron-steel,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A3c_Rail,brown_coal,kt/kt,0.01575,0.01575,0.01575
svk,1A4a_Commercial-institutional,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A4b_Residential,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A4c_Agriculture-forestry-fishing,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A5_Other-unspecified,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A1a_Electricity-autoproducer,hard_coal,kt/kt,0.012272728,0.008685568,0.007980263
svk,1A1a_Electricity-public,hard_coal,kt/kt,0.012272728,0.008609112,0.007801313
svk,1A1a_Heat-production,hard_coal,kt/kt,0.012272728,0.008685568,0.007980263
svk,1A2a_Ind-Comb-Iron-steel,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A3c_Rail,hard_coal,kt/kt,0.01125,0.009625,0.01125
svk,1A4a_Commercial-institutional,hard_coal,kt/kt,0.010833333,0.011736934,0.010833333
svk,1A4b_Residential,hard_coal,kt/kt,0.010833333,0.011736934,0.010833333
svk,1A4c_Agriculture-forestry-fishing,hard_coal,kt/kt,0.010833333,0.011736934,0.010833333
svk,1A5_Other-unspecified,hard_coal,kt/kt,0.010833333,0.011736934,0.010833333
pol,1A1a_Electricity-autoproducer,hard_coal,kt/kt,0.011928637,0.009718827,0.007022621
pol,1A1a_Electricity-public,hard_coal,kt/kt,0.011928637,0.009708952,0.006994409
pol,1A1a_Heat-production,hard_coal,kt/kt,0.011928637,0.009718827,0.007022621
pol,1A2a_Ind-Comb-Iron-steel,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A3c_Rail,hard_coal,kt/kt,0.012025,0.0111,0.00925
pol,1A4a_Commercial-institutional,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A4b_Residential,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A4c_Agriculture-forestry-fishing,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A5_Other-unspecified,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
cze,1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2c_Ind-Comb-Chemicals,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2d_Ind-Comb-Pulp-paper,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2e_Ind-Comb-Food-tobacco,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-Construction,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-machinery,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-mining-quarying,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-other,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-textile-leather,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-transpequip,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2g_Ind-Comb-wood-products,brown_coal,kt/kt,0.01351,0.010615,0.00965
cze,1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2c_Ind-Comb-Chemicals,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2d_Ind-Comb-Pulp-paper,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2e_Ind-Comb-Food-tobacco,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
