emission,iso,sector,fuel,units,X1965,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022
BC,are,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,bhr,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,isr,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,jor,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,kwt,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,omn,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,qat,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,sau,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,cuw,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
BC,sxm,1A3b_Road,diesel_oil,kt/kt,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003221675,0.003074405,0.002933872,0.002799768,0.002671799,0.002549684,0.002433156,0.002321958,0.002215847,0.00211459,0.002017966,0.001925762,0.001837775,0.001753814,0.001673694,0.001597239,0.001524281,0.001454661,0.001388226,0.00132483,0.001264335,0.001206606,0.001151519,0.001098951,0.001048789,0.001000921,0.000955243,0.000911654,0.00087006,0.000830368,0.000792493,0.000756349,0.00072186,0.000688948,0.000657541,0.000627572,0.000598973,0.000571683
