iso,sector,fuel,units,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013
gbr,1A1a_Electricity-public,hard_coal,fraction,0.0158798,0.0158798,0.0158798,0.015568431,0.015568431,0.015568431,0.015568431,0.015568431,0.015568431,0.016087379,0.016087379,0.016471583,0.017201192,0.017644351,0.01831515,0.018093804,0.018825882,0.019598776,0.020262676,0.020533371,0.020656463,0.020244142,0.021287859,0.022720117,0.021095271,0.020117022,0.01840094,0.018579656,0.020048126,0.017543169,0.017335223,0.01493941,0.01525613,0.01452407,0.011862196,0.009121811,0.007693224,0.006669103,0.005273622,0.004760211,0.00512441,0.004904495,0.005141866,0.003765326
gbr,1A4b_Residential,hard_coal,fraction,0.010537812,0.010537812,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010166174,0.010132511,0.009727211,0.010335162,0.010537812,0.010132511,0.009889331,0.009889331,0.009808271,0.010213572,0.010173042,0.010041319,0.010238903,0.010699932,0.010761407,0.012566563,0.012589276,0.012232898,0.008924541,0.008148823,0.010179816,0.010994109,0.011096618,0.010424848,0.012895037,0.015577555,0.013052878,0.011002147,0.009821753,0.009428431,0.009169343,0.009128771,0.009611177,0.013149662
gbr,1A4a_Commercial-institutional,hard_coal,fraction,0.010537812,0.010537812,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010132511,0.010166174,0.010132511,0.009727211,0.010335162,0.010537812,0.010132511,0.009889331,0.009889331,0.009808271,0.010213572,0.010173042,0.010041319,0.010238903,0.010699932,0.010761407,0.012566563,0.012589276,0.012232898,0.008924541,0.008148823,0.010179816,0.010994109,0.011096618,0.010424848,0.012895037,0.015577555,0.013052878,0.011002147,0.009821753,0.009428431,0.009169343,0.009128771,0.009611177,0.013149662
gbr,1A2a_Ind-Comb-Iron-steel,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2c_Ind-Comb-Chemicals,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2d_Ind-Comb-Pulp-paper,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2e_Ind-Comb-Food-tobacco,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2g_Ind-Comb-other,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
gbr,1A2a_Ind-Comb-Iron-steel,hard_coal,fraction,0.014639657,0.014639657,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014116812,0.014639657,0.015162502,0.015554153,0.015162502,0.015476209,0.015476209,0.016103622,0.015162502,0.014744226,0.014430519,0.014639657,0.015267071,0.015123976,0.014925845,0.015223042,0.013655741,0.013121954,0.012635971,0.012014442,0.011664098,0.011114948,0.010708927,0.010802032,0.011395058,0.010508553,0.010439405,0.01156336,0.011547329,0.010454066,0.009707348,0.009657213,0.009327302,0.009629984,0.009708939,0.008643727,0.008755723
