emission,iso,sector,fuel,units,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
OC,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004024028,0.003874726,0.003727039,0.003580942,0.003436409,0.003293414,0.003151935,0.003011945,0.002873423,0.002675426,0.002489132,0.002313536,0.00214774,0.001991553,0.001840964,0.001695679,0.001555421,0.001419934,0.001344587,0.001267596,0.001188906,0.001108463,0.001026205,0.000936448,0.000849471,0.000765145,0.000683352,0.000603979,0.00052692,0.000452075,0.000379351
OC,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
OC,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004024028,0.003874726,0.003727039,0.003580942,0.003436409,0.003293414,0.003151935,0.003011945,0.002873423,0.002675426,0.002489132,0.002313536,0.00214774,0.001991553,0.001840964,0.001695679,0.001555421,0.001419934,0.001344587,0.001267596,0.001188906,0.001108463,0.001026205,0.000936448,0.000849471,0.000765145,0.000683352,0.000603979,0.00052692,0.000452075,0.000379351
OC,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
OC,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004024028,0.003874726,0.003727039,0.003580942,0.003436409,0.003293414,0.003151935,0.003011945,0.002873423,0.002675426,0.002489132,0.002313536,0.00214774,0.001991553,0.001840964,0.001695679,0.001555421,0.001419934,0.001344587,0.001267596,0.001188906,0.001108463,0.001026205,0.000936448,0.000849471,0.000765145,0.000683352,0.000603979,0.00052692,0.000452075,0.000379351
OC,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
OC,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004174973,0.004024028,0.003874726,0.003727039,0.003580942,0.003436409,0.003293414,0.003151935,0.003011945,0.002873423,0.002675426,0.002489132,0.002313536,0.00214774,0.001991553,0.001840964,0.001695679,0.001555421,0.001419934,0.001344587,0.001267596,0.001188906,0.001108463,0.001026205,0.000936448,0.000849471,0.000765145,0.000683352,0.000603979,0.00052692,0.000452075,0.000379351
OC,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
OC,usa,1A2g_Ind-Comb-other,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
OC,usa,1A5_Other-unspecified,light_oil,kt/kt,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000627321,0.000628691,0.000627881,0.000626933,0.000625732,0.000629667,0.000630013,0.000625105,0.00062523,0.000624895,0.000623943,0.00062549,0.000625076,0.000626006,0.000627054,0.000626941,0.000626537,0.000626399,0.000626711,0.000626464,0.00062731,0.000623849,0.000624454,0.000624537,0.000623787,0.000623817,0.000624229,
