Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
S Percent,SO2,bgd,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,btn,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,khm,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,chn,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,hkg,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,ind,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,idn,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,jpn,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,prk,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,kor,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,mys,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,npl,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,sgp,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,twn,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,tha,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,vnm,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,ind,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,mng,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,mmr,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,pak,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,phl,all,1850,2015,RAINS Asia Default S contents
S Percent,SO2,tha,all,1850,2015,RAINS Asia Default S contents
