emission,iso,sector,fuel,units,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021
CO,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458,0.005984341,0.005145056,0.004329547
CO,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
CO,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458,0.005984341,0.005145056,0.004329547
CO,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
CO,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458,0.005984341,0.005145056,0.004329547
CO,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
CO,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458,0.005984341,0.005145056,0.004329547
CO,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
CO,usa,1A2g_Ind-Comb-other,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
CO,usa,1A5_Other-unspecified,light_oil,kt/kt,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.474689152,0.475760338,0.475126878,0.474385716,0.47344625,0.476524341,0.476794801,0.472955575,0.473053331,0.472791128,0.472046994,0.473256654,0.472933313,0.473660213,0.474480556,0.474391687,0.474075811,0.473968193,0.474212192,0.474018644,0.474680488,0.471973607,0.472446326,0.472511815,0.471924911,0.471948156,0.472270216,
