iso,sector,fuel,units,X1971,X1975,X1990,X1995,X2015
all,1A3aii_Domestic-aviation,light_oil,fraction,0.0114,0.0114,0.0106,0.0108,0.0108
all,1A3ai_International-aviation,light_oil,fraction,0.0180,0.0173,0.0146,0.0137,0.0137
all,1A3aii_Domestic-aviation,diesel_oil,fraction,0.0114,0.0114,0.0106,0.0108,0.0108
all,1A3ai_International-aviation,diesel_oil,fraction,0.0180,0.0173,0.0146,0.0137,0.0137
