emission,iso,sector,fuel,units,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018
CO,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458
CO,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,1.255514346,1.248002968,1.240637971,1.233415117,1.226330332,1.219379693,1.212559426,1.205865898,1.199295608,1.192845184,1.164946216,1.137549104,1.110640429,1.084207242,1.028763474,0.974287147,0.920753159,0.86813727,0.816416062,0.776358796,0.736436526,0.69664857,0.656994251,0.617472898,0.608156776,0.599072654,0.590211973,0.581566588,0.573128748
CO,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458
CO,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,1.255514346,1.248002968,1.240637971,1.233415117,1.226330332,1.219379693,1.212559426,1.205865898,1.199295608,1.192845184,1.164946216,1.137549104,1.110640429,1.084207242,1.028763474,0.974287147,0.920753159,0.86813727,0.816416062,0.776358796,0.736436526,0.69664857,0.656994251,0.617472898,0.608156776,0.599072654,0.590211973,0.581566588,0.573128748
CO,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458
CO,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,1.255514346,1.248002968,1.240637971,1.233415117,1.226330332,1.219379693,1.212559426,1.205865898,1.199295608,1.192845184,1.164946216,1.137549104,1.110640429,1.084207242,1.028763474,0.974287147,0.920753159,0.86813727,0.816416062,0.776358796,0.736436526,0.69664857,0.656994251,0.617472898,0.608156776,0.599072654,0.590211973,0.581566588,0.573128748
CO,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.033435616,0.032753501,0.032078807,0.031411414,0.030751203,0.03009806,0.029451872,0.028812527,0.028179919,0.02755394,0.025661142,0.023880236,0.022201587,0.020616633,0.019528264,0.01847891,0.01746651,0.016489144,0.015545026,0.014786852,0.014012139,0.013220341,0.012410885,0.011583176,0.010576673,0.009601333,0.008655731,0.007738526,0.006848458
CO,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,1.255514346,1.248002968,1.240637971,1.233415117,1.226330332,1.219379693,1.212559426,1.205865898,1.199295608,1.192845184,1.164946216,1.137549104,1.110640429,1.084207242,1.028763474,0.974287147,0.920753159,0.86813727,0.816416062,0.776358796,0.736436526,0.69664857,0.656994251,0.617472898,0.608156776,0.599072654,0.590211973,0.581566588,0.573128748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
