iso,sector,fuel,units,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
usa,1A3c_Rail,diesel_oil,kt/kt,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.003914273,0.003782859,0.003651444,0.003468585,0.003285727,0.003102868,0.002811536,0.002520204,0.002228872,0.00193754,0.001646208
can,1A3c_Rail,diesel_oil,kt/kt,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.004045688,0.003914273,0.003782859,0.003651444,0.003468585,0.003285727,0.003102868,0.002811536,0.002520204,0.002228872,0.00193754,0.001646208
