iso,sector,fuel,units,X2000
all,1A3dii_Domestic-navigation,diesel_oil,fraction,0.000671
all,1A3di_International-shipping,diesel_oil,fraction,0.000671
all,1A3dii_Domestic-navigation,heavy_oil,fraction,0.000671
all,1A3di_International-shipping,heavy_oil,fraction,0.000671
all,1A3dii_Domestic-navigation,hard_coal,fraction,0.001
all,1A3di_International-shipping,hard_coal,fraction,0.001
all,1A3c_Rail,hard_coal,fraction,0.001
