iso,sector,fuel,units,1960,1970,1980,1990,2005,Notes
hun,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-transpequip,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-machinery,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-mining-quarying,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-wood-products,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2g_Ind-Comb-textile-leather,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A3c_Rail,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A3c_Rail,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A3c_Rail,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A3c_Rail,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
