Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
Coal Sulfur Content,SO2,cze,all,1980,2000,Adjust coal S content to better match inventories  such as EMEP and Mylona
Coal Sulfur Content,SO2,svk,all,1980,2000,Adjust coal S content to better match inventories  such as EMEP and Mylona
Coal Sulfur Content,SO2,pol,all,1980,2000,Adjust coal S content to better match inventories  such as EMEP and Mylona
