iso,sector,fuel,units,X1960
pak,1A1a_Electricity-public,hard_coal,fraction,0.006
lao,all,brown_coal,fraction,0.0072
tha,all,brown_coal,fraction,0.025
mys,all,hard_coal,fraction,0.005
tha,all,hard_coal,fraction,0.005
