Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
S Content Heavy Oil,SO2,usa,all,all,all,Inferred from analysis of US EPA S Em trends and Petroleum Product Survey:  Burner-Fuel Oils  (Bureau of Mines)
S Content Heavy Oil,SO2,can,all,all,all,From Can S in Liquid Fuels (2005)
