emission,iso,sector,fuel,units,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018
NMHC,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.007257195,0.007062716,0.006870353,0.006680071,0.006491837,0.006305618,0.006121382,0.005939098,0.005758734,0.00558026,0.005174334,0.004792405,0.004432406,0.0040925,0.003831482,0.003579822,0.003337023,0.003102627,0.002876205,0.002705963,0.002532008,0.002354216,0.00217246,0.001986604,0.001803725,0.001626507,0.001454693,0.001288039,0.001126315
NMHC,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.144369547,0.142079317,0.139833718,0.137631458,0.135471296,0.133352036,0.131272526,0.129231659,0.127228368,0.125261624,0.121932186,0.11866264,0.115451383,0.11229687,0.104975375,0.097781633,0.09071233,0.083764263,0.076934342,0.071650004,0.066383475,0.061134664,0.055903483,0.050689843,0.047357304,0.044107756,0.040938137,0.037845532,0.03482717
NMHC,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.007257195,0.007062716,0.006870353,0.006680071,0.006491837,0.006305618,0.006121382,0.005939098,0.005758734,0.00558026,0.005174334,0.004792405,0.004432406,0.0040925,0.003831482,0.003579822,0.003337023,0.003102627,0.002876205,0.002705963,0.002532008,0.002354216,0.00217246,0.001986604,0.001803725,0.001626507,0.001454693,0.001288039,0.001126315
NMHC,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.144369547,0.142079317,0.139833718,0.137631458,0.135471296,0.133352036,0.131272526,0.129231659,0.127228368,0.125261624,0.121932186,0.11866264,0.115451383,0.11229687,0.104975375,0.097781633,0.09071233,0.083764263,0.076934342,0.071650004,0.066383475,0.061134664,0.055903483,0.050689843,0.047357304,0.044107756,0.040938137,0.037845532,0.03482717
NMHC,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.007257195,0.007062716,0.006870353,0.006680071,0.006491837,0.006305618,0.006121382,0.005939098,0.005758734,0.00558026,0.005174334,0.004792405,0.004432406,0.0040925,0.003831482,0.003579822,0.003337023,0.003102627,0.002876205,0.002705963,0.002532008,0.002354216,0.00217246,0.001986604,0.001803725,0.001626507,0.001454693,0.001288039,0.001126315
NMHC,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.144369547,0.142079317,0.139833718,0.137631458,0.135471296,0.133352036,0.131272526,0.129231659,0.127228368,0.125261624,0.121932186,0.11866264,0.115451383,0.11229687,0.104975375,0.097781633,0.09071233,0.083764263,0.076934342,0.071650004,0.066383475,0.061134664,0.055903483,0.050689843,0.047357304,0.044107756,0.040938137,0.037845532,0.03482717
NMHC,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.007257195,0.007062716,0.006870353,0.006680071,0.006491837,0.006305618,0.006121382,0.005939098,0.005758734,0.00558026,0.005174334,0.004792405,0.004432406,0.0040925,0.003831482,0.003579822,0.003337023,0.003102627,0.002876205,0.002705963,0.002532008,0.002354216,0.00217246,0.001986604,0.001803725,0.001626507,0.001454693,0.001288039,0.001126315
NMHC,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.144369547,0.142079317,0.139833718,0.137631458,0.135471296,0.133352036,0.131272526,0.129231659,0.127228368,0.125261624,0.121932186,0.11866264,0.115451383,0.11229687,0.104975375,0.097781633,0.09071233,0.083764263,0.076934342,0.071650004,0.066383475,0.061134664,0.055903483,0.050689843,0.047357304,0.044107756,0.040938137,0.037845532,0.03482717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
