iso,sector,fuel,units,X1971,X1975,X1990,X1995,X2015
all,1A3aii_Domestic-aviation,light_oil,fraction,0.00307,0.00307,0.00334,0.00355,0.00355
all,1A3ai_International-aviation,light_oil,fraction,0.00383,0.00344,0.00196,0.00146,0.00146
all,1A3aii_Domestic-aviation,diesel_oil,fraction,0.00307,0.00307,0.00334,0.00355,0.00355
all,1A3ai_International-aviation,diesel_oil,fraction,0.00383,0.00344,0.00196,0.00146,0.00146
