emission,iso,sector,fuel,units,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018
BC,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.003401511,0.003278531,0.003156889,0.003036563,0.002917531,0.002799775,0.002683272,0.002568003,0.002453948,0.002341089,0.002179772,0.002027992,0.001884927,0.001749847,0.001622595,0.001499905,0.001381535,0.001267261,0.001156875,0.001095487,0.001032759,0.000968648,0.000903107,0.000836089,0.000762961,0.000692097,0.000623393,0.000556753,0.000492085
BC,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.000548005,0.000546747,0.000545513,0.000544303,0.000543116,0.000541952,0.00054081,0.000539688,0.000538588,0.000537507,0.000533753,0.000530067,0.000526446,0.00052289,0.000511926,0.000501153,0.000490567,0.000480162,0.000469934,0.000456804,0.000443719,0.000430677,0.000417679,0.000404724,0.00039314,0.000381844,0.000370825,0.000360075,0.000349582
BC,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.003401511,0.003278531,0.003156889,0.003036563,0.002917531,0.002799775,0.002683272,0.002568003,0.002453948,0.002341089,0.002179772,0.002027992,0.001884927,0.001749847,0.001622595,0.001499905,0.001381535,0.001267261,0.001156875,0.001095487,0.001032759,0.000968648,0.000903107,0.000836089,0.000762961,0.000692097,0.000623393,0.000556753,0.000492085
BC,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.000548005,0.000546747,0.000545513,0.000544303,0.000543116,0.000541952,0.00054081,0.000539688,0.000538588,0.000537507,0.000533753,0.000530067,0.000526446,0.00052289,0.000511926,0.000501153,0.000490567,0.000480162,0.000469934,0.000456804,0.000443719,0.000430677,0.000417679,0.000404724,0.00039314,0.000381844,0.000370825,0.000360075,0.000349582
BC,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.003401511,0.003278531,0.003156889,0.003036563,0.002917531,0.002799775,0.002683272,0.002568003,0.002453948,0.002341089,0.002179772,0.002027992,0.001884927,0.001749847,0.001622595,0.001499905,0.001381535,0.001267261,0.001156875,0.001095487,0.001032759,0.000968648,0.000903107,0.000836089,0.000762961,0.000692097,0.000623393,0.000556753,0.000492085
BC,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.000548005,0.000546747,0.000545513,0.000544303,0.000543116,0.000541952,0.00054081,0.000539688,0.000538588,0.000537507,0.000533753,0.000530067,0.000526446,0.00052289,0.000511926,0.000501153,0.000490567,0.000480162,0.000469934,0.000456804,0.000443719,0.000430677,0.000417679,0.000404724,0.00039314,0.000381844,0.000370825,0.000360075,0.000349582
BC,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.003401511,0.003278531,0.003156889,0.003036563,0.002917531,0.002799775,0.002683272,0.002568003,0.002453948,0.002341089,0.002179772,0.002027992,0.001884927,0.001749847,0.001622595,0.001499905,0.001381535,0.001267261,0.001156875,0.001095487,0.001032759,0.000968648,0.000903107,0.000836089,0.000762961,0.000692097,0.000623393,0.000556753,0.000492085
BC,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.000548005,0.000546747,0.000545513,0.000544303,0.000543116,0.000541952,0.00054081,0.000539688,0.000538588,0.000537507,0.000533753,0.000530067,0.000526446,0.00052289,0.000511926,0.000501153,0.000490567,0.000480162,0.000469934,0.000456804,0.000443719,0.000430677,0.000417679,0.000404724,0.00039314,0.000381844,0.000370825,0.000360075,0.000349582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
