Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
emission factor,OC,all,Shipping,1970,2010,"Eyring etal (2010) EF, scaled down by ratio of total PM from Eyring etal to IMO (2014) in 2007"
emission factor,OC,all,Shipping-hard_coal,1970,2010,SPEW Database
emission factor,OC,all,Rail-hard_coal,1970,2010,SPEW Database
