emission,iso,sector,fuel,units,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018
BC,usa,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.001653128,0.001593359,0.001534242,0.001475763,0.001417914,0.001360685,0.001304065,0.001248044,0.001192614,0.001137764,0.001059365,0.0009856,0.000916071,0.000850422,0.000788578,0.000728951,0.000671423,0.000615886,0.000562239,0.000532404,0.000501919,0.000470761,0.000438908,0.000406337,0.000370797,0.000336358,0.000302968,0.000270581,0.000239152
BC,usa,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
BC,usa,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.001653128,0.001593359,0.001534242,0.001475763,0.001417914,0.001360685,0.001304065,0.001248044,0.001192614,0.001137764,0.001059365,0.0009856,0.000916071,0.000850422,0.000788578,0.000728951,0.000671423,0.000615886,0.000562239,0.000532404,0.000501919,0.000470761,0.000438908,0.000406337,0.000370797,0.000336358,0.000302968,0.000270581,0.000239152
BC,usa,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
BC,can,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.001653128,0.001593359,0.001534242,0.001475763,0.001417914,0.001360685,0.001304065,0.001248044,0.001192614,0.001137764,0.001059365,0.0009856,0.000916071,0.000850422,0.000788578,0.000728951,0.000671423,0.000615886,0.000562239,0.000532404,0.000501919,0.000470761,0.000438908,0.000406337,0.000370797,0.000336358,0.000302968,0.000270581,0.000239152
BC,can,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
BC,can,1A4c_Agriculture-forestry-fishing,diesel_oil,kt/kt,0.001653128,0.001593359,0.001534242,0.001475763,0.001417914,0.001360685,0.001304065,0.001248044,0.001192614,0.001137764,0.001059365,0.0009856,0.000916071,0.000850422,0.000788578,0.000728951,0.000671423,0.000615886,0.000562239,0.000532404,0.000501919,0.000470761,0.000438908,0.000406337,0.000370797,0.000336358,0.000302968,0.000270581,0.000239152
BC,can,1A4c_Agriculture-forestry-fishing,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
BC,usa,1A2g_Ind-Comb-other,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
BC,usa,1A5_Other-unspecified,light_oil,kt/kt,0.001470476,0.0014671,0.00146379,0.001460543,0.001457359,0.001454234,0.001451169,0.00144816,0.001445207,0.001442307,0.001432235,0.001422343,0.001412628,0.001403084,0.001373665,0.001344758,0.001316352,0.001288432,0.001260988,0.001225755,0.001190642,0.001155647,0.001120769,0.001086008,0.001054922,0.001024611,0.000995045,0.000966198,0.000938043
