iso,sector,fuel,units,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020
ind,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A1a_Electricity-public,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A1a_Heat-production,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2e_Ind-Comb-Food-tobacco,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
ind,1A2g_Ind-Comb-Construction,heavy_oil,fraction,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037645803,0.037291605,0.036937408,0.03658321,0.036229013,0.035874815,0.035520618,0.03516642,0.034812223,0.032446023,0.032091826,0.031737628,0.031383431,0.031029233,0.036538102,0.036183905,0.035829707,0.03547551,0.035121312,0.032041416,0.031687219,0.031333021,0.030978824,0.030624626,0.030734659,0.030380461,0.030026264,0.029672066,0.029317869,0.022210086
