iso,sector,fuel,units,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020
usa,1A4b_Residential,diesel_oil,fraction,0.00302,0.00292,0.00281,0.00271,0.00260,0.00250,0.00245,0.00239,0.00234,0.00229,0.00224,0.00221,0.00219,0.00217,0.00215,0.00213,0.00215,0.00218,0.00220,0.00224,0.00228,0.00228,0.00227,0.00226,0.00225,0.00225,0.00224,0.00222,0.00221,0.00220,0.00219,0.00220,0.00218,0.00218,0.00218,0.00218,0.00217,0.00217,0.00217,0.00215,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00189,0.00193,0.00191,0.00193,0.00168,0.00153,0.00129,0.00113,0.00116,0.00116,0.00059,0.00027,0.00015
usa,1A4a_Commercial-institutional,diesel_oil,fraction,0.00302,0.00292,0.00281,0.00271,0.00260,0.00250,0.00245,0.00239,0.00234,0.00229,0.00224,0.00221,0.00219,0.00217,0.00215,0.00213,0.00215,0.00218,0.00220,0.00224,0.00228,0.00228,0.00227,0.00226,0.00225,0.00225,0.00224,0.00222,0.00221,0.00220,0.00219,0.00220,0.00218,0.00218,0.00218,0.00218,0.00217,0.00217,0.00217,0.00215,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00211,0.00189,0.00193,0.00191,0.00193,0.00168,0.00153,0.00129,0.00113,0.00116,0.00116,0.00059,0.00027,0.00015
