iso,sector,fuel,units,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
usa,1A3c_Rail,diesel_oil,kt/kt,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010824521,0.010668292,0.010512063,0.010434742,0.010357421,0.010280099,0.009890306,0.009500512,0.009110719,0.008720925,0.008331132
can,1A3c_Rail,diesel_oil,kt/kt,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010980749,0.010824521,0.010668292,0.010512063,0.010434742,0.010357421,0.010280099,0.009890306,0.009500512,0.009110719,0.008720925,0.008331132
