iso,sector,fuel,units,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
usa,1A3c_Rail,diesel_oil,kt/kt,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000487596,0.000468817,0.000450039,0.000421629,0.000393218,0.000364808,0.000337076,0.000309345,0.000281614,0.000253882,0.000226151
can,1A3c_Rail,diesel_oil,kt/kt,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000506374,0.000487596,0.000468817,0.000450039,0.000421629,0.000393218,0.000364808,0.000337076,0.000309345,0.000281614,0.000253882,0.000226151
