"Data_provider","Substance","Year","Country","Sector","Cumulative_emissions"
"CAMS","PM2.5",2000,"ALB","HTAPv3_3_Energy",14.999999985
"CAMS","PM2.5",2000,"ALB","HTAPv3_4.1_Industry",1674.53734939759
"CAMS","PM2.5",2000,"ALB","HTAPv3_4.2_Fugitive",30.666666728
"CAMS","PM2.5",2000,"ALB","HTAPv3_4.3_Solvents",0
"CAMS","PM2.5",2000,"ALB","HTAPv3_5.1_Road_Transport",765.048765803733
"CAMS","PM2.5",2000,"ALB","HTAPv3_5.2_Brake_and_Tyre_wear",90.3606557377049
"CAMS","PM2.5",2000,"ALB","HTAPv3_5.4_Other_ground_transport",362.978100737869
"CAMS","PM2.5",2000,"ALB","HTAPv3_6_Residential",3515.48416217946
"CAMS","PM2.5",2000,"ALB","HTAPv3_7_Waste",1106.66092129995
"CAMS","PM2.5",2000,"ALB","HTAPv3_8.1_Agricultural_waste_burning",70.00000007
"CAMS","PM2.5",2000,"ALB","HTAPv3_8.2_Agriculture_livestock",99.7976652698521
"CAMS","PM2.5",2000,"ALB","HTAPv3_8.3_Agriculture_crops",117.390216787104
"CAMS","PM2.5",2000,"AUT","HTAPv3_3_Energy",416.48760269065
"CAMS","PM2.5",2000,"AUT","HTAPv3_4.1_Industry",3671.2380861024
"CAMS","PM2.5",2000,"AUT","HTAPv3_4.2_Fugitive",89.9524301799049
"CAMS","PM2.5",2000,"AUT","HTAPv3_4.3_Solvents",547.149350769728
"CAMS","PM2.5",2000,"AUT","HTAPv3_5.1_Road_Transport",6116.33778364717
"CAMS","PM2.5",2000,"AUT","HTAPv3_5.2_Brake_and_Tyre_wear",919.747798017126
"CAMS","PM2.5",2000,"AUT","HTAPv3_5.3_Domestic_shipping",81.6042663402496
"CAMS","PM2.5",2000,"AUT","HTAPv3_5.4_Other_ground_transport",3118.49140010591
"CAMS","PM2.5",2000,"AUT","HTAPv3_6_Residential",8428.68735918178
"CAMS","PM2.5",2000,"AUT","HTAPv3_7_Waste",226.653889578016
"CAMS","PM2.5",2000,"AUT","HTAPv3_8.1_Agricultural_waste_burning",1.000000001
"CAMS","PM2.5",2000,"AUT","HTAPv3_8.2_Agriculture_livestock",110.441330542059
"CAMS","PM2.5",2000,"AUT","HTAPv3_8.3_Agriculture_crops",144.486738178915
"CAMS","PM2.5",2000,"BEL","HTAPv3_3_Energy",1253.20612860986
"CAMS","PM2.5",2000,"BEL","HTAPv3_4.1_Industry",13893.3643889331
"CAMS","PM2.5",2000,"BEL","HTAPv3_4.2_Fugitive",104.731632209463
"CAMS","PM2.5",2000,"BEL","HTAPv3_4.3_Solvents",705.300647649699
"CAMS","PM2.5",2000,"BEL","HTAPv3_5.1_Road_Transport",8526.99028978495
"CAMS","PM2.5",2000,"BEL","HTAPv3_5.2_Brake_and_Tyre_wear",1531.47409695413
"CAMS","PM2.5",2000,"BEL","HTAPv3_5.3_Domestic_shipping",196.662582356007
"CAMS","PM2.5",2000,"BEL","HTAPv3_5.4_Other_ground_transport",1232.46852461291
"CAMS","PM2.5",2000,"BEL","HTAPv3_6_Residential",11813.0000001261
"CAMS","PM2.5",2000,"BEL","HTAPv3_7_Waste",738.778641874807
"CAMS","PM2.5",2000,"BEL","HTAPv3_8.1_Agricultural_waste_burning",4.000000004
"CAMS","PM2.5",2000,"BEL","HTAPv3_8.2_Agriculture_livestock",597.984734571588
"CAMS","PM2.5",2000,"BEL","HTAPv3_8.3_Agriculture_crops",84.8962096
"CAMS","PM2.5",2000,"BGR","HTAPv3_3_Energy",778.931045221069
"CAMS","PM2.5",2000,"BGR","HTAPv3_4.1_Industry",2040.804261
"CAMS","PM2.5",2000,"BGR","HTAPv3_4.2_Fugitive",148.866000297732
"CAMS","PM2.5",2000,"BGR","HTAPv3_4.3_Solvents",588.1143457095
"CAMS","PM2.5",2000,"BGR","HTAPv3_5.1_Road_Transport",1710.3149117561
"CAMS","PM2.5",2000,"BGR","HTAPv3_5.2_Brake_and_Tyre_wear",323.267183958711
"CAMS","PM2.5",2000,"BGR","HTAPv3_5.3_Domestic_shipping",35.1662220815573
"CAMS","PM2.5",2000,"BGR","HTAPv3_5.4_Other_ground_transport",516.042351191544
"CAMS","PM2.5",2000,"BGR","HTAPv3_6_Residential",18134.1082503859
"CAMS","PM2.5",2000,"BGR","HTAPv3_7_Waste",516.967753061611
"CAMS","PM2.5",2000,"BGR","HTAPv3_8.1_Agricultural_waste_burning",1667.000001667
"CAMS","PM2.5",2000,"BGR","HTAPv3_8.2_Agriculture_livestock",265.312632353955
"CAMS","PM2.5",2000,"BGR","HTAPv3_8.3_Agriculture_crops",225.661199999999
"CAMS","PM2.5",2000,"BIH","HTAPv3_3_Energy",5878.89040970845
