"Data_provider","Substance","Year","Country","Sector","Cumulative_emissions"
"CAMS","NMVOC",2000,"ALB","HTAPv3_3_Energy",9.99999999
"CAMS","NMVOC",2000,"ALB","HTAPv3_4.1_Industry",1655.21141569658
"CAMS","NMVOC",2000,"ALB","HTAPv3_4.2_Fugitive",562.898551850435
"CAMS","NMVOC",2000,"ALB","HTAPv3_4.3_Solvents",8666
"CAMS","NMVOC",2000,"ALB","HTAPv3_5.1_Road_Transport",3465.19090151244
"CAMS","NMVOC",2000,"ALB","HTAPv3_5.2_Brake_and_Tyre_wear",1155
"CAMS","NMVOC",2000,"ALB","HTAPv3_5.4_Other_ground_transport",675.999997296
"CAMS","NMVOC",2000,"ALB","HTAPv3_6_Residential",6961.37357630539
"CAMS","NMVOC",2000,"ALB","HTAPv3_7_Waste",749.999997
"CAMS","NMVOC",2000,"ALB","HTAPv3_8.1_Agricultural_waste_burning",119.087552468638
"CAMS","NMVOC",2000,"ALB","HTAPv3_8.2_Agriculture_livestock",6619.11480428187
"CAMS","NMVOC",2000,"ALB","HTAPv3_8.3_Agriculture_crops",2605.63808351218
"CAMS","NMVOC",2000,"AUT","HTAPv3_3_Energy",174.549858020425
"CAMS","NMVOC",2000,"AUT","HTAPv3_4.1_Industry",6991.75055048107
"CAMS","NMVOC",2000,"AUT","HTAPv3_4.2_Fugitive",2701.47152348354
"CAMS","NMVOC",2000,"AUT","HTAPv3_4.3_Solvents",58874.5748355059
"CAMS","NMVOC",2000,"AUT","HTAPv3_5.1_Road_Transport",25230.1337901191
"CAMS","NMVOC",2000,"AUT","HTAPv3_5.2_Brake_and_Tyre_wear",4248.92935341982
"CAMS","NMVOC",2000,"AUT","HTAPv3_5.3_Domestic_shipping",66.7695845645659
"CAMS","NMVOC",2000,"AUT","HTAPv3_5.4_Other_ground_transport",8126.15824211617
"CAMS","NMVOC",2000,"AUT","HTAPv3_6_Residential",30112.0640604837
"CAMS","NMVOC",2000,"AUT","HTAPv3_7_Waste",117.146928556124
