X,iso,sector,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
1,abw,1A1a_Electricity-autoproducer,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120837135,0.120156193,0.120439389,0.120747423,0.121703149,0.121937697,0.121671595,0.122056442,0.121922771,0.121668673,0.122626739,0.122607535,0.12268694,0.122670552,0.122465128,0.122399125,0.122474716,0.122506508,0.122654212,0.122676528,0.14281248,0.152844798,0.178953701,0.177974225,0.16751772,0.16033994,0.16272024,0.16751414,0.168086248,0.166632894
2,abw,1A1a_Electricity-public,0.638427128,0.637861824,0.637296571,0.636731369,0.636166219,0.635601121,0.636158296,0.636718117,0.637280605,0.637845776,0.638413652,0.638331736,0.638304368,0.638248025,0.638537385,0.638385781,0.638720212,0.639022613,0.639224355,0.639597824,0.63967559,0.639565098,0.639559457,0.63952367,0.639265643,0.639059665,0.639138236,0.639378522,0.639438772,0.639641798,0.639718805,0.639632117,0.639563098,0.639532041,0.639487516,0.639351089,0.639174516,0.638983847,0.638674728,0.638326776,0.638031496,0.638016528,0.638005122,0.638033863,0.638067737,0.638012739,0.638007323,0.637990104,0.638021765,0.638029786,0.632967017,0.628663115,0.631706302,0.629434415,0.631148706,0.638885299,0.6391373,0.639393358,0.639661386,0.639941416
3,abw,1A1a_Heat-production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,abw,1A2a_Ind-Comb-Iron-steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,abw,1A2b_Ind-Comb-Non-ferrous-metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,abw,1A2c_Ind-Comb-Chemicals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,abw,1A2d_Ind-Comb-Pulp-paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,abw,1A2e_Ind-Comb-Food-tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,abw,1A2f_Ind-Comb-Non-metalic-minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,abw,1A2g_Ind-Comb-Construction,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122,0.671958122
11,abw,1A2g_Ind-Comb-machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,abw,1A2g_Ind-Comb-mining-quarying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
