"","iso","sector","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"1","abw","1A1a_Electricity-autoproducer",0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.637817588741551,0.638341389842541,0.638123546840983,0.637886597503577,0.637151423872352,0.636971002591884,0.637175696428088,0.636879660199839,0.636982483819132,0.637177944122556,0.636440969700329,0.636455742054329,0.636394661413417,0.636407267953156,0.636565286367592,0.636616057908397,0.636557910388164,0.636533455257344,0.636419836705211,0.636402670600851,0.620913477095235,0.613196309312576,0.593112537542789,0.593865981067938,0.601909446163769,0.60743081554311,0.605599815584116,0.601912199708485,0.60147211727643,0.602590081668132
"2","abw","1A1a_Electricity-public",0.239671439904018,0.240106289412033,0.240541099350382,0.240975869724465,0.241410600539684,0.241845291801436,0.241416695593675,0.240986063526652,0.240553381060145,0.240118633515133,0.239681806072147,0.239744818704348,0.239765870745388,0.239809211523389,0.239586627062041,0.239703245255305,0.239445990951525,0.239213374885317,0.239058188149906,0.238770904631316,0.238711084889104,0.238796078304997,0.238800417704291,0.238827946310372,0.239026428184017,0.239184873229618,0.239124433566802,0.238939598524917,0.23889325234784,0.238737078350838,0.238677841994928,0.238744525085861,0.238797617248313,0.238821506978007,0.23885575667676,0.238960700489949,0.239096526436254,0.239243194343386,0.239480978087621,0.239748633488853,0.239975772656499,0.239987285962348,0.239996059765156,0.239973951278835,0.239947894243406,0.239990201083751,0.239994366932081,0.240007612459662,0.23998325757943,0.239977087443356,0.243871525173669,0.247182219553216,0.244841306018677,0.246588911236696,0.245270226288615,0.239319000902343,0.239125154070385,0.23892818609897,0.238722010649815,0.238506602797141
"3","abw","1A1a_Heat-production",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","abw","1A2a_Ind-Comb-Iron-steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","abw","1A2b_Ind-Comb-Non-ferrous-metals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","abw","1A2c_Ind-Comb-Chemicals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","abw","1A2d_Ind-Comb-Pulp-paper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","abw","1A2e_Ind-Comb-Food-tobacco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","abw","1A2f_Ind-Comb-Non-metalic-minerals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","abw","1A2g_Ind-Comb-Construction",0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451165,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164,0.213878367451164
