"iso","sector","fuel","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"ago","1A3aii_Domestic-aviation","light_oil","0.000103448275862069","0.000103448275862069","0.000103448275862069","0.000103448275862069","0.000103448275862069","0.000103859538120848","0.000104270800379627","0.000104682062638406","0.000105093324897184","0.000105504587155963","0.000105504587155963","0.000105504587155963","0.000105504587155963","0.000105504587155963"
"alb","1A3dii_Domestic-navigation","diesel_oil","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375","0.0004375"
"are","1A1a_Electricity-autoproducer","diesel_oil","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06"
"are","1A1a_Electricity-public","diesel_oil","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06"
"are","1A1a_Heat-production","diesel_oil","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06","3.98406374501992e-06"
"are","1A2a_Ind-Comb-Iron-steel","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2b_Ind-Comb-Non-ferrous-metals","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2c_Ind-Comb-Chemicals","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2d_Ind-Comb-Pulp-paper","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2e_Ind-Comb-Food-tobacco","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2f_Ind-Comb-Non-metalic-minerals","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-Construction","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-machinery","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-mining-quarying","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-other","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-textile-leather","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-transpequip","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"are","1A2g_Ind-Comb-wood-products","hard_coal","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.66101694915254e-05","4.6410338691327e-05","4.62105078911287e-05","4.60106770909303e-05","4.58108462907319e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05","4.56110154905336e-05"
"aut","1A2a_Ind-Comb-Iron-steel","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2b_Ind-Comb-Non-ferrous-metals","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2c_Ind-Comb-Chemicals","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2d_Ind-Comb-Pulp-paper","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2e_Ind-Comb-Food-tobacco","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2f_Ind-Comb-Non-metalic-minerals","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-Construction","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-machinery","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-mining-quarying","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-other","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-textile-leather","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-transpequip","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aut","1A2g_Ind-Comb-wood-products","coal_coke","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06","7.63358778625954e-06"
"aze","1A3dii_Domestic-navigation","diesel_oil","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589","0.000410958904109589"
"aze","1A3eii_Other-transp","diesel_oil","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013"
"bel","1A4b_Residential","brown_coal","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111","0.000111111111111111"
