"iso","sector","fuel","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"ago","1A3aii_Domestic-aviation","light_oil","2.58620689655172e-05","2.58620689655172e-05","2.58620689655172e-05","2.58620689655172e-05","2.58620689655172e-05","2.61942423283771e-05","2.65264156912369e-05","2.68585890540968e-05","2.71907624169567e-05","2.75229357798165e-05","2.75229357798165e-05","2.75229357798165e-05","2.75229357798165e-05","2.75229357798165e-05"
"alb","1A3dii_Domestic-navigation","diesel_oil","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125","0.0003125"
"are","1A1a_Electricity-autoproducer","diesel_oil","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06"
"are","1A1a_Electricity-public","diesel_oil","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06"
"are","1A1a_Heat-production","diesel_oil","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06","1.99203187250996e-06"
"are","1A2a_Ind-Comb-Iron-steel","hard_coal","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.95807929052773e-05","2.9500568861402e-05","2.94203448175268e-05","2.93401207736515e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05"
"are","1A2b_Ind-Comb-Non-ferrous-metals","hard_coal","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.95807929052773e-05","2.9500568861402e-05","2.94203448175268e-05","2.93401207736515e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05"
"are","1A2c_Ind-Comb-Chemicals","hard_coal","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.95807929052773e-05","2.9500568861402e-05","2.94203448175268e-05","2.93401207736515e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05"
"are","1A2d_Ind-Comb-Pulp-paper","hard_coal","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.95807929052773e-05","2.9500568861402e-05","2.94203448175268e-05","2.93401207736515e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05"
"are","1A2e_Ind-Comb-Food-tobacco","hard_coal","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.96610169491525e-05","2.95807929052773e-05","2.9500568861402e-05","2.94203448175268e-05","2.93401207736515e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05","2.92598967297762e-05"
