Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Emissions Inventory,All Criteria Pollutants,USA,All Antro,x,x,"US EPA Tier I trends, Updated February 6, 2015"
Emissions Inventory,NOx,USA,Mobile,x,x,Discontinuity from 2001 to 2002 smoothed to mid-point of trends in each direction. Proportional difference applied from 2002 to end of time series
Emissions Inventory,NH3,USA,Miscellaneous,x,x,Discontinuity from 2000 to 2001 smoothed by scaling to match post 2000 values
