REASv3.2 SECTOR THA WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.3691410E+02  0.5617390E+02  0.6847790E+02  0.8452800E+02  0.1198360E+03  0.1540750E+03  0.1754740E+03  0.2509140E+03  0.2530510E+03  0.2551870E+03  0.3177850E+03  0.3750220E+03  0.4504610E+03  0.4847020E+03  0.5842070E+03  0.7521900E+03  0.9918700E+03  0.1291470E+04  0.1638100E+04  0.1994380E+04  0.2431500E+04  0.2795260E+04  0.3603860E+04  0.4252416E+04  0.4213676E+04  0.4269801E+04  0.5190626E+04  0.6682670E+04  0.8811150E+04  0.8884400E+04  0.1152708E+05  0.1029921E+05  0.9295853E+04  0.1055848E+05  0.1132625E+05  0.1302774E+05  0.1277943E+05  0.1563352E+05  0.1800852E+05  0.2044904E+05  0.2800495E+05  0.3422074E+05  0.3732676E+05  0.4039101E+05  0.4485670E+05  0.4971962E+05  0.5781250E+05  0.6060156E+05  0.5611376E+05  0.5674354E+05  0.5660325E+05  0.6004470E+05  0.6220890E+05  0.6661644E+05  0.7251655E+05  0.7569037E+05  0.7569322E+05  0.8424605E+05  0.8473518E+05  0.8386065E+05  0.9060745E+05  0.9017871E+05  0.9251236E+05  0.1023077E+06  0.1055792E+06  0.1043190E+06
IND              0.4030152E+04  0.4256369E+04  0.4290151E+04  0.4416560E+04  0.4599960E+04  0.4696254E+04  0.4903239E+04  0.4999712E+04  0.5156751E+04  0.5281069E+04  0.5326671E+04  0.5701389E+04  0.5984708E+04  0.6127503E+04  0.6302898E+04  0.6613954E+04  0.7377249E+04  0.7770279E+04  0.8927290E+04  0.8686790E+04  0.1069361E+05  0.1171743E+05  0.1231935E+05  0.1285579E+05  0.1353086E+05  0.1188831E+05  0.1384320E+05  0.1542898E+05  0.1478753E+05  0.1723234E+05  0.1558633E+05  0.1723006E+05  0.1860139E+05  0.1824252E+05  0.1991933E+05  0.2221972E+05  0.2278343E+05  0.2478409E+05  0.2705137E+05  0.3327852E+05  0.3740199E+05  0.3990135E+05  0.4657653E+05  0.5043428E+05  0.5597062E+05  0.6537153E+05  0.7336970E+05  0.7027527E+05  0.5948156E+05  0.6549744E+05  0.6691970E+05  0.6731819E+05  0.7507463E+05  0.7812568E+05  0.8691177E+05  0.9418367E+05  0.9964131E+05  0.9456132E+05  0.1025361E+06  0.9427685E+05  0.1055371E+06  0.9965922E+05  0.1164307E+06  0.1208189E+06  0.1189680E+06  0.1202629E+06
ROAD             0.3810390E+03  0.5097800E+03  0.6707160E+03  0.7797430E+03  0.7745320E+03  0.8638430E+03  0.9209640E+03  0.1024769E+04  0.1133808E+04  0.1373631E+04  0.1604144E+04  0.1690277E+04  0.1924902E+04  0.2167882E+04  0.2536445E+04  0.2334016E+04  0.3067079E+04  0.3492740E+04  0.3965900E+04  0.4630880E+04  0.5234590E+04  0.5644870E+04  0.6167200E+04  0.7105470E+04  0.6478101E+04  0.6877522E+04  0.8216760E+04  0.8791040E+04  0.9295730E+04  0.1000853E+05  0.9503920E+04  0.9933120E+04  0.8826617E+04  0.1045309E+05  0.1212806E+05  0.1256133E+05  0.1318567E+05  0.1596460E+05  0.1885760E+05  0.2261621E+05  0.2558060E+05  0.2641124E+05  0.2847448E+05  0.3362610E+05  0.3750864E+05  0.4516184E+05  0.4992432E+05  0.4981497E+05  0.4304902E+05  0.4448402E+05  0.4318317E+05  0.4407457E+05  0.4661270E+05  0.4994982E+05  0.5365564E+05  0.5336312E+05  0.4912766E+05  0.5155440E+05  0.4737553E+05  0.4970511E+05  0.4965988E+05  0.5065430E+05  0.5190122E+05  0.4841599E+05  0.4548835E+05  0.5008862E+05
OTRA             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2450900E+03  0.2978300E+03  0.3257500E+03  0.3598800E+03  0.3722900E+03  0.3722900E+03  0.3412700E+03  0.3567800E+03  0.4126200E+03  0.3567800E+03  0.2885200E+03  0.3226500E+03  0.2978300E+03  0.3164500E+03  0.3629800E+03  0.3288600E+03  0.2947300E+03  0.3071400E+03  0.3071400E+03  0.2885200E+03  0.2854200E+03  0.2699100E+03  0.2575000E+03  0.2450900E+03  0.2419900E+03  0.2419900E+03  0.2202700E+03  0.2388900E+03
RESI             0.8320800E+04  0.8516200E+04  0.8711500E+04  0.8906900E+04  0.9102100E+04  0.9297600E+04  0.9492900E+04  0.9688200E+04  0.9883600E+04  0.1007910E+05  0.1027440E+05  0.1049150E+05  0.1077130E+05  0.1105680E+05  0.1134840E+05  0.1164610E+05  0.1202734E+05  0.1233784E+05  0.1273238E+05  0.1297924E+05  0.1361960E+05  0.1410306E+05  0.1477823E+05  0.1519685E+05  0.1580992E+05  0.2218564E+05  0.2244851E+05  0.2244558E+05  0.2263707E+05  0.2291303E+05  0.2263664E+05  0.2291408E+05  0.2302347E+05  0.1477128E+05  0.1631147E+05  0.1908453E+05  0.2119987E+05  0.2278199E+05  0.2368738E+05  0.2626012E+05  0.2780966E+05  0.2906464E+05  0.2810253E+05  0.2626568E+05  0.2501521E+05  0.2326912E+05  0.2200886E+05  0.2212003E+05  0.2209019E+05  0.2269799E+05  0.2323618E+05  0.2363834E+05  0.2405284E+05  0.2461506E+05  0.2685380E+05  0.2694595E+05  0.2703975E+05  0.2856604E+05  0.2994505E+05  0.2966396E+05  0.3245324E+05  0.3210973E+05  0.3272242E+05  0.3211790E+05  0.3209220E+05  0.3061570E+05
ODOM             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4069160E+03  0.4069160E+03  0.8138320E+03  0.4069160E+03  0.2034570E+04  0.2644940E+04  0.2617710E+04  0.3178130E+04  0.4330700E+04  0.3964368E+04  0.3850116E+04  0.4132873E+04  0.4274913E+04  0.4606573E+04  0.4514946E+04  0.4237505E+04  0.4500651E+04  0.4838036E+04  0.4849426E+04  0.4486793E+04  0.4642125E+04  0.4577273E+04  0.5536095E+04  0.6019555E+04  0.6590848E+04  0.6680630E+04  0.6974348E+04  0.6201208E+04  0.6181776E+04  0.6347995E+04  0.7157914E+04  0.9884889E+04  0.9413844E+04  0.1057726E+05  0.1057660E+05  0.1079950E+05  0.1138290E+05  0.1217830E+05  0.1287113E+05  0.1148373E+05  0.1216493E+05  0.1276073E+05  0.1303532E+05  0.1283412E+05  0.1385516E+05  0.1433241E+05  0.1490848E+05  0.1458073E+05  0.1437413E+05  0.1409406E+05
TOTAL            0.1276891E+05  0.1333852E+05  0.1374084E+05  0.1418773E+05  0.1459643E+05  0.1501177E+05  0.1549258E+05  0.1596360E+05  0.1642721E+05  0.1698899E+05  0.1752300E+05  0.1825819E+05  0.1913137E+05  0.1983689E+05  0.2077195E+05  0.2134626E+05  0.2387045E+05  0.2529924E+05  0.2807750E+05  0.2869821E+05  0.3401387E+05  0.3690556E+05  0.3948635E+05  0.4258866E+05  0.4436326E+05  0.4918564E+05  0.5354921E+05  0.5748114E+05  0.5980639E+05  0.6364487E+05  0.6376892E+05  0.6461397E+05  0.6424798E+05  0.5886341E+05  0.6453454E+05  0.7138011E+05  0.7459052E+05  0.8374147E+05  0.9338605E+05  0.1089213E+06  0.1257138E+06  0.1366385E+06  0.1478269E+06  0.1572906E+06  0.1698742E+06  0.1902269E+06  0.2106859E+06  0.2130535E+06  0.1904369E+06  0.2003229E+06  0.2008167E+06  0.2061918E+06  0.2196949E+06  0.2318142E+06  0.2531036E+06  0.2619740E+06  0.2639740E+06  0.2719771E+06  0.2779126E+06  0.2706106E+06  0.2923703E+06  0.2871795E+06  0.3087172E+06  0.3184832E+06  0.3167222E+06  0.3196192E+06
PP-EXCL-BF       0.3691410E+02  0.5617390E+02  0.6847790E+02  0.8452800E+02  0.1198360E+03  0.1540750E+03  0.1754740E+03  0.2509140E+03  0.2530510E+03  0.2551870E+03  0.3177850E+03  0.3750220E+03  0.4504610E+03  0.4847020E+03  0.5842070E+03  0.7521900E+03  0.9918700E+03  0.1291470E+04  0.1638100E+04  0.1994380E+04  0.2431500E+04  0.2795260E+04  0.3603860E+04  0.4252416E+04  0.4213676E+04  0.4269801E+04  0.5190626E+04  0.6682670E+04  0.8811150E+04  0.8884400E+04  0.1152708E+05  0.1029921E+05  0.9295853E+04  0.1055848E+05  0.1132625E+05  0.1302774E+05  0.1277943E+05  0.1563352E+05  0.1800852E+05  0.2044904E+05  0.2800495E+05  0.3422074E+05  0.3732676E+05  0.4039101E+05  0.4485670E+05  0.4903780E+05  0.5537740E+05  0.5974232E+05  0.5530323E+05  0.5425974E+05  0.5501005E+05  0.5861150E+05  0.6028170E+05  0.6329434E+05  0.6891955E+05  0.7147538E+05  0.7157578E+05  0.7921263E+05  0.7881270E+05  0.7700185E+05  0.8267113E+05  0.8238280E+05  0.8446158E+05  0.9027408E+05  0.9240544E+05  0.9108366E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6818200E+03  0.2435100E+04  0.8592400E+03  0.8105300E+03  0.2483800E+04  0.1593200E+04  0.1433200E+04  0.1927200E+04  0.3322100E+04  0.3597000E+04  0.4214986E+04  0.4117444E+04  0.5033416E+04  0.5922476E+04  0.6858796E+04  0.7936320E+04  0.7795910E+04  0.8050782E+04  0.1203362E+05  0.1317376E+05  0.1323534E+05
IND-EXCL-BF      0.1640120E+03  0.2994990E+03  0.2424410E+03  0.2781100E+03  0.3708000E+03  0.3762540E+03  0.4925090E+03  0.4982420E+03  0.5645410E+03  0.5980290E+03  0.5528710E+03  0.8266890E+03  0.9980080E+03  0.1027603E+04  0.1088898E+04  0.1284654E+04  0.1931749E+04  0.2207179E+04  0.3245390E+04  0.2884890E+04  0.4770410E+04  0.5664330E+04  0.6397250E+04  0.6926190E+04  0.6376360E+04  0.6837010E+04  0.7574800E+04  0.8031480E+04  0.8422430E+04  0.9225740E+04  0.9081830E+04  0.9182160E+04  0.8958090E+04  0.9141020E+04  0.1024733E+05  0.1194012E+05  0.1228963E+05  0.1434809E+05  0.1650667E+05  0.1978652E+05  0.2439449E+05  0.2623165E+05  0.3050833E+05  0.3703798E+05  0.4253732E+05  0.4873723E+05  0.5548730E+05  0.5199517E+05  0.4373996E+05  0.4870454E+05  0.4948990E+05  0.5276539E+05  0.5871253E+05  0.5951558E+05  0.6721857E+05  0.7257497E+05  0.7727191E+05  0.7074452E+05  0.7714320E+05  0.6773055E+05  0.7780290E+05  0.7289182E+05  0.8486150E+05  0.9136250E+05  0.8800420E+05  0.9039730E+05
