REASv3.2 SECTOR CHN JX CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.1178732E+03  0.1460599E+03  0.1870531E+03  0.2357364E+03  0.2818664E+03  0.3151697E+03  0.4253529E+03  0.4945428E+03  0.7046560E+03  0.1083869E+04  0.1522058E+04  0.1229899E+04  0.1173585E+04  0.1255532E+04  0.1434965E+04  0.1732172E+04  0.2113948E+04  0.1983258E+04  0.1834705E+04  0.2408631E+04  0.2969840E+04  0.3546290E+04  0.3636345E+04  0.3717116E+04  0.3663602E+04  0.4241995E+04  0.4127040E+04  0.4920000E+04  0.6671540E+04  0.7068910E+04  0.7310604E+04  0.7353930E+04  0.7741444E+04  0.8237741E+04  0.9160452E+04  0.1001620E+05  0.1052493E+05  0.1110039E+05  0.1169344E+05  0.1204936E+05  0.1234963E+05  0.1283997E+05  0.1319401E+05  0.1409125E+05  0.1497175E+05  0.1671365E+05  0.1788144E+05  0.1452240E+05  0.1423204E+05  0.1516208E+05  0.1867802E+05  0.1974489E+05  0.2107878E+05  0.2807289E+05  0.3700217E+05  0.3691488E+05  0.3973740E+05  0.4844528E+05  0.4618815E+05  0.4731964E+05  0.5886064E+05  0.6147607E+05  0.5456028E+05  0.6863478E+05  0.6697541E+05  0.7028264E+05
IND              0.5782521E+03  0.8327290E+03  0.1025136E+04  0.1216364E+04  0.1492457E+04  0.1643099E+04  0.2166105E+04  0.2512407E+04  0.4505115E+04  0.6543491E+04  0.7836761E+04  0.4355835E+04  0.3465108E+04  0.3721636E+04  0.4440389E+04  0.4780027E+04  0.6361874E+04  0.4776786E+04  0.4579510E+04  0.6202012E+04  0.8377191E+04  0.9931326E+04  0.1046158E+05  0.1071689E+05  0.1085617E+05  0.1251938E+05  0.1272399E+05  0.1456105E+05  0.1615486E+05  0.1662935E+05  0.1602978E+05  0.1566983E+05  0.1677074E+05  0.1803933E+05  0.2006424E+05  0.2096985E+05  0.2332951E+05  0.2603968E+05  0.2872387E+05  0.3112374E+05  0.3165328E+05  0.3382594E+05  0.3597522E+05  0.3925039E+05  0.4050898E+05  0.4464361E+05  0.4218311E+05  0.4220176E+05  0.4136611E+05  0.4093083E+05  0.3907199E+05  0.4298836E+05  0.4337879E+05  0.5042280E+05  0.6274208E+05  0.6938352E+05  0.8201825E+05  0.1008913E+06  0.1061528E+06  0.1208881E+06  0.1055782E+06  0.1126533E+06  0.1086209E+06  0.1531772E+06  0.1579376E+06  0.1595519E+06
ROAD             0.6154570E+02  0.6967419E+02  0.7420319E+02  0.8697680E+02  0.9951810E+02  0.1125249E+03  0.1300592E+03  0.1399288E+03  0.1926501E+03  0.2357330E+03  0.2514088E+03  0.2680152E+03  0.2767242E+03  0.2890327E+03  0.3034321E+03  0.3285111E+03  0.3473296E+03  0.3609054E+03  0.3750824E+03  0.4020228E+03  0.4595072E+03  0.5344024E+03  0.6207511E+03  0.7233273E+03  0.8403085E+03  0.8869023E+03  0.9032273E+03  0.9728462E+03  0.1077362E+04  0.1132904E+04  0.1065086E+04  0.1011908E+04  0.1076651E+04  0.1197337E+04  0.1305235E+04  0.1402714E+04  0.1574670E+04  0.1614704E+04  0.1689331E+04  0.1703246E+04  0.1687656E+04  0.1847403E+04  0.2003910E+04  0.2192278E+04  0.2068082E+04  0.2173730E+04  0.1978072E+04  0.2300808E+04  0.2543828E+04  0.2972232E+04  0.3239167E+04  0.3373594E+04  0.4286413E+04  0.3964500E+04  0.4871940E+04  0.5139477E+04  0.5633533E+04  0.6153657E+04  0.7031575E+04  0.7027093E+04  0.9846013E+04  0.1138834E+05  0.1197946E+05  0.1333734E+05  0.1414404E+05  0.1588321E+05
OTRA             0.4126700E+03  0.4145300E+03  0.4256900E+03  0.4424200E+03  0.4554300E+03  0.4758800E+03  0.4926100E+03  0.4963200E+03  0.5613900E+03  0.6004200E+03  0.6301600E+03  0.6413200E+03  0.6431800E+03  0.6506100E+03  0.6561900E+03  0.6766400E+03  0.7026600E+03  0.7175300E+03  0.7212500E+03  0.7305400E+03  0.7621500E+03  0.7956100E+03  0.8390500E+03  0.8512200E+03  0.8424100E+03  0.1001700E+04  0.1016100E+04  0.1156700E+04  0.1236700E+04  0.1259600E+04  0.1171900E+04  0.1263600E+04  0.1317100E+04  0.1328900E+04  0.1382200E+04  0.1374052E+04  0.1273568E+04  0.1243084E+04  0.1199200E+04  0.1104116E+04  0.9983820E+03  0.9016080E+03  0.7853740E+03  0.6902900E+03  0.5861771E+03  0.5349550E+03  0.5470090E+03  0.5156720E+03  0.3293370E+03  0.3429090E+03  0.8372160E+03  0.1048310E+04  0.1249830E+04  0.2037910E+04  0.1588720E+04  0.1084744E+04  0.1008988E+04  0.9274440E+03  0.8376350E+03  0.7484240E+03  0.7384550E+03  0.7089760E+03  0.6716750E+03  0.5898500E+03  0.5679720E+03  0.5346240E+03
RESI             0.9080704E+04  0.9349642E+04  0.9637981E+04  0.9868183E+04  0.1016325E+05  0.1042584E+05  0.1074037E+05  0.1108132E+05  0.1219039E+05  0.1304059E+05  0.1342953E+05  0.1283917E+05  0.1264571E+05  0.1281059E+05  0.1298481E+05  0.1328422E+05  0.1360391E+05  0.1348637E+05  0.1376472E+05  0.1425894E+05  0.1503307E+05  0.1534069E+05  0.1579627E+05  0.1613599E+05  0.1639803E+05  0.1714901E+05  0.1740975E+05  0.1806277E+05  0.1852096E+05  0.1880655E+05  0.1869980E+05  0.1905404E+05  0.1933529E+05  0.1971862E+05  0.2013653E+05  0.2076126E+05  0.2104614E+05  0.2163287E+05  0.2221447E+05  0.2259758E+05  0.2290342E+05  0.2335407E+05  0.2364304E+05  0.2412022E+05  0.2450870E+05  0.2471428E+05  0.2386173E+05  0.2418673E+05  0.2270764E+05  0.2198300E+05  0.2166758E+05  0.1940139E+05  0.2438713E+05  0.2393125E+05  0.2335549E+05  0.2378713E+05  0.3170407E+05  0.1823263E+05  0.1787526E+05  0.1795410E+05  0.1847810E+05  0.1714831E+05  0.1589042E+05  0.1555220E+05  0.1573069E+05  0.1560107E+05
ODOM             0.9999587E+02  0.1236035E+03  0.1540799E+03  0.1644640E+03  0.1976317E+03  0.2194098E+03  0.2596511E+03  0.3097152E+03  0.6334782E+03  0.8697082E+03  0.9436618E+03  0.6716931E+03  0.5416610E+03  0.5395489E+03  0.5480177E+03  0.6054458E+03  0.6724284E+03  0.5626431E+03  0.6085031E+03  0.7514393E+03  0.1011251E+04  0.1155521E+04  0.1243855E+04  0.1303001E+04  0.1325642E+04  0.1512065E+04  0.1542330E+04  0.1727631E+04  0.1866986E+04  0.1901838E+04  0.1748596E+04  0.1734882E+04  0.1884634E+04  0.2015347E+04  0.2216906E+04  0.2383373E+04  0.2258758E+04  0.2262416E+04  0.2276500E+04  0.2198574E+04  0.2096269E+04  0.2059229E+04  0.2006748E+04  0.2032668E+04  0.1906829E+04  0.1958540E+04  0.1323112E+04  0.1360529E+04  0.1633871E+04  0.1171176E+04  0.1136957E+04  0.1160549E+04  0.9689647E+03  0.9690772E+03  0.1254029E+04  0.3824501E+04  0.3571386E+04  0.3386507E+04  0.3187622E+04  0.3307661E+04  0.3773173E+04  0.3657855E+04  0.3574499E+04  0.3842577E+04  0.4339951E+04  0.4512874E+04
TOTAL            0.1035104E+05  0.1093624E+05  0.1150414E+05  0.1201414E+05  0.1269015E+05  0.1319192E+05  0.1421415E+05  0.1503423E+05  0.1878768E+05  0.2237381E+05  0.2461358E+05  0.2000593E+05  0.1874597E+05  0.1926695E+05  0.2036780E+05  0.2140702E+05  0.2380215E+05  0.2188749E+05  0.2188377E+05  0.2475359E+05  0.2861301E+05  0.3130384E+05  0.3259785E+05  0.3344754E+05  0.3392616E+05  0.3731105E+05  0.3772244E+05  0.4140100E+05  0.4552841E+05  0.4679915E+05  0.4602577E+05  0.4608819E+05  0.4812586E+05  0.5053728E+05  0.5426556E+05  0.5690745E+05  0.6000758E+05  0.6389314E+05  0.6779681E+05  0.7077662E+05  0.7168864E+05  0.7482822E+05  0.7760830E+05  0.8237710E+05  0.8455052E+05  0.9073876E+05  0.8777447E+05  0.8508790E+05  0.8281283E+05  0.8256223E+05  0.8463093E+05  0.8771709E+05  0.9534991E+05  0.1093984E+06  0.1308144E+06  0.1401343E+06  0.1636736E+06  0.1780368E+06  0.1812730E+06  0.1972450E+06  0.1972746E+06  0.2070329E+06  0.1952972E+06  0.2551339E+06  0.2596957E+06  0.2663663E+06
PP-EXCL-BF       0.1178732E+03  0.1460599E+03  0.1870531E+03  0.2357364E+03  0.2818664E+03  0.3151697E+03  0.4253529E+03  0.4945428E+03  0.7046560E+03  0.1083869E+04  0.1522058E+04  0.1229899E+04  0.1173585E+04  0.1255532E+04  0.1434965E+04  0.1732172E+04  0.2113948E+04  0.1983258E+04  0.1834705E+04  0.2408631E+04  0.2969840E+04  0.3546290E+04  0.3636345E+04  0.3717116E+04  0.3663602E+04  0.4241995E+04  0.4127040E+04  0.4920000E+04  0.6671540E+04  0.7068910E+04  0.7310604E+04  0.7353930E+04  0.7741444E+04  0.8237741E+04  0.9160452E+04  0.1001620E+05  0.1052493E+05  0.1110039E+05  0.1169344E+05  0.1204936E+05  0.1234963E+05  0.1283997E+05  0.1319401E+05  0.1409125E+05  0.1497175E+05  0.1671365E+05  0.1788144E+05  0.1452240E+05  0.1423204E+05  0.1516208E+05  0.1867802E+05  0.1974489E+05  0.2107878E+05  0.2807289E+05  0.3700217E+05  0.3691488E+05  0.3973740E+05  0.4844528E+05  0.4618815E+05  0.4731964E+05  0.5886064E+05  0.6147607E+05  0.5456028E+05  0.6863478E+05  0.6697541E+05  0.7028264E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
IND-EXCL-BF      0.5782521E+03  0.8327290E+03  0.1025136E+04  0.1216364E+04  0.1492457E+04  0.1643099E+04  0.2166105E+04  0.2512407E+04  0.4505115E+04  0.6543491E+04  0.7836761E+04  0.4355835E+04  0.3465108E+04  0.3721636E+04  0.4440389E+04  0.4780027E+04  0.6361874E+04  0.4776786E+04  0.4579510E+04  0.6202012E+04  0.8377191E+04  0.9931326E+04  0.1046158E+05  0.1071689E+05  0.1085617E+05  0.1251938E+05  0.1272399E+05  0.1456105E+05  0.1615486E+05  0.1662935E+05  0.1602978E+05  0.1566983E+05  0.1677074E+05  0.1803933E+05  0.2006424E+05  0.2096985E+05  0.2332951E+05  0.2603968E+05  0.2872387E+05  0.3112374E+05  0.3165328E+05  0.3382594E+05  0.3597522E+05  0.3925039E+05  0.4050898E+05  0.4464361E+05  0.4218311E+05  0.4220176E+05  0.4136611E+05  0.4093083E+05  0.3907199E+05  0.4298836E+05  0.4337879E+05  0.5042280E+05  0.6274208E+05  0.6938352E+05  0.8201825E+05  0.1008913E+06  0.1061528E+06  0.1208881E+06  0.1055782E+06  0.1126533E+06  0.1086209E+06  0.1531772E+06  0.1579376E+06  0.1595519E+06
