REASv3.2 SECTOR CHN HE CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.3573100E+03  0.4427595E+03  0.5670434E+03  0.7146299E+03  0.8544455E+03  0.9554268E+03  0.1289464E+04  0.1499178E+04  0.2136089E+04  0.3285677E+04  0.4613996E+04  0.3728517E+04  0.3557558E+04  0.3806126E+04  0.4349886E+04  0.5250907E+04  0.6408367E+04  0.6012152E+04  0.5561642E+04  0.7301616E+04  0.9002737E+04  0.1075008E+05  0.1102303E+05  0.1126788E+05  0.1110646E+05  0.1285935E+05  0.1251145E+05  0.1491526E+05  0.2022503E+05  0.2142987E+05  0.2216616E+05  0.2229998E+05  0.2347182E+05  0.2497523E+05  0.2777329E+05  0.3036908E+05  0.3421305E+05  0.3660570E+05  0.3940465E+05  0.4118168E+05  0.4302907E+05  0.4581867E+05  0.4812607E+05  0.5248359E+05  0.5712641E+05  0.6513964E+05  0.7440617E+05  0.7615109E+05  0.7240549E+05  0.7859414E+05  0.8619169E+05  0.9260481E+05  0.1058499E+06  0.1177039E+06  0.1360558E+06  0.1503919E+06  0.1560047E+06  0.1855364E+06  0.1948013E+06  0.2094754E+06  0.2684828E+06  0.2943195E+06  0.2901735E+06  0.3299595E+06  0.2852756E+06  0.3140150E+06
IND              0.1536789E+04  0.2258741E+04  0.2923510E+04  0.3474293E+04  0.4401658E+04  0.5191955E+04  0.6900675E+04  0.8238563E+04  0.1564972E+05  0.2434613E+05  0.3002097E+05  0.1530820E+05  0.1110380E+05  0.1145117E+05  0.1362145E+05  0.1176111E+05  0.1989738E+05  0.1442362E+05  0.1338023E+05  0.1889712E+05  0.2540766E+05  0.3037238E+05  0.3198838E+05  0.3266185E+05  0.3328980E+05  0.3846653E+05  0.3925494E+05  0.4442134E+05  0.4867849E+05  0.4956230E+05  0.4991592E+05  0.4792995E+05  0.5047705E+05  0.5409258E+05  0.6021280E+05  0.6111274E+05  0.6869476E+05  0.7665921E+05  0.8456974E+05  0.9032978E+05  0.9067795E+05  0.9664425E+05  0.1046579E+06  0.1179476E+06  0.1205908E+06  0.1371165E+06  0.1298534E+06  0.1298842E+06  0.1322614E+06  0.1364913E+06  0.1447704E+06  0.1626081E+06  0.1864161E+06  0.2258755E+06  0.2596628E+06  0.3325844E+06  0.3631303E+06  0.3899977E+06  0.3966817E+06  0.4138862E+06  0.5108679E+06  0.5493328E+06  0.5490719E+06  0.6497480E+06  0.6480347E+06  0.6232330E+06
ROAD             0.5771245E+02  0.9068912E+02  0.1154228E+03  0.1401565E+03  0.1813792E+03  0.2061132E+03  0.2390920E+03  0.2638238E+03  0.4204701E+03  0.5358947E+03  0.5771245E+03  0.5523827E+03  0.5688705E+03  0.5853585E+03  0.6595631E+03  0.7172704E+03  0.7337591E+03  0.7997198E+03  0.8244518E+03  0.8904035E+03  0.1022316E+04  0.1244922E+04  0.1446948E+04  0.1687513E+04  0.1970704E+04  0.2086466E+04  0.2121569E+04  0.2286938E+04  0.2530919E+04  0.2668540E+04  0.2522499E+04  0.2394710E+04  0.2543046E+04  0.2829430E+04  0.3089230E+04  0.3298963E+04  0.3914063E+04  0.4219626E+04  0.4615668E+04  0.4838338E+04  0.4961960E+04  0.5716212E+04  0.6476354E+04  0.7354835E+04  0.7195428E+04  0.7799994E+04  0.7859558E+04  0.8195353E+04  0.7850661E+04  0.8685894E+04  0.9106560E+04  0.9703859E+04  0.1031121E+05  0.1175886E+05  0.1500481E+05  0.1623546E+05  0.1777263E+05  0.1834250E+05  0.1881609E+05  0.2007892E+05  0.2199503E+05  0.2512750E+05  0.2904570E+05  0.2913546E+05  0.2631265E+05  0.3238215E+05
OTRA             0.8479600E+02  0.8517800E+02  0.8747000E+02  0.9090700E+02  0.9358100E+02  0.9778300E+02  0.1012200E+03  0.1019800E+03  0.1153500E+03  0.1233700E+03  0.1294900E+03  0.1317800E+03  0.1321600E+03  0.1336900E+03  0.1348300E+03  0.1390300E+03  0.1443800E+03  0.1474400E+03  0.1482000E+03  0.1501100E+03  0.1566100E+03  0.1634800E+03  0.1724100E+03  0.1749100E+03  0.1731000E+03  0.2058200E+03  0.2087800E+03  0.2376800E+03  0.2541100E+03  0.2588300E+03  0.2408000E+03  0.2596500E+03  0.2706400E+03  0.2730600E+03  0.2840100E+03  0.2809997E+03  0.3561637E+03  0.4530333E+03  0.5568275E+03  0.6420311E+03  0.7194351E+03  0.7989651E+03  0.8579687E+03  0.9356967E+03  0.9924635E+03  0.1115242E+04  0.9600897E+03  0.9040890E+03  0.9259307E+03  0.9346667E+03  0.1360591E+04  0.1234950E+04  0.1171630E+04  0.1166139E+04  0.1590216E+04  0.2445516E+04  0.2089108E+04  0.2100543E+04  0.1823108E+04  0.1638711E+04  0.1776946E+04  0.1726691E+04  0.1702171E+04  0.1851120E+04  0.1661960E+04  0.1273630E+04
RESI             0.1682857E+05  0.1749330E+05  0.1824853E+05  0.1872956E+05  0.1951616E+05  0.2014957E+05  0.2102781E+05  0.2202717E+05  0.2662415E+05  0.3000310E+05  0.3121762E+05  0.2791315E+05  0.2646749E+05  0.2669978E+05  0.2696311E+05  0.2780655E+05  0.2874309E+05  0.2766177E+05  0.2841404E+05  0.3014513E+05  0.3316116E+05  0.3440470E+05  0.3561401E+05  0.3632780E+05  0.3672446E+05  0.3954363E+05  0.4014047E+05  0.4261278E+05  0.4415971E+05  0.4487318E+05  0.4388500E+05  0.4498078E+05  0.4585238E+05  0.4709248E+05  0.4867391E+05  0.5086323E+05  0.5087685E+05  0.5211749E+05  0.5327773E+05  0.5352857E+05  0.5360073E+05  0.5401296E+05  0.5397496E+05  0.5472530E+05  0.5529824E+05  0.5618889E+05  0.5875017E+05  0.5688657E+05  0.6679177E+05  0.5548795E+05  0.5426808E+05  0.5756904E+05  0.5697799E+05  0.6213176E+05  0.5668476E+05  0.5704116E+05  0.5365325E+05  0.5294368E+05  0.5586303E+05  0.5519719E+05  0.6121717E+05  0.5886050E+05  0.5873121E+05  0.6550798E+05  0.6386547E+05  0.6619573E+05
ODOM             0.2057602E+03  0.2552347E+03  0.3185916E+03  0.3427108E+03  0.4125466E+03  0.4595340E+03  0.5441453E+03  0.6502951E+03  0.1317875E+04  0.1819288E+04  0.1994114E+04  0.1446659E+04  0.1191528E+04  0.1199660E+04  0.1250702E+04  0.1414742E+04  0.1604985E+04  0.1371868E+04  0.1500282E+04  0.1886529E+04  0.2562451E+04  0.3002468E+04  0.3277737E+04  0.3509594E+04  0.3637594E+04  0.4029240E+04  0.4125689E+04  0.4567709E+04  0.4972929E+04  0.5068413E+04  0.4603148E+04  0.4565592E+04  0.4757775E+04  0.5018214E+04  0.5447030E+04  0.5919653E+04  0.5706778E+04  0.5820492E+04  0.5989488E+04  0.5908945E+04  0.5752430E+04  0.5783058E+04  0.5809217E+04  0.6085788E+04  0.5794890E+04  0.6174842E+04  0.6535950E+04  0.6772513E+04  0.1787998E+05  0.6973861E+04  0.7219195E+04  0.7417231E+04  0.7530157E+04  0.7566649E+04  0.7619906E+04  0.8723721E+04  0.7253235E+04  0.7025682E+04  0.1372889E+05  0.1432530E+05  0.1607837E+05  0.1778139E+05  0.2016424E+05  0.1825880E+05  0.1797363E+05  0.1836560E+05
TOTAL            0.1907094E+05  0.2062590E+05  0.2226057E+05  0.2349226E+05  0.2545977E+05  0.2706038E+05  0.3010241E+05  0.3278101E+05  0.4626365E+05  0.6011346E+05  0.6855331E+05  0.4908069E+05  0.4302141E+05  0.4387578E+05  0.4697954E+05  0.4708961E+05  0.5753196E+05  0.5041657E+05  0.4982885E+05  0.5927091E+05  0.7131293E+05  0.7993803E+05  0.8352251E+05  0.8562955E+05  0.8690212E+05  0.9719104E+05  0.9836290E+05  0.1090417E+06  0.1208212E+06  0.1238611E+06  0.1233335E+06  0.1224307E+06  0.1273727E+06  0.1342810E+06  0.1454803E+06  0.1518447E+06  0.1637617E+06  0.1758756E+06  0.1884141E+06  0.1964293E+06  0.1987416E+06  0.2087741E+06  0.2199025E+06  0.2395328E+06  0.2469982E+06  0.2735351E+06  0.2783653E+06  0.2787938E+06  0.2981152E+06  0.2871678E+06  0.3029165E+06  0.3311380E+06  0.3682570E+06  0.4262028E+06  0.4766183E+06  0.5674222E+06  0.5999032E+06  0.6559465E+06  0.6817141E+06  0.7146017E+06  0.8804182E+06  0.9471484E+06  0.9488887E+06  0.1094461E+07  0.1043124E+07  0.1055465E+07
PP-EXCL-BF       0.3573100E+03  0.4427595E+03  0.5670434E+03  0.7146299E+03  0.8544455E+03  0.9554268E+03  0.1289464E+04  0.1499178E+04  0.2136089E+04  0.3285677E+04  0.4613996E+04  0.3728517E+04  0.3557558E+04  0.3806126E+04  0.4349886E+04  0.5250907E+04  0.6408367E+04  0.6012152E+04  0.5561642E+04  0.7301616E+04  0.9002737E+04  0.1075008E+05  0.1102303E+05  0.1126788E+05  0.1110646E+05  0.1285935E+05  0.1251145E+05  0.1491526E+05  0.2022503E+05  0.2142987E+05  0.2216616E+05  0.2229998E+05  0.2347182E+05  0.2497523E+05  0.2777329E+05  0.3036908E+05  0.3421305E+05  0.3660570E+05  0.3940465E+05  0.4118168E+05  0.4302907E+05  0.4581867E+05  0.4812607E+05  0.5248359E+05  0.5712641E+05  0.6513964E+05  0.7440617E+05  0.7615109E+05  0.7240549E+05  0.7859414E+05  0.8619169E+05  0.9260481E+05  0.1058499E+06  0.1177039E+06  0.1360558E+06  0.1503919E+06  0.1560047E+06  0.1855364E+06  0.1948013E+06  0.2094754E+06  0.2684828E+06  0.2943195E+06  0.2901735E+06  0.3299595E+06  0.2852756E+06  0.3140150E+06
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
IND-EXCL-BF      0.1536789E+04  0.2258741E+04  0.2923510E+04  0.3474293E+04  0.4401658E+04  0.5191955E+04  0.6900675E+04  0.8238563E+04  0.1564972E+05  0.2434613E+05  0.3002097E+05  0.1530820E+05  0.1110380E+05  0.1145117E+05  0.1362145E+05  0.1176111E+05  0.1989738E+05  0.1442362E+05  0.1338023E+05  0.1889712E+05  0.2540766E+05  0.3037238E+05  0.3198838E+05  0.3266185E+05  0.3328980E+05  0.3846653E+05  0.3925494E+05  0.4442134E+05  0.4867849E+05  0.4956230E+05  0.4991592E+05  0.4792995E+05  0.5047705E+05  0.5409258E+05  0.6021280E+05  0.6111274E+05  0.6869476E+05  0.7665921E+05  0.8456974E+05  0.9032978E+05  0.9067795E+05  0.9664425E+05  0.1046579E+06  0.1179476E+06  0.1205908E+06  0.1371165E+06  0.1298534E+06  0.1298842E+06  0.1322614E+06  0.1364913E+06  0.1447704E+06  0.1626081E+06  0.1864161E+06  0.2258755E+06  0.2596628E+06  0.3325844E+06  0.3631303E+06  0.3899977E+06  0.3966817E+06  0.4138862E+06  0.5108679E+06  0.5493328E+06  0.5490719E+06  0.6497480E+06  0.6480347E+06  0.6232330E+06
