REASv3.2 SECTOR CHN WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.4419174E+04  0.5467697E+04  0.6953098E+04  0.8717713E+04  0.1040041E+05  0.1164365E+05  0.1570449E+05  0.1823154E+05  0.2577420E+05  0.3936515E+05  0.5508750E+05  0.4490514E+05  0.4309943E+05  0.4622962E+05  0.5285925E+05  0.6368917E+05  0.7755710E+05  0.7318986E+05  0.6829560E+05  0.8918639E+05  0.1095314E+06  0.1303844E+06  0.1407990E+06  0.1518245E+06  0.1486624E+06  0.1768147E+06  0.1829805E+06  0.2066436E+06  0.2697303E+06  0.2947598E+06  0.3083668E+06  0.3073637E+06  0.3182222E+06  0.3359484E+06  0.3661284E+06  0.3936673E+06  0.4266620E+06  0.4816814E+06  0.5407123E+06  0.5873479E+06  0.6327487E+06  0.6910596E+06  0.7410023E+06  0.8225235E+06  0.8891412E+06  0.1018070E+07  0.1116034E+07  0.1103202E+07  0.1103358E+07  0.1134377E+07  0.1214175E+07  0.1339856E+07  0.1499547E+07  0.1748489E+07  0.2096944E+07  0.2390198E+07  0.2713251E+07  0.3068494E+07  0.3171847E+07  0.3300630E+07  0.3935650E+07  0.4423332E+07  0.4472011E+07  0.4709630E+07  0.4580493E+07  0.4609023E+07
IND              0.2560722E+05  0.3579398E+05  0.4469962E+05  0.5200639E+05  0.6419518E+05  0.7199403E+05  0.9357718E+05  0.1105500E+06  0.2054325E+06  0.3031638E+06  0.3549911E+06  0.2024674E+06  0.1583276E+06  0.1650775E+06  0.1910337E+06  0.1973283E+06  0.2678612E+06  0.2039281E+06  0.1972147E+06  0.2653787E+06  0.3576504E+06  0.4250563E+06  0.4439870E+06  0.4557179E+06  0.4794836E+06  0.5450036E+06  0.5636257E+06  0.6434474E+06  0.6997262E+06  0.7031517E+06  0.7020098E+06  0.6754863E+06  0.7146306E+06  0.7608220E+06  0.8406366E+06  0.8622876E+06  0.9445477E+06  0.1032828E+07  0.1117885E+07  0.1179759E+07  0.1182346E+07  0.1248906E+07  0.1334826E+07  0.1485429E+07  0.1523762E+07  0.1708731E+07  0.1710764E+07  0.1737997E+07  0.1755923E+07  0.1752694E+07  0.1777027E+07  0.1804656E+07  0.1951693E+07  0.2212108E+07  0.2475862E+07  0.3029573E+07  0.3360954E+07  0.3742432E+07  0.3997566E+07  0.4322300E+07  0.4736386E+07  0.4944184E+07  0.5036585E+07  0.5385751E+07  0.5478380E+07  0.5238654E+07
ROAD             0.2059612E+04  0.2386868E+04  0.2603168E+04  0.3037407E+04  0.3470010E+04  0.4057901E+04  0.4789624E+04  0.5250550E+04  0.7191504E+04  0.8716112E+04  0.9599529E+04  0.9940676E+04  0.1028349E+05  0.1096827E+05  0.1165592E+05  0.1242114E+05  0.1318562E+05  0.1369549E+05  0.1434279E+05  0.1532117E+05  0.1767035E+05  0.2060853E+05  0.2384736E+05  0.2763429E+05  0.3192669E+05  0.3368877E+05  0.3438508E+05  0.3705752E+05  0.4107155E+05  0.4478480E+05  0.4202560E+05  0.4050250E+05  0.4311250E+05  0.4763705E+05  0.5149130E+05  0.5484856E+05  0.6674338E+05  0.7268625E+05  0.8099162E+05  0.8546429E+05  0.8849047E+05  0.1029584E+06  0.1173465E+06  0.1342485E+06  0.1321472E+06  0.1428160E+06  0.1405706E+06  0.1512131E+06  0.1594081E+06  0.1780430E+06  0.1886813E+06  0.2005939E+06  0.2166721E+06  0.2405574E+06  0.2949263E+06  0.3419614E+06  0.3724558E+06  0.4095123E+06  0.4380529E+06  0.4549871E+06  0.5101351E+06  0.5605610E+06  0.6207691E+06  0.6239816E+06  0.6478689E+06  0.6931474E+06
OTRA             0.1266800E+05  0.1272500E+05  0.1306800E+05  0.1358100E+05  0.1398100E+05  0.1460800E+05  0.1512200E+05  0.1523600E+05  0.1723300E+05  0.1843200E+05  0.1934500E+05  0.1968700E+05  0.1974400E+05  0.1997200E+05  0.2014400E+05  0.2077100E+05  0.2157000E+05  0.2202700E+05  0.2214100E+05  0.2242600E+05  0.2339600E+05  0.2442300E+05  0.2575700E+05  0.2613100E+05  0.2586000E+05  0.3074900E+05  0.3119100E+05  0.3550900E+05  0.3796300E+05  0.3866800E+05  0.3597400E+05  0.3879000E+05  0.4043300E+05  0.4079400E+05  0.4242900E+05  0.4379485E+05  0.4247299E+05  0.4314751E+05  0.4348174E+05  0.4217993E+05  0.4048034E+05  0.3906347E+05  0.3686129E+05  0.3545152E+05  0.3354966E+05  0.3322583E+05  0.3314395E+05  0.3634947E+05  0.3835698E+05  0.3696677E+05  0.4465954E+05  0.4578732E+05  0.5055152E+05  0.6025426E+05  0.6057028E+05  0.7153646E+05  0.7738763E+05  0.7869383E+05  0.8483445E+05  0.8619942E+05  0.9309959E+05  0.1132661E+06  0.1110977E+06  0.1154121E+06  0.1236415E+06  0.1336934E+06
RESI             0.3123331E+06  0.3229859E+06  0.3347860E+06  0.3431672E+06  0.3553397E+06  0.3656306E+06  0.3789584E+06  0.3938405E+06  0.4536010E+06  0.4982870E+06  0.5156411E+06  0.4765809E+06  0.4606894E+06  0.4657283E+06  0.4712233E+06  0.4839594E+06  0.4978713E+06  0.4865108E+06  0.4980790E+06  0.5219907E+06  0.5620413E+06  0.5790169E+06  0.5976812E+06  0.6101057E+06  0.6185781E+06  0.6566368E+06  0.6665671E+06  0.6999893E+06  0.7217153E+06  0.7332546E+06  0.7227457E+06  0.7382622E+06  0.7511982E+06  0.7685026E+06  0.7906161E+06  0.8219287E+06  0.8247362E+06  0.8427770E+06  0.8596265E+06  0.8654798E+06  0.8682045E+06  0.8761035E+06  0.8786322E+06  0.8922894E+06  0.9009896E+06  0.9097851E+06  0.8972545E+06  0.8601047E+06  0.8659743E+06  0.7930248E+06  0.7665405E+06  0.8046426E+06  0.8755849E+06  0.8910087E+06  0.9181730E+06  0.9709065E+06  0.9586131E+06  0.9314132E+06  0.9244387E+06  0.9354635E+06  0.9557104E+06  0.9304960E+06  0.8999716E+06  0.8364439E+06  0.8240840E+06  0.8310708E+06
ODOM             0.3871356E+04  0.4778347E+04  0.5947124E+04  0.6355234E+04  0.7634968E+04  0.8476730E+04  0.1002543E+05  0.1195188E+05  0.2433275E+05  0.3342335E+05  0.3633606E+05  0.2599062E+05  0.2107061E+05  0.2103964E+05  0.2149182E+05  0.2386069E+05  0.2661888E+05  0.2240361E+05  0.2428024E+05  0.3008772E+05  0.4054947E+05  0.4689047E+05  0.5053316E+05  0.5310183E+05  0.5465209E+05  0.6166400E+05  0.6308637E+05  0.7065549E+05  0.7638217E+05  0.7725999E+05  0.7237806E+05  0.7979892E+05  0.8540496E+05  0.8969324E+05  0.9950949E+05  0.9785725E+05  0.9875436E+05  0.1046862E+06  0.1115621E+06  0.1143593E+06  0.1153108E+06  0.1201556E+06  0.1250606E+06  0.1358118E+06  0.1341689E+06  0.1471618E+06  0.1383420E+06  0.1432053E+06  0.1790288E+06  0.1516561E+06  0.1524669E+06  0.1617097E+06  0.1677513E+06  0.1655403E+06  0.1854887E+06  0.2245534E+06  0.2333452E+06  0.2397746E+06  0.2875849E+06  0.3178819E+06  0.3362493E+06  0.3744194E+06  0.4001314E+06  0.4060067E+06  0.4108638E+06  0.4354612E+06
TOTAL            0.3609585E+06  0.3841378E+06  0.4080570E+06  0.4268649E+06  0.4550213E+06  0.4764109E+06  0.5181771E+06  0.5550605E+06  0.7335650E+06  0.9013874E+06  0.9910003E+06  0.7795717E+06  0.7132145E+06  0.7290153E+06  0.7684080E+06  0.8020297E+06  0.9046641E+06  0.8217549E+06  0.8243533E+06  0.9443907E+06  0.1110839E+07  0.1226380E+07  0.1282605E+07  0.1324515E+07  0.1359163E+07  0.1504557E+07  0.1541836E+07  0.1693302E+07  0.1846589E+07  0.1891879E+07  0.1883500E+07  0.1880204E+07  0.1953001E+07  0.2043397E+07  0.2190811E+07  0.2274384E+07  0.2403917E+07  0.2577806E+07  0.2754259E+07  0.2874590E+07  0.2927581E+07  0.3078247E+07  0.3233729E+07  0.3505754E+07  0.3613759E+07  0.3959790E+07  0.4036109E+07  0.4032072E+07  0.4102049E+07  0.4046762E+07  0.4143550E+07  0.4357246E+07  0.4761800E+07  0.5317958E+07  0.6031964E+07  0.7028729E+07  0.7716007E+07  0.8470320E+07  0.8904324E+07  0.9417462E+07  0.1056723E+08  0.1134626E+08  0.1154057E+08  0.1207723E+08  0.1206533E+08  0.1194105E+08
PP-EXCL-BF       0.4419174E+04  0.5467697E+04  0.6953098E+04  0.8717713E+04  0.1040041E+05  0.1164365E+05  0.1570449E+05  0.1823154E+05  0.2577420E+05  0.3936515E+05  0.5508750E+05  0.4490514E+05  0.4309943E+05  0.4622962E+05  0.5285925E+05  0.6368917E+05  0.7755710E+05  0.7318986E+05  0.6829560E+05  0.8918639E+05  0.1095314E+06  0.1303844E+06  0.1407990E+06  0.1518245E+06  0.1486624E+06  0.1768147E+06  0.1829805E+06  0.2066436E+06  0.2697303E+06  0.2947598E+06  0.3083668E+06  0.3073637E+06  0.3182222E+06  0.3359484E+06  0.3661284E+06  0.3936673E+06  0.4266620E+06  0.4816814E+06  0.5407123E+06  0.5873479E+06  0.6327487E+06  0.6910596E+06  0.7410023E+06  0.8225235E+06  0.8891412E+06  0.1018070E+07  0.1116034E+07  0.1103202E+07  0.1103358E+07  0.1134377E+07  0.1214175E+07  0.1339856E+07  0.1499547E+07  0.1748489E+07  0.2096944E+07  0.2390198E+07  0.2713251E+07  0.3068494E+07  0.3171847E+07  0.3300630E+07  0.3935591E+07  0.4423282E+07  0.4471954E+07  0.4709571E+07  0.4580424E+07  0.4608954E+07
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5943600E+02  0.5029200E+02  0.5715000E+02  0.5943600E+02  0.6858000E+02  0.6858000E+02
IND-EXCL-BF      0.2560722E+05  0.3579398E+05  0.4469962E+05  0.5200639E+05  0.6419518E+05  0.7199403E+05  0.9357718E+05  0.1105500E+06  0.2054325E+06  0.3031638E+06  0.3549911E+06  0.2024674E+06  0.1583276E+06  0.1650775E+06  0.1910337E+06  0.1973283E+06  0.2678612E+06  0.2039281E+06  0.1972147E+06  0.2653787E+06  0.3576504E+06  0.4250563E+06  0.4439870E+06  0.4557179E+06  0.4794836E+06  0.5450036E+06  0.5636257E+06  0.6434474E+06  0.6997262E+06  0.7031517E+06  0.7020098E+06  0.6754863E+06  0.7146306E+06  0.7608220E+06  0.8406366E+06  0.8622876E+06  0.9445477E+06  0.1032828E+07  0.1117885E+07  0.1179759E+07  0.1182346E+07  0.1248906E+07  0.1334826E+07  0.1485429E+07  0.1523762E+07  0.1708731E+07  0.1710764E+07  0.1737997E+07  0.1755923E+07  0.1752694E+07  0.1777027E+07  0.1804656E+07  0.1951693E+07  0.2212108E+07  0.2475862E+07  0.3029573E+07  0.3360954E+07  0.3742432E+07  0.3997566E+07  0.4322300E+07  0.4736386E+07  0.4944184E+07  0.5036585E+07  0.5385751E+07  0.5478380E+07  0.5238654E+07
