REASv3.2 SECTOR IND UU CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.1708706E+03  0.1959099E+03  0.2071283E+03  0.2243213E+03  0.3234745E+03  0.3638614E+03  0.4004663E+03  0.4601600E+03  0.5155180E+03  0.5952250E+03  0.6727070E+03  0.7660460E+03  0.8767810E+03  0.1012908E+04  0.1107294E+04  0.1226772E+04  0.1350320E+04  0.1516344E+04  0.1739922E+04  0.1910287E+04  0.2062521E+04  0.2238544E+04  0.2550626E+04  0.2639405E+04  0.3064240E+04  0.3378819E+04  0.3787761E+04  0.3765200E+04  0.3530610E+04  0.4160130E+04  0.5049740E+04  0.5653000E+04  0.6459860E+04  0.7310880E+04  0.8055230E+04  0.9069500E+04  0.1050766E+05  0.1243460E+05  0.1308396E+05  0.1481349E+05  0.1610252E+05  0.1815932E+05  0.1970817E+05  0.2164703E+05  0.2333112E+05  0.2677983E+05  0.2835504E+05  0.2947834E+05  0.3094591E+05  0.3387745E+05  0.3575907E+05  0.3667239E+05  0.3754119E+05  0.3976237E+05  0.4346991E+05  0.4550619E+05  0.4870134E+05  0.5397394E+05  0.5547822E+05  0.6280099E+05  0.6674137E+05  0.7133132E+05  0.7781858E+05  0.7745137E+05  0.8340326E+05  0.8655109E+05
IND              0.3259810E+04  0.3358966E+04  0.3446649E+04  0.3499507E+04  0.3603793E+04  0.3784829E+04  0.3916944E+04  0.4076185E+04  0.4184342E+04  0.4297171E+04  0.4476839E+04  0.4625697E+04  0.4813453E+04  0.5027857E+04  0.5098026E+04  0.5317150E+04  0.5553821E+04  0.5711097E+04  0.5925403E+04  0.6160323E+04  0.6254515E+04  0.6428857E+04  0.6842453E+04  0.7047157E+04  0.7391673E+04  0.7477979E+04  0.7749082E+04  0.8135347E+04  0.8025561E+04  0.8158431E+04  0.7930636E+04  0.8347601E+04  0.9983473E+04  0.1024937E+05  0.1114588E+05  0.1153386E+05  0.1248752E+05  0.1288278E+05  0.1289843E+05  0.1347354E+05  0.1326404E+05  0.1321720E+05  0.1355247E+05  0.1391978E+05  0.1490665E+05  0.1447373E+05  0.1471239E+05  0.1572813E+05  0.1664704E+05  0.1800367E+05  0.1839305E+05  0.1930282E+05  0.2021141E+05  0.2031110E+05  0.2189005E+05  0.2491045E+05  0.2651766E+05  0.2868872E+05  0.3087703E+05  0.3445285E+05  0.3869863E+05  0.4003969E+05  0.4002892E+05  0.4392626E+05  0.4621744E+05  0.4622221E+05
ROAD             0.9997134E+02  0.1868091E+03  0.2752297E+03  0.2899670E+03  0.3047043E+03  0.3194405E+03  0.2604935E+03  0.2796337E+03  0.2987740E+03  0.3179141E+03  0.3416724E+03  0.3683571E+03  0.4068667E+03  0.4531580E+03  0.4752549E+03  0.5148769E+03  0.5510930E+03  0.5752830E+03  0.6248380E+03  0.6659260E+03  0.7260290E+03  0.7831370E+03  0.8424170E+03  0.8840400E+03  0.1001790E+04  0.1055081E+04  0.1094778E+04  0.1174502E+04  0.1278737E+04  0.1435071E+04  0.1512481E+04  0.1585757E+04  0.1198555E+04  0.1286378E+04  0.1396132E+04  0.1529758E+04  0.1673168E+04  0.1856646E+04  0.2037290E+04  0.2379700E+04  0.2434130E+04  0.2582870E+04  0.2725900E+04  0.2903600E+04  0.3131620E+04  0.3556600E+04  0.3807230E+04  0.3939630E+04  0.4099880E+04  0.4336760E+04  0.4457580E+04  0.4452210E+04  0.4489320E+04  0.4466540E+04  0.4853380E+04  0.4940400E+04  0.5479620E+04  0.6165110E+04  0.6767240E+04  0.7818660E+04  0.8802650E+04  0.9787200E+04  0.1094250E+05  0.1215116E+05  0.1361156E+05  0.1580515E+05
OTRA             0.3266698E+04  0.3270575E+04  0.3285439E+04  0.3298046E+04  0.3326706E+04  0.3329616E+04  0.3330472E+04  0.3344369E+04  0.3362697E+04  0.3375405E+04  0.3392757E+04  0.3400399E+04  0.3418284E+04  0.3429925E+04  0.3470871E+04  0.3517838E+04  0.3518704E+04  0.3534433E+04  0.3574624E+04  0.3581955E+04  0.3573546E+04  0.3590031E+04  0.3498126E+04  0.3229301E+04  0.3287207E+04  0.3353532E+04  0.3146232E+04  0.3114577E+04  0.2944153E+04  0.2838863E+04  0.2913007E+04  0.2829985E+04  0.2858642E+04  0.2849847E+04  0.2609352E+04  0.2674818E+04  0.2423833E+04  0.2335058E+04  0.2183043E+04  0.1994250E+04  0.1866736E+04  0.1851161E+04  0.1653201E+04  0.1140236E+04  0.8032748E+03  0.7158458E+03  0.7244979E+03  0.6632688E+03  0.6594201E+03  0.6500570E+03  0.6791060E+03  0.7520490E+03  0.7782060E+03  0.7625660E+03  0.7658030E+03  0.8717960E+03  0.8607710E+03  0.9385230E+03  0.9985280E+03  0.1041911E+04  0.1090486E+04  0.1178290E+04  0.1226019E+04  0.1265923E+04  0.1293458E+04  0.1313477E+04
RESI             0.2412013E+05  0.2458691E+05  0.2504977E+05  0.2549380E+05  0.2598679E+05  0.2662564E+05  0.2713765E+05  0.2766096E+05  0.2814851E+05  0.2863253E+05  0.2917452E+05  0.2986446E+05  0.3059278E+05  0.3134875E+05  0.3201767E+05  0.3276091E+05  0.3356395E+05  0.3436564E+05  0.3516643E+05  0.3592363E+05  0.3661781E+05  0.3759668E+05  0.3841956E+05  0.3923744E+05  0.3993358E+05  0.4092893E+05  0.4203778E+05  0.4309176E+05  0.4411454E+05  0.4507412E+05  0.4588296E+05  0.4673072E+05  0.4759942E+05  0.4837451E+05  0.4951458E+05  0.5055735E+05  0.5162857E+05  0.5288013E+05  0.5394345E+05  0.5503457E+05  0.5595727E+05  0.5729996E+05  0.5861126E+05  0.5974619E+05  0.6105156E+05  0.6249338E+05  0.6380855E+05  0.6558856E+05  0.6745477E+05  0.6898138E+05  0.7023512E+05  0.7113569E+05  0.7270653E+05  0.7419390E+05  0.7600400E+05  0.7787591E+05  0.7976196E+05  0.8167993E+05  0.8360955E+05  0.8579370E+05  0.8785590E+05  0.8901683E+05  0.8980664E+05  0.9103208E+05  0.9244236E+05  0.9357674E+05
ODOM             0.1311217E+04  0.1371757E+04  0.1425964E+04  0.1428810E+04  0.1469759E+04  0.1556539E+04  0.1605496E+04  0.1725262E+04  0.1784742E+04  0.1840986E+04  0.1976051E+04  0.2076650E+04  0.2226556E+04  0.2375217E+04  0.2329408E+04  0.2478124E+04  0.2553523E+04  0.2618557E+04  0.2741285E+04  0.2883702E+04  0.2869573E+04  0.2872114E+04  0.2820553E+04  0.2985175E+04  0.2953447E+04  0.2906769E+04  0.3072156E+04  0.3162622E+04  0.3301812E+04  0.4162878E+04  0.3682575E+04  0.4474330E+04  0.4401447E+04  0.4885431E+04  0.6299517E+04  0.5335522E+04  0.4365366E+04  0.4365043E+04  0.5479279E+04  0.5234462E+04  0.6648594E+04  0.7685205E+04  0.7670115E+04  0.7478878E+04  0.8412861E+04  0.8966099E+04  0.9511123E+04  0.1040358E+05  0.7987492E+04  0.9276548E+04  0.9025129E+04  0.9249818E+04  0.9824990E+04  0.1059216E+05  0.1082351E+05  0.1088191E+05  0.1095803E+05  0.1078772E+05  0.1285211E+05  0.1647205E+05  0.1501417E+05  0.1244867E+05  0.1448259E+05  0.1379421E+05  0.1477222E+05  0.1483219E+05
TOTAL            0.3222870E+05  0.3297093E+05  0.3369018E+05  0.3423445E+05  0.3501523E+05  0.3597993E+05  0.3665152E+05  0.3754657E+05  0.3829458E+05  0.3905923E+05  0.4003455E+05  0.4110161E+05  0.4233472E+05  0.4364781E+05  0.4449852E+05  0.4581567E+05  0.4709141E+05  0.4832135E+05  0.4977250E+05  0.5112582E+05  0.5210399E+05  0.5350936E+05  0.5497374E+05  0.5602252E+05  0.5763194E+05  0.5910111E+05  0.6088779E+05  0.6244401E+05  0.6319541E+05  0.6582949E+05  0.6697140E+05  0.6962139E+05  0.7250140E+05  0.7495642E+05  0.7902069E+05  0.8070081E+05  0.8308612E+05  0.8675426E+05  0.8962545E+05  0.9293001E+05  0.9627329E+05  0.1007957E+06  0.1039211E+06  0.1068357E+06  0.1116371E+06  0.1169855E+06  0.1209188E+06  0.1258015E+06  0.1277945E+06  0.1351259E+06  0.1385491E+06  0.1415650E+06  0.1455516E+06  0.1500886E+06  0.1578067E+06  0.1649867E+06  0.1722794E+06  0.1822339E+06  0.1905827E+06  0.2083802E+06  0.2182032E+06  0.2238020E+06  0.2343052E+06  0.2396210E+06  0.2517403E+06  0.2583009E+06
PP-EXCL-BF       0.1708706E+03  0.1959099E+03  0.2071283E+03  0.2243213E+03  0.3234745E+03  0.3638614E+03  0.4004663E+03  0.4601600E+03  0.5155180E+03  0.5952250E+03  0.6727070E+03  0.7660460E+03  0.8767810E+03  0.1012908E+04  0.1107294E+04  0.1226772E+04  0.1350320E+04  0.1516344E+04  0.1739922E+04  0.1910287E+04  0.2062521E+04  0.2238544E+04  0.2550626E+04  0.2639405E+04  0.3064240E+04  0.3378819E+04  0.3787761E+04  0.3765200E+04  0.3530610E+04  0.4160130E+04  0.5049740E+04  0.5653000E+04  0.6459860E+04  0.7310880E+04  0.8055230E+04  0.9069500E+04  0.1050766E+05  0.1243460E+05  0.1308396E+05  0.1481349E+05  0.1610252E+05  0.1815932E+05  0.1970817E+05  0.2164703E+05  0.2333112E+05  0.2677983E+05  0.2835504E+05  0.2947834E+05  0.3094591E+05  0.3369538E+05  0.3549498E+05  0.3630076E+05  0.3699257E+05  0.3902649E+05  0.4253689E+05  0.4436539E+05  0.4734244E+05  0.5219761E+05  0.5318147E+05  0.5984115E+05  0.6300827E+05  0.6686125E+05  0.7261150E+05  0.7157087E+05  0.7695065E+05  0.7983295E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1820700E+03  0.2640900E+03  0.3716300E+03  0.5486200E+03  0.7358800E+03  0.9330200E+03  0.1140800E+04  0.1358900E+04  0.1776328E+04  0.2296752E+04  0.2959840E+04  0.3733100E+04  0.4470070E+04  0.5207080E+04  0.5880500E+04  0.6452610E+04  0.6718140E+04
IND-EXCL-BF      0.5653530E+03  0.6140340E+03  0.6511430E+03  0.6535270E+03  0.7072390E+03  0.8378010E+03  0.9193410E+03  0.1028108E+04  0.1085691E+04  0.1148046E+04  0.1277139E+04  0.1353847E+04  0.1469453E+04  0.1611707E+04  0.1609636E+04  0.1756610E+04  0.1921131E+04  0.2006257E+04  0.2148313E+04  0.2311083E+04  0.2333125E+04  0.2411267E+04  0.2733023E+04  0.2844427E+04  0.3093093E+04  0.3080819E+04  0.3250932E+04  0.3533947E+04  0.3318711E+04  0.3344111E+04  0.3049496E+04  0.3398771E+04  0.4965743E+04  0.5161830E+04  0.5987430E+04  0.6303830E+04  0.7184990E+04  0.7506540E+04  0.7447570E+04  0.7947080E+04  0.7661240E+04  0.7254470E+04  0.7221070E+04  0.7263720E+04  0.7922600E+04  0.7117290E+04  0.6987640E+04  0.7608510E+04  0.8118980E+04  0.8938960E+04  0.8854780E+04  0.9314720E+04  0.9768510E+04  0.9394680E+04  0.1049718E+05  0.1303181E+05  0.1411333E+05  0.1574946E+05  0.1739573E+05  0.2042258E+05  0.2411331E+05  0.2526139E+05  0.2506186E+05  0.2877381E+05  0.3088060E+05  0.3070112E+05
