REASv3.2 SECTOR IND KE CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.5164941E+02  0.5921910E+02  0.6261749E+02  0.6783512E+02  0.9777860E+02  0.1099977E+03  0.1210574E+03  0.1391036E+03  0.1558748E+03  0.1799029E+03  0.2034491E+03  0.2305664E+03  0.2633697E+03  0.3043144E+03  0.3327268E+03  0.3689999E+03  0.4066579E+03  0.4548269E+03  0.5182495E+03  0.5674064E+03  0.6100092E+03  0.6615489E+03  0.7898550E+03  0.7991110E+03  0.7942301E+03  0.8417255E+03  0.7836415E+03  0.8179764E+03  0.9768907E+03  0.9785966E+03  0.9099516E+03  0.7996137E+03  0.9517621E+03  0.1051266E+04  0.1189819E+04  0.1093331E+04  0.1123448E+04  0.1239571E+04  0.1095501E+04  0.1169799E+04  0.1375974E+04  0.1499240E+04  0.1550073E+04  0.1468980E+04  0.1535143E+04  0.1825146E+04  0.1807094E+04  0.1958973E+04  0.2029182E+04  0.2197350E+04  0.2784068E+04  0.2656427E+04  0.3002505E+04  0.3219697E+04  0.3225566E+04  0.2938597E+04  0.2965936E+04  0.3419440E+04  0.3995687E+04  0.4846924E+04  0.5133105E+04  0.5024830E+04  0.4561069E+04  0.3844568E+04  0.3834372E+04  0.3850552E+04
IND              0.1316346E+04  0.1348242E+04  0.1378351E+04  0.1399918E+04  0.1435934E+04  0.1505678E+04  0.1547571E+04  0.1597272E+04  0.1633461E+04  0.1669319E+04  0.1724645E+04  0.1775702E+04  0.1838901E+04  0.1909232E+04  0.1942922E+04  0.2012641E+04  0.2089021E+04  0.2167366E+04  0.2272555E+04  0.2348882E+04  0.2398281E+04  0.2462824E+04  0.2603030E+04  0.2667057E+04  0.2771853E+04  0.2792639E+04  0.2861055E+04  0.2988216E+04  0.3055448E+04  0.3128173E+04  0.3019365E+04  0.3147178E+04  0.3584323E+04  0.3680622E+04  0.3926638E+04  0.4177134E+04  0.4497970E+04  0.4712313E+04  0.4722907E+04  0.4916302E+04  0.4891619E+04  0.4875155E+04  0.4996342E+04  0.5102838E+04  0.5312549E+04  0.5240608E+04  0.5238848E+04  0.5511968E+04  0.5717545E+04  0.5980190E+04  0.6120217E+04  0.6359256E+04  0.6447521E+04  0.6297815E+04  0.6313463E+04  0.6979650E+04  0.7330266E+04  0.7772410E+04  0.8196396E+04  0.8416353E+04  0.9123572E+04  0.9648470E+04  0.9354400E+04  0.9925929E+04  0.9822104E+04  0.9741401E+04
ROAD             0.1360641E+03  0.2581442E+03  0.3849081E+03  0.4060350E+03  0.4271616E+03  0.4482885E+03  0.3637801E+03  0.3883585E+03  0.4129279E+03  0.4375059E+03  0.4723397E+03  0.5080911E+03  0.5572791E+03  0.6188299E+03  0.6489029E+03  0.6988361E+03  0.7501410E+03  0.7761541E+03  0.8420897E+03  0.8895182E+03  0.9655390E+03  0.1046482E+04  0.1127421E+04  0.1215093E+04  0.1410426E+04  0.1490649E+04  0.1552958E+04  0.1654432E+04  0.1804673E+04  0.2029963E+04  0.2149504E+04  0.2252174E+04  0.1656703E+04  0.1764977E+04  0.1902526E+04  0.2075840E+04  0.2247857E+04  0.2464531E+04  0.2687544E+04  0.3121685E+04  0.3194980E+04  0.3404570E+04  0.3603570E+04  0.3832800E+04  0.4108560E+04  0.4668440E+04  0.4990910E+04  0.5129910E+04  0.5325720E+04  0.5618140E+04  0.5706680E+04  0.5647000E+04  0.5721880E+04  0.5723840E+04  0.6322300E+04  0.7706460E+04  0.8725070E+04  0.1123883E+05  0.1388022E+05  0.1472929E+05  0.1361884E+05  0.1459677E+05  0.1557221E+05  0.1575207E+05  0.1631774E+05  0.1781047E+05
OTRA             0.3857888E+03  0.3862510E+03  0.3880072E+03  0.3894846E+03  0.3928782E+03  0.3932126E+03  0.3933193E+03  0.3949567E+03  0.3971238E+03  0.3986313E+03  0.4006786E+03  0.4015728E+03  0.4036845E+03  0.4050641E+03  0.4099019E+03  0.4154495E+03  0.4155472E+03  0.4174001E+03  0.4221522E+03  0.4230243E+03  0.4220334E+03  0.4239730E+03  0.4131161E+03  0.3813629E+03  0.3882093E+03  0.3960451E+03  0.3715641E+03  0.3678234E+03  0.3476913E+03  0.3352559E+03  0.3440158E+03  0.3342063E+03  0.3377752E+03  0.3370343E+03  0.3083326E+03  0.3167722E+03  0.2871855E+03  0.2770935E+03  0.2586352E+03  0.2383510E+03  0.2236118E+03  0.2224261E+03  0.1983704E+03  0.1379641E+03  0.9685100E+02  0.8634860E+02  0.8752970E+02  0.8037640E+02  0.8059860E+02  0.8269700E+02  0.8658750E+02  0.1001030E+03  0.1015473E+03  0.1018020E+03  0.9808270E+02  0.1081744E+03  0.1071297E+03  0.1156370E+03  0.1226027E+03  0.1272713E+03  0.1311574E+03  0.1495166E+03  0.1541866E+03  0.1547046E+03  0.1540248E+03  0.1550021E+03
RESI             0.4566367E+04  0.4655288E+04  0.4743362E+04  0.4827216E+04  0.4922615E+04  0.5053027E+04  0.5152868E+04  0.5255676E+04  0.5349738E+04  0.5442927E+04  0.5550319E+04  0.5682999E+04  0.5824965E+04  0.5973832E+04  0.6101596E+04  0.6247295E+04  0.6407247E+04  0.6566901E+04  0.6726567E+04  0.6875448E+04  0.7009493E+04  0.7200793E+04  0.7356015E+04  0.7509411E+04  0.7632700E+04  0.7826427E+04  0.8046206E+04  0.8251500E+04  0.8448446E+04  0.8629125E+04  0.8793694E+04  0.8967471E+04  0.9145896E+04  0.9302036E+04  0.9374516E+04  0.9463039E+04  0.9580522E+04  0.9749689E+04  0.9889321E+04  0.1004146E+05  0.1016752E+05  0.1037724E+05  0.1058766E+05  0.1077366E+05  0.1117589E+05  0.1161506E+05  0.1203981E+05  0.1257750E+05  0.1315753E+05  0.1365048E+05  0.1411404E+05  0.1429305E+05  0.1465291E+05  0.1499794E+05  0.1541057E+05  0.1582275E+05  0.1625384E+05  0.1667517E+05  0.1711515E+05  0.1764795E+05  0.1815356E+05  0.1842199E+05  0.1857014E+05  0.1885092E+05  0.1921288E+05  0.1948589E+05
ODOM             0.4227997E+03  0.4393549E+03  0.4543795E+03  0.4570933E+03  0.4689502E+03  0.4917783E+03  0.5055527E+03  0.5362892E+03  0.5525814E+03  0.5681016E+03  0.6025197E+03  0.6295325E+03  0.6683677E+03  0.7069023E+03  0.6988357E+03  0.7373886E+03  0.7583855E+03  0.7768901E+03  0.8092307E+03  0.8462972E+03  0.8458033E+03  0.8502861E+03  0.8416165E+03  0.8848428E+03  0.8811803E+03  0.8740011E+03  0.9177226E+03  0.9436280E+03  0.9812306E+03  0.1192005E+04  0.1079545E+04  0.1272058E+04  0.1257345E+04  0.1376135E+04  0.1644493E+04  0.1387771E+04  0.1157309E+04  0.1142088E+04  0.1352350E+04  0.1292394E+04  0.1555172E+04  0.1738057E+04  0.1721872E+04  0.1672955E+04  0.1918962E+04  0.2109372E+04  0.2312116E+04  0.2612274E+04  0.2130967E+04  0.2538414E+04  0.2477233E+04  0.2535465E+04  0.2678646E+04  0.2873128E+04  0.2925321E+04  0.2940007E+04  0.2952032E+04  0.2932607E+04  0.3456506E+04  0.4389507E+04  0.4029733E+04  0.3393420E+04  0.3915166E+04  0.3732243E+04  0.3985280E+04  0.4021891E+04
TOTAL            0.6879015E+04  0.7146499E+04  0.7411625E+04  0.7547582E+04  0.7745318E+04  0.8001982E+04  0.8084149E+04  0.8311656E+04  0.8501707E+04  0.8696388E+04  0.8953951E+04  0.9228464E+04  0.9556567E+04  0.9918175E+04  0.1013489E+05  0.1048061E+05  0.1082700E+05  0.1115954E+05  0.1159084E+05  0.1195058E+05  0.1225116E+05  0.1264591E+05  0.1313105E+05  0.1345688E+05  0.1387860E+05  0.1422149E+05  0.1453315E+05  0.1502358E+05  0.1561438E+05  0.1629312E+05  0.1629608E+05  0.1677270E+05  0.1693380E+05  0.1751207E+05  0.1834632E+05  0.1851389E+05  0.1889429E+05  0.1958529E+05  0.2000626E+05  0.2077999E+05  0.2140888E+05  0.2211669E+05  0.2265789E+05  0.2298920E+05  0.2414796E+05  0.2554497E+05  0.2647631E+05  0.2787100E+05  0.2844154E+05  0.3006727E+05  0.3128883E+05  0.3159130E+05  0.3260501E+05  0.3321422E+05  0.3429530E+05  0.3649564E+05  0.3833427E+05  0.4215409E+05  0.4676656E+05  0.5015730E+05  0.5018997E+05  0.5123500E+05  0.5212717E+05  0.5226043E+05  0.5332640E+05  0.5506521E+05
PP-EXCL-BF       0.5164941E+02  0.5921910E+02  0.6261749E+02  0.6783512E+02  0.9777860E+02  0.1099977E+03  0.1210574E+03  0.1391036E+03  0.1558748E+03  0.1799029E+03  0.2034491E+03  0.2305664E+03  0.2633697E+03  0.3043144E+03  0.3327268E+03  0.3689999E+03  0.4066579E+03  0.4548269E+03  0.5182495E+03  0.5674064E+03  0.6100092E+03  0.6615489E+03  0.7898550E+03  0.7991110E+03  0.7942301E+03  0.8417255E+03  0.7836415E+03  0.8179764E+03  0.9768907E+03  0.9785966E+03  0.9099516E+03  0.7996137E+03  0.9517621E+03  0.1051266E+04  0.1189819E+04  0.1093331E+04  0.1123448E+04  0.1239571E+04  0.1095501E+04  0.1169799E+04  0.1375974E+04  0.1499240E+04  0.1550073E+04  0.1468980E+04  0.1535143E+04  0.1825146E+04  0.1807094E+04  0.1958973E+04  0.2029182E+04  0.2134697E+04  0.2695036E+04  0.2533567E+04  0.2824495E+04  0.2985157E+04  0.2933256E+04  0.2587007E+04  0.2553696E+04  0.2912640E+04  0.3345739E+04  0.4016890E+04  0.4094772E+04  0.3777097E+04  0.3104095E+04  0.2196453E+04  0.2024216E+04  0.1965861E+04
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6265300E+02  0.8903200E+02  0.1228600E+03  0.1780100E+03  0.2345400E+03  0.2923100E+03  0.3515900E+03  0.4122400E+03  0.5067996E+03  0.6499480E+03  0.8300342E+03  0.1038333E+04  0.1247733E+04  0.1456974E+04  0.1648115E+04  0.1810156E+04  0.1884691E+04
IND-EXCL-BF      0.1356580E+03  0.1454640E+03  0.1533830E+03  0.1528600E+03  0.1666860E+03  0.2143410E+03  0.2340440E+03  0.2616550E+03  0.2757540E+03  0.2894220E+03  0.3226590E+03  0.3420300E+03  0.3736440E+03  0.4122900E+03  0.4143940E+03  0.4525280E+03  0.4972220E+03  0.5439820E+03  0.6174850E+03  0.6622270E+03  0.6800410E+03  0.7023700E+03  0.8023060E+03  0.8254800E+03  0.8883580E+03  0.8658580E+03  0.8900400E+03  0.9719820E+03  0.9929960E+03  0.1018655E+04  0.8805960E+03  0.9787450E+03  0.1385629E+04  0.1451367E+04  0.1666321E+04  0.1885424E+04  0.2174498E+04  0.2356580E+04  0.2334464E+04  0.2494698E+04  0.2436586E+04  0.2348317E+04  0.2396290E+04  0.2449097E+04  0.2604811E+04  0.2462797E+04  0.2394121E+04  0.2591966E+04  0.2719075E+04  0.2860920E+04  0.2904597E+04  0.3057226E+04  0.3059111E+04  0.2818495E+04  0.2744193E+04  0.3318690E+04  0.3567276E+04  0.3906350E+04  0.4226586E+04  0.4342443E+04  0.4945472E+04  0.5415130E+04  0.5066980E+04  0.5585339E+04  0.5428644E+04  0.5295311E+04
