REASv3.2 SECTOR JPN CB CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.7897997E+04  0.8658237E+04  0.8957313E+04  0.9605805E+04  0.1064270E+05  0.1157155E+05  0.1206772E+05  0.1348972E+05  0.1479214E+05  0.1456255E+05  0.1618383E+05  0.1853903E+05  0.2129672E+05  0.2216851E+05  0.2696516E+05  0.2941004E+05  0.3188095E+05  0.3702362E+05  0.4191433E+05  0.4713847E+05  0.5516506E+05  0.5705194E+05  0.6227180E+05  0.6987962E+05  0.6836371E+05  0.6565256E+05  0.6431148E+05  0.6904809E+05  0.6876831E+05  0.6660576E+05  0.5699700E+05  0.5933945E+05  0.5263432E+05  0.5344247E+05  0.5897634E+05  0.5287613E+05  0.5265566E+05  0.5214164E+05  0.5869222E+05  0.6135647E+05  0.6903721E+05  0.7232276E+05  0.7561017E+05  0.7208650E+05  0.7938553E+05  0.7724348E+05  0.7954194E+05  0.7855589E+05  0.7626730E+05  0.8152975E+05  0.8285335E+05  0.8388721E+05  0.9132186E+05  0.9329640E+05  0.9044921E+05  0.9188022E+05  0.8983417E+05  0.1002803E+06  0.9567384E+05  0.8617326E+05  0.8913916E+05  0.1022658E+06  0.1109117E+06  0.1120201E+06  0.1075126E+06  0.1018033E+06
IND              0.4912297E+04  0.6342504E+04  0.6948679E+04  0.8104807E+04  0.8401589E+04  0.8975452E+04  0.1091852E+05  0.1263410E+05  0.1289522E+05  0.1552800E+05  0.2022009E+05  0.2384088E+05  0.2671417E+05  0.3128170E+05  0.3562511E+05  0.3806884E+05  0.4458067E+05  0.5231979E+05  0.5785969E+05  0.6547261E+05  0.7013184E+05  0.7323923E+05  0.7434960E+05  0.8371342E+05  0.8094975E+05  0.7191100E+05  0.7457755E+05  0.7173144E+05  0.6899764E+05  0.7131847E+05  0.6612705E+05  0.6339694E+05  0.5798346E+05  0.5628407E+05  0.5757208E+05  0.5714352E+05  0.5462187E+05  0.5518973E+05  0.5873814E+05  0.6017129E+05  0.5768465E+05  0.5774657E+05  0.5675705E+05  0.5609892E+05  0.5686411E+05  0.5727846E+05  0.5795527E+05  0.5563721E+05  0.5001525E+05  0.4973895E+05  0.5405581E+05  0.5059520E+05  0.5989183E+05  0.5688417E+05  0.5512892E+05  0.5192892E+05  0.4985131E+05  0.5325558E+05  0.6221990E+05  0.5604575E+05  0.5381786E+05  0.5399227E+05  0.4920308E+05  0.4879833E+05  0.5109075E+05  0.4798889E+05
ROAD             0.4107533E+03  0.5018091E+03  0.6295770E+03  0.8226972E+03  0.8789204E+03  0.1011100E+04  0.1143601E+04  0.1367015E+04  0.1558013E+04  0.1744580E+04  0.2372130E+04  0.2915362E+04  0.3479096E+04  0.4508480E+04  0.5577508E+04  0.6193433E+04  0.7902560E+04  0.9781089E+04  0.1185905E+05  0.1369208E+05  0.1544517E+05  0.1608608E+05  0.1711708E+05  0.1759486E+05  0.1679190E+05  0.1771621E+05  0.1923720E+05  0.2114952E+05  0.2238498E+05  0.2364120E+05  0.2397632E+05  0.2440520E+05  0.2495190E+05  0.2559304E+05  0.2628610E+05  0.2592494E+05  0.2663990E+05  0.2812992E+05  0.2918769E+05  0.3025100E+05  0.3202500E+05  0.3341496E+05  0.3409910E+05  0.3431886E+05  0.3513910E+05  0.3577506E+05  0.3710604E+05  0.3719812E+05  0.3625302E+05  0.3842090E+05  0.3899669E+05  0.3937408E+05  0.3962104E+05  0.4077398E+05  0.4010498E+05  0.4019588E+05  0.4041496E+05  0.4084306E+05  0.3914392E+05  0.3853102E+05  0.3511784E+05  0.3509418E+05  0.3534096E+05  0.3531002E+05  0.3534678E+05  0.3606478E+05
OTRA             0.1764236E+04  0.1774322E+04  0.1769050E+04  0.1771958E+04  0.1776670E+04  0.1781597E+04  0.1785737E+04  0.1789103E+04  0.1794691E+04  0.1795707E+04  0.1796493E+04  0.1685572E+04  0.1677732E+04  0.1525171E+04  0.1465556E+04  0.1335782E+04  0.1249890E+04  0.1232477E+04  0.1124536E+04  0.1064675E+04  0.1295910E+04  0.1204990E+04  0.1024301E+04  0.1074584E+04  0.1042164E+04  0.8306130E+03  0.8361457E+03  0.8998600E+03  0.9517400E+03  0.9437800E+03  0.8816000E+03  0.7716700E+03  0.7056790E+03  0.6172930E+03  0.6109970E+03  0.5585670E+03  0.5920280E+03  0.5299090E+03  0.5151150E+03  0.4952750E+03  0.2167365E+03  0.2039171E+03  0.2060176E+03  0.1948582E+03  0.1916887E+03  0.1768893E+03  0.1791988E+03  0.1590582E+03  0.1693877E+03  0.1612671E+03  0.1565566E+03  0.1461250E+03  0.1487634E+03  0.1400817E+03  0.1465199E+03  0.1372880E+03  0.1342171E+03  0.1303461E+03  0.1392451E+03  0.1325541E+03  0.1367230E+03  0.1231334E+03  0.1296534E+03  0.1309734E+03  0.1214034E+03  0.1221434E+03
RESI             0.8107474E+04  0.8402386E+04  0.8437773E+04  0.8634903E+04  0.8457996E+04  0.8467556E+04  0.8747171E+04  0.9280459E+04  0.9336330E+04  0.7947129E+04  0.8439442E+04  0.8026798E+04  0.7893826E+04  0.7858771E+04  0.7450751E+04  0.7643002E+04  0.7315250E+04  0.7324947E+04  0.6969085E+04  0.7070973E+04  0.6978727E+04  0.6972967E+04  0.6914600E+04  0.7890372E+04  0.7962845E+04  0.7732573E+04  0.8495040E+04  0.8566087E+04  0.8722447E+04  0.8786902E+04  0.8201129E+04  0.8700692E+04  0.9953093E+04  0.1063675E+05  0.1185746E+05  0.1173955E+05  0.1204772E+05  0.1221198E+05  0.1330675E+05  0.1279704E+05  0.1148134E+05  0.1142354E+05  0.1161175E+05  0.1273461E+05  0.1177694E+05  0.1275770E+05  0.1203212E+05  0.1181316E+05  0.1196418E+05  0.1226045E+05  0.1257777E+05  0.1213334E+05  0.1295679E+05  0.1264265E+05  0.1246978E+05  0.1353726E+05  0.1245870E+05  0.1214597E+05  0.1180602E+05  0.1126240E+05  0.1237118E+05  0.1148046E+05  0.1174712E+05  0.1134890E+05  0.1044700E+05  0.9695144E+04
ODOM             0.1864499E+02  0.3109279E+02  0.5323278E+02  0.6610038E+02  0.8158264E+02  0.9317701E+02  0.1362855E+03  0.1669900E+03  0.1814834E+03  0.2520025E+03  0.4940524E+03  0.5811383E+03  0.7217504E+03  0.8734810E+03  0.1767265E+04  0.2051644E+04  0.2402382E+04  0.3014229E+04  0.3523871E+04  0.4312165E+04  0.4029736E+04  0.4292368E+04  0.4648741E+04  0.5561974E+04  0.5465443E+04  0.5502778E+04  0.5797599E+04  0.5913279E+04  0.6447898E+04  0.6359297E+04  0.6010384E+04  0.6257596E+04  0.8125587E+04  0.8182266E+04  0.8905097E+04  0.8566287E+04  0.9107745E+04  0.8836085E+04  0.9794784E+04  0.9420585E+04  0.1080319E+05  0.1080601E+05  0.1121949E+05  0.1164685E+05  0.1131685E+05  0.1214750E+05  0.1233440E+05  0.1251311E+05  0.1348894E+05  0.1431170E+05  0.1346756E+05  0.1408062E+05  0.1451814E+05  0.1399136E+05  0.1403263E+05  0.1353359E+05  0.1228062E+05  0.1107478E+05  0.9013933E+04  0.1092204E+05  0.9294841E+04  0.1012589E+05  0.9694936E+04  0.1229521E+05  0.1149847E+05  0.9904391E+04
TOTAL            0.2311140E+05  0.2571035E+05  0.2679562E+05  0.2900627E+05  0.3023946E+05  0.3190043E+05  0.3479903E+05  0.3872739E+05  0.4055788E+05  0.4182997E+05  0.4950604E+05  0.5558878E+05  0.6178329E+05  0.6821611E+05  0.7885135E+05  0.8470274E+05  0.9533170E+05  0.1106962E+06  0.1232506E+06  0.1387510E+06  0.1530464E+06  0.1588476E+06  0.1663261E+06  0.1857148E+06  0.1805758E+06  0.1693457E+06  0.1732550E+06  0.1773083E+06  0.1762730E+06  0.1776554E+06  0.1621935E+06  0.1628715E+06  0.1543540E+06  0.1547559E+06  0.1642081E+06  0.1568090E+06  0.1556649E+06  0.1570393E+06  0.1702347E+06  0.1744917E+06  0.1812481E+06  0.1859178E+06  0.1895036E+06  0.1870806E+06  0.1946742E+06  0.1953791E+06  0.1991490E+06  0.1958766E+06  0.1881581E+06  0.1964230E+06  0.2021077E+06  0.2002166E+06  0.2184584E+06  0.2177286E+06  0.2123320E+06  0.2112132E+06  0.2049740E+06  0.2177300E+06  0.2179969E+06  0.2030670E+06  0.1998776E+06  0.2130817E+06  0.2170274E+06  0.2199035E+06  0.2160170E+06  0.2055786E+06
PP-EXCL-BF       0.7897997E+04  0.8658237E+04  0.8957313E+04  0.9605805E+04  0.1064270E+05  0.1157155E+05  0.1206772E+05  0.1348972E+05  0.1479214E+05  0.1456255E+05  0.1618383E+05  0.1853903E+05  0.2129672E+05  0.2216851E+05  0.2696516E+05  0.2941004E+05  0.3188095E+05  0.3702362E+05  0.4191433E+05  0.4713847E+05  0.5516506E+05  0.5705194E+05  0.6227180E+05  0.6987962E+05  0.6836371E+05  0.6565256E+05  0.6431148E+05  0.6904809E+05  0.6876831E+05  0.6660576E+05  0.5699700E+05  0.5933945E+05  0.5207403E+05  0.5282755E+05  0.5829594E+05  0.5215311E+05  0.5186366E+05  0.5128532E+05  0.5774369E+05  0.6033507E+05  0.6829985E+05  0.7156635E+05  0.7485718E+05  0.7134933E+05  0.7861380E+05  0.7642865E+05  0.7872182E+05  0.7771033E+05  0.7546566E+05  0.8072360E+05  0.8206863E+05  0.8315088E+05  0.9055180E+05  0.9249223E+05  0.8961403E+05  0.9077612E+05  0.8872987E+05  0.9912650E+05  0.9457204E+05  0.8516296E+05  0.8702456E+05  0.1001337E+06  0.1087030E+06  0.1096425E+06  0.1051013E+06  0.9925030E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5602900E+03  0.6149200E+03  0.6804000E+03  0.7230200E+03  0.7920000E+03  0.8563200E+03  0.9485300E+03  0.1021400E+04  0.7373600E+03  0.7564100E+03  0.7529900E+03  0.7371700E+03  0.7717300E+03  0.8148300E+03  0.8201200E+03  0.8455600E+03  0.8016400E+03  0.8061500E+03  0.7847200E+03  0.7363300E+03  0.7700600E+03  0.8041700E+03  0.8351800E+03  0.1104100E+04  0.1104300E+04  0.1153800E+04  0.1101800E+04  0.1010300E+04  0.2114600E+04  0.2132100E+04  0.2208700E+04  0.2377600E+04  0.2411300E+04  0.2553000E+04
IND-EXCL-BF      0.4912297E+04  0.6342504E+04  0.6948679E+04  0.8104807E+04  0.8401589E+04  0.8962868E+04  0.1080794E+05  0.1242552E+05  0.1258865E+05  0.1512343E+05  0.1971753E+05  0.2324032E+05  0.2608254E+05  0.3057123E+05  0.3480473E+05  0.3725603E+05  0.4366808E+05  0.5131269E+05  0.5675089E+05  0.6421311E+05  0.6868714E+05  0.7180193E+05  0.7282980E+05  0.8193442E+05  0.7920745E+05  0.7039640E+05  0.7286325E+05  0.6998284E+05  0.6716024E+05  0.6932947E+05  0.6411275E+05  0.6150604E+05  0.5599836E+05  0.5422688E+05  0.5538397E+05  0.5492416E+05  0.5250617E+05  0.5303426E+05  0.5651655E+05  0.5787228E+05  0.5536342E+05  0.5527002E+05  0.5431789E+05  0.5373451E+05  0.5454055E+05  0.5491165E+05  0.5554745E+05  0.5314119E+05  0.4765507E+05  0.4732352E+05  0.5140952E+05  0.4810453E+05  0.5733207E+05  0.5433107E+05  0.5254659E+05  0.4918164E+05  0.4718473E+05  0.5044662E+05  0.5956337E+05  0.5381647E+05  0.5093659E+05  0.5102048E+05  0.4665287E+05  0.4607531E+05  0.4830271E+05  0.4519601E+05
