REASv3.2 SECTOR JPN HT CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.4905217E+04  0.5557998E+04  0.5750023E+04  0.6386513E+04  0.6926519E+04  0.7367591E+04  0.7646163E+04  0.8649744E+04  0.1003172E+05  0.1039063E+05  0.1308246E+05  0.1446399E+05  0.1714786E+05  0.1850014E+05  0.1960657E+05  0.2065286E+05  0.2304489E+05  0.2271223E+05  0.2597190E+05  0.2554624E+05  0.2794556E+05  0.2667708E+05  0.2795670E+05  0.3274418E+05  0.3063267E+05  0.2823644E+05  0.2806345E+05  0.3037254E+05  0.2992786E+05  0.2893475E+05  0.3412339E+05  0.3365915E+05  0.3245887E+05  0.3769501E+05  0.4022202E+05  0.3915321E+05  0.3912225E+05  0.3944030E+05  0.4410902E+05  0.4623022E+05  0.4914832E+05  0.4886093E+05  0.5028032E+05  0.5098620E+05  0.6198410E+05  0.6320135E+05  0.6351422E+05  0.6517888E+05  0.6476212E+05  0.6922778E+05  0.6804652E+05  0.6744490E+05  0.7336578E+05  0.7516081E+05  0.7710199E+05  0.8189685E+05  0.7685242E+05  0.8429939E+05  0.7687383E+05  0.6755195E+05  0.7495345E+05  0.8017766E+05  0.8749519E+05  0.9456441E+05  0.9099921E+05  0.8954245E+05
IND              0.5963930E+04  0.7125149E+04  0.7407472E+04  0.8264436E+04  0.8207169E+04  0.8416717E+04  0.9929494E+04  0.1129927E+05  0.1127378E+05  0.1234341E+05  0.1483483E+05  0.1611118E+05  0.1603775E+05  0.1757818E+05  0.1872034E+05  0.1837909E+05  0.2122393E+05  0.2538146E+05  0.2746320E+05  0.3050482E+05  0.3159246E+05  0.3270987E+05  0.3394969E+05  0.3868805E+05  0.3764703E+05  0.3345441E+05  0.3488251E+05  0.3361246E+05  0.3260509E+05  0.3382597E+05  0.3236263E+05  0.3082790E+05  0.3123484E+05  0.3034775E+05  0.3187377E+05  0.3124694E+05  0.3045279E+05  0.3079125E+05  0.3256702E+05  0.3335076E+05  0.3570099E+05  0.3558448E+05  0.3471610E+05  0.3344416E+05  0.3872841E+05  0.3854618E+05  0.3865151E+05  0.3993865E+05  0.3618848E+05  0.3663451E+05  0.3796870E+05  0.3542625E+05  0.3606714E+05  0.3568532E+05  0.3642970E+05  0.3775581E+05  0.3984995E+05  0.3875133E+05  0.3608520E+05  0.3588328E+05  0.3888073E+05  0.3534374E+05  0.3572886E+05  0.3616760E+05  0.3343919E+05  0.3294043E+05
ROAD             0.2573958E+03  0.3129132E+03  0.3908144E+03  0.5049083E+03  0.5388802E+03  0.6164802E+03  0.6963404E+03  0.8273792E+03  0.9395378E+03  0.1051088E+04  0.1412618E+04  0.1767677E+04  0.2139298E+04  0.2793387E+04  0.3471505E+04  0.3859120E+04  0.4959637E+04  0.6166330E+04  0.7496533E+04  0.8662852E+04  0.9772107E+04  0.1039405E+05  0.1130905E+05  0.1183690E+05  0.1151493E+05  0.1235315E+05  0.1372114E+05  0.1538465E+05  0.1660599E+05  0.1782315E+05  0.1832924E+05  0.1842715E+05  0.1861892E+05  0.1889203E+05  0.1919807E+05  0.1871196E+05  0.1941293E+05  0.2067994E+05  0.2178077E+05  0.2240400E+05  0.2324800E+05  0.2432797E+05  0.2503007E+05  0.2512589E+05  0.2611108E+05  0.2650705E+05  0.2760903E+05  0.2725609E+05  0.2797102E+05  0.2859092E+05  0.2962977E+05  0.2958006E+05  0.3014503E+05  0.3010998E+05  0.2980998E+05  0.2984891E+05  0.3019997E+05  0.2926504E+05  0.2844194E+05  0.2763401E+05  0.2361189E+05  0.2350512E+05  0.2570197E+05  0.2581201E+05  0.2573184E+05  0.2600784E+05
OTRA             0.1276585E+04  0.1283988E+04  0.1280118E+04  0.1282219E+04  0.1285647E+04  0.1289185E+04  0.1292170E+04  0.1294606E+04  0.1298588E+04  0.1299360E+04  0.1299913E+04  0.1214049E+04  0.1203659E+04  0.1086922E+04  0.1038633E+04  0.9381890E+03  0.8687220E+03  0.8477110E+03  0.7594570E+03  0.7058570E+03  0.8664300E+03  0.7974900E+03  0.6669600E+03  0.6951480E+03  0.6710380E+03  0.5371250E+03  0.5385362E+03  0.5827200E+03  0.6127300E+03  0.6060900E+03  0.5633800E+03  0.4931900E+03  0.4346080E+03  0.3773190E+03  0.3731630E+03  0.3414830E+03  0.3628970E+03  0.3236800E+03  0.3156520E+03  0.3036620E+03  0.1310366E+03  0.1361564E+03  0.1365162E+03  0.1244660E+03  0.1271657E+03  0.1281255E+03  0.1165616E+03  0.1253777E+03  0.1278438E+03  0.1130199E+03  0.1114760E+03  0.1048048E+03  0.1048336E+03  0.9822431E+02  0.9631199E+02  0.1031596E+03  0.1037580E+03  0.9716737E+02  0.9254264E+02  0.8698083E+02  0.8328593E+02  0.8467790E+02  0.8215990E+02  0.8145190E+02  0.8291590E+02  0.8432790E+02
RESI             0.8080618E+04  0.8372351E+04  0.8412599E+04  0.8610193E+04  0.8431819E+04  0.8439881E+04  0.8701985E+04  0.9199522E+04  0.9198378E+04  0.7831903E+04  0.8330109E+04  0.7931053E+04  0.7706274E+04  0.7648136E+04  0.7405735E+04  0.7733578E+04  0.7489277E+04  0.7818121E+04  0.7588179E+04  0.8133443E+04  0.8710756E+04  0.8767006E+04  0.8716678E+04  0.1033402E+05  0.1037938E+05  0.1007299E+05  0.1114546E+05  0.1125221E+05  0.1163028E+05  0.1158910E+05  0.1064943E+05  0.1120700E+05  0.1184002E+05  0.1285571E+05  0.1477262E+05  0.1469144E+05  0.1490441E+05  0.1496075E+05  0.1643235E+05  0.1550763E+05  0.1365910E+05  0.1365784E+05  0.1529865E+05  0.1626920E+05  0.1537306E+05  0.1622317E+05  0.1656767E+05  0.1725088E+05  0.1644944E+05  0.1694840E+05  0.1813470E+05  0.1677760E+05  0.1674470E+05  0.1629370E+05  0.1664030E+05  0.1688290E+05  0.1641600E+05  0.1582570E+05  0.1512070E+05  0.1491810E+05  0.1550950E+05  0.1571760E+05  0.1518680E+05  0.1438270E+05  0.1419320E+05  0.1351770E+05
ODOM             0.1640523E+02  0.2716615E+02  0.4620918E+02  0.5736310E+02  0.7082820E+02  0.8086010E+02  0.1179694E+03  0.1447088E+03  0.1577493E+03  0.2190933E+03  0.3878408E+03  0.4601567E+03  0.5807260E+03  0.7189140E+03  0.1388885E+04  0.1620858E+04  0.1918526E+04  0.2408528E+04  0.2830762E+04  0.3484592E+04  0.3286356E+04  0.3480101E+04  0.3734913E+04  0.4517068E+04  0.4424313E+04  0.4378081E+04  0.4643066E+04  0.4774966E+04  0.5302725E+04  0.5247770E+04  0.4975204E+04  0.5089982E+04  0.7208776E+04  0.7362242E+04  0.8016896E+04  0.7569376E+04  0.7953768E+04  0.7764558E+04  0.8424077E+04  0.8103424E+04  0.8527773E+04  0.8458289E+04  0.8792757E+04  0.9272968E+04  0.9134663E+04  0.9830511E+04  0.9916207E+04  0.1030251E+05  0.1123318E+05  0.1192225E+05  0.1044888E+05  0.1083027E+05  0.1110346E+05  0.1079301E+05  0.1092753E+05  0.1059615E+05  0.9689741E+04  0.9104942E+04  0.7763544E+04  0.6933214E+04  0.5393596E+04  0.9110240E+04  0.1094108E+05  0.5760819E+04  0.5944360E+04  0.4719106E+04
TOTAL            0.2050015E+05  0.2267957E+05  0.2328724E+05  0.2510563E+05  0.2546086E+05  0.2621071E+05  0.2838412E+05  0.3141523E+05  0.3289975E+05  0.3313548E+05  0.3934777E+05  0.4194811E+05  0.4481557E+05  0.4832568E+05  0.5163167E+05  0.5318370E+05  0.5950498E+05  0.6533438E+05  0.7211003E+05  0.7703780E+05  0.8217367E+05  0.8282560E+05  0.8633399E+05  0.9881537E+05  0.9526936E+05  0.8903219E+05  0.9299416E+05  0.9597955E+05  0.9668467E+05  0.9802683E+05  0.1010033E+06  0.9970437E+05  0.1017960E+06  0.1075301E+06  0.1144565E+06  0.1117144E+06  0.1122090E+06  0.1139605E+06  0.1236289E+06  0.1258997E+06  0.1304152E+06  0.1310257E+06  0.1342544E+06  0.1352229E+06  0.1514585E+06  0.1544364E+06  0.1563752E+06  0.1600524E+06  0.1567321E+06  0.1634369E+06  0.1643400E+06  0.1601639E+06  0.1675309E+06  0.1681410E+06  0.1710058E+06  0.1770838E+06  0.1731118E+06  0.1773436E+06  0.1643778E+06  0.1530075E+06  0.1584325E+06  0.1639390E+06  0.1751361E+06  0.1767690E+06  0.1703907E+06  0.1668119E+06
PP-EXCL-BF       0.4905217E+04  0.5557998E+04  0.5750023E+04  0.6386513E+04  0.6926519E+04  0.7367591E+04  0.7646163E+04  0.8649744E+04  0.1003172E+05  0.1039063E+05  0.1308246E+05  0.1446399E+05  0.1714786E+05  0.1850014E+05  0.1960657E+05  0.2065286E+05  0.2304489E+05  0.2271223E+05  0.2597190E+05  0.2554624E+05  0.2794556E+05  0.2667708E+05  0.2795670E+05  0.3274418E+05  0.3063267E+05  0.2823644E+05  0.2806345E+05  0.3037254E+05  0.2992786E+05  0.2893475E+05  0.3412339E+05  0.3365915E+05  0.3080717E+05  0.3588221E+05  0.3821622E+05  0.3702171E+05  0.3678745E+05  0.3691590E+05  0.4131272E+05  0.4321922E+05  0.4697462E+05  0.4663123E+05  0.4806082E+05  0.4881360E+05  0.5970980E+05  0.6080025E+05  0.6109712E+05  0.6268638E+05  0.6239872E+05  0.6685068E+05  0.6573222E+05  0.6527340E+05  0.7109498E+05  0.7278951E+05  0.7463939E+05  0.7864155E+05  0.7359582E+05  0.8089639E+05  0.7362373E+05  0.6457135E+05  0.6871445E+05  0.7388746E+05  0.8097879E+05  0.8754991E+05  0.8388531E+05  0.8201045E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1651700E+04  0.1812800E+04  0.2005800E+04  0.2131500E+04  0.2334800E+04  0.2524400E+04  0.2796300E+04  0.3011000E+04  0.2173700E+04  0.2229700E+04  0.2219500E+04  0.2172600E+04  0.2274300E+04  0.2401100E+04  0.2417100E+04  0.2492500E+04  0.2363400E+04  0.2377100E+04  0.2314300E+04  0.2171500E+04  0.2270800E+04  0.2371300E+04  0.2462600E+04  0.3255300E+04  0.3256600E+04  0.3403000E+04  0.3250100E+04  0.2980600E+04  0.6239000E+04  0.6290200E+04  0.6516400E+04  0.7014500E+04  0.7113900E+04  0.7532000E+04
IND-EXCL-BF      0.5963930E+04  0.7125149E+04  0.7407472E+04  0.8264436E+04  0.8207169E+04  0.8401651E+04  0.9797104E+04  0.1104955E+05  0.1090674E+05  0.1185904E+05  0.1423314E+05  0.1539216E+05  0.1528154E+05  0.1672757E+05  0.1773814E+05  0.1740596E+05  0.2013133E+05  0.2417566E+05  0.2613570E+05  0.2899692E+05  0.2986286E+05  0.3098907E+05  0.3213009E+05  0.3655815E+05  0.3556103E+05  0.3164111E+05  0.3283011E+05  0.3151896E+05  0.3040529E+05  0.3144467E+05  0.2995103E+05  0.2856410E+05  0.2890804E+05  0.2797790E+05  0.2937263E+05  0.2870900E+05  0.2806056E+05  0.2833910E+05  0.3003856E+05  0.3072728E+05  0.3292892E+05  0.3293296E+05  0.3226659E+05  0.3123217E+05  0.3663172E+05  0.3640480E+05  0.3646454E+05  0.3767916E+05  0.3415144E+05  0.3446199E+05  0.3553972E+05  0.3344900E+05  0.3379226E+05  0.3300226E+05  0.3410908E+05  0.3526745E+05  0.3724553E+05  0.3605184E+05  0.3359601E+05  0.3353653E+05  0.3642614E+05  0.3338167E+05  0.3370037E+05  0.3389264E+05  0.3115507E+05  0.3064288E+05
