REASv3.2 SECTOR JPN KO CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.3090091E+04  0.3780748E+04  0.3911341E+04  0.4225847E+04  0.4568412E+04  0.3996820E+04  0.4140685E+04  0.4025310E+04  0.4053040E+04  0.5303538E+04  0.6415995E+04  0.6634880E+04  0.7060003E+04  0.9262856E+04  0.1063678E+05  0.1095029E+05  0.1230933E+05  0.1404148E+05  0.1399058E+05  0.1747910E+05  0.2230727E+05  0.2268204E+05  0.2682643E+05  0.3837927E+05  0.3678067E+05  0.3430348E+05  0.3687379E+05  0.4106461E+05  0.4146463E+05  0.4152376E+05  0.3868807E+05  0.3908422E+05  0.3658352E+05  0.3804124E+05  0.4023129E+05  0.3858697E+05  0.3838924E+05  0.3855011E+05  0.4226223E+05  0.4502490E+05  0.5376525E+05  0.5340247E+05  0.5476747E+05  0.5237489E+05  0.5775780E+05  0.5922508E+05  0.5934563E+05  0.6115884E+05  0.5848671E+05  0.6201577E+05  0.6091382E+05  0.6094793E+05  0.6535783E+05  0.7061108E+05  0.6882509E+05  0.7097610E+05  0.6807388E+05  0.7415868E+05  0.6809418E+05  0.6110066E+05  0.6529122E+05  0.7101649E+05  0.7678239E+05  0.7818791E+05  0.7478885E+05  0.7328472E+05
IND              0.7590952E+04  0.9513082E+04  0.1000786E+05  0.1151919E+05  0.1165582E+05  0.1219090E+05  0.1421499E+05  0.1618675E+05  0.1612490E+05  0.1844274E+05  0.2276210E+05  0.2501066E+05  0.2449311E+05  0.2614912E+05  0.2809744E+05  0.2836765E+05  0.3284932E+05  0.3901163E+05  0.4271371E+05  0.4896296E+05  0.5172539E+05  0.5247326E+05  0.5475136E+05  0.6295531E+05  0.6157533E+05  0.5655867E+05  0.5763973E+05  0.5607958E+05  0.5456326E+05  0.5661309E+05  0.5616759E+05  0.5507475E+05  0.5546542E+05  0.5295278E+05  0.5550018E+05  0.5472926E+05  0.5196959E+05  0.5215943E+05  0.5542291E+05  0.5683324E+05  0.6095826E+05  0.5850304E+05  0.5746248E+05  0.5777657E+05  0.6210299E+05  0.6012810E+05  0.5936257E+05  0.6443593E+05  0.5608872E+05  0.5715843E+05  0.6186364E+05  0.5774455E+05  0.5708994E+05  0.5493124E+05  0.5746678E+05  0.5533243E+05  0.5914267E+05  0.6330947E+05  0.5948305E+05  0.4791161E+05  0.5434293E+05  0.5748802E+05  0.5340706E+05  0.5218363E+05  0.4916544E+05  0.4747179E+05
ROAD             0.2135465E+03  0.2673542E+03  0.3403238E+03  0.4430885E+03  0.4826402E+03  0.5618902E+03  0.6369703E+03  0.7629285E+03  0.8727973E+03  0.9766689E+03  0.1298716E+04  0.1580779E+04  0.1867698E+04  0.2400689E+04  0.2973104E+04  0.3309317E+04  0.4199232E+04  0.5185641E+04  0.6265627E+04  0.7205143E+04  0.8118489E+04  0.8741041E+04  0.9606546E+04  0.1015992E+05  0.9960738E+04  0.1078713E+05  0.1186112E+05  0.1317170E+05  0.1398999E+05  0.1485613E+05  0.1516620E+05  0.1523112E+05  0.1536694E+05  0.1554602E+05  0.1574006E+05  0.1543496E+05  0.1578994E+05  0.1661395E+05  0.1760582E+05  0.1818200E+05  0.1910900E+05  0.2013098E+05  0.2029006E+05  0.2039391E+05  0.2114006E+05  0.2172704E+05  0.2235402E+05  0.2236407E+05  0.2277601E+05  0.2315294E+05  0.2400481E+05  0.2504805E+05  0.2509203E+05  0.2566899E+05  0.2573999E+05  0.2548392E+05  0.2567497E+05  0.2591304E+05  0.2514995E+05  0.2451401E+05  0.2177590E+05  0.2218312E+05  0.2203197E+05  0.2284401E+05  0.2290486E+05  0.2318086E+05
OTRA             0.1212173E+04  0.1219174E+04  0.1215406E+04  0.1217405E+04  0.1220733E+04  0.1224071E+04  0.1226955E+04  0.1229290E+04  0.1233071E+04  0.1233743E+04  0.1234296E+04  0.1155027E+04  0.1146967E+04  0.1038622E+04  0.9948000E+03  0.9020050E+03  0.8389190E+03  0.8222850E+03  0.7424930E+03  0.6956400E+03  0.8507300E+03  0.7865000E+03  0.6624850E+03  0.6924680E+03  0.6698580E+03  0.5351390E+03  0.5375047E+03  0.5801700E+03  0.6116400E+03  0.6057000E+03  0.5642800E+03  0.4939200E+03  0.4425840E+03  0.3855600E+03  0.3814560E+03  0.3489160E+03  0.3703370E+03  0.3308620E+03  0.3221700E+03  0.3098600E+03  0.1345807E+03  0.1418504E+03  0.1254201E+03  0.1187898E+03  0.1224096E+03  0.1252693E+03  0.1151961E+03  0.1273528E+03  0.1144196E+03  0.1014864E+03  0.1011731E+03  0.1024415E+03  0.1024399E+03  0.9524814E+02  0.9642435E+02  0.9049949E+02  0.9041222E+02  0.8060488E+02  0.8298849E+02  0.8485803E+02  0.8622751E+02  0.8454118E+02  0.7956218E+02  0.8048518E+02  0.7593218E+02  0.7675018E+02
RESI             0.8061258E+04  0.8340090E+04  0.8357263E+04  0.8541475E+04  0.8347056E+04  0.8343032E+04  0.8555565E+04  0.8978818E+04  0.8925225E+04  0.7490828E+04  0.7902593E+04  0.7428096E+04  0.7254224E+04  0.7108875E+04  0.6546209E+04  0.6552873E+04  0.6081264E+04  0.5758158E+04  0.5198847E+04  0.4890863E+04  0.4406354E+04  0.4167174E+04  0.3889210E+04  0.4333546E+04  0.4338003E+04  0.4017012E+04  0.4371457E+04  0.4414416E+04  0.4430014E+04  0.4496708E+04  0.4161145E+04  0.4424947E+04  0.5127579E+04  0.5465327E+04  0.6102407E+04  0.6012854E+04  0.6206575E+04  0.6306454E+04  0.6810805E+04  0.6646670E+04  0.6224269E+04  0.6424400E+04  0.6843442E+04  0.7229457E+04  0.6717173E+04  0.7464741E+04  0.7599295E+04  0.7353051E+04  0.7110772E+04  0.7445074E+04  0.7061628E+04  0.7231657E+04  0.7627457E+04  0.7021197E+04  0.7356343E+04  0.7151035E+04  0.6673136E+04  0.6332876E+04  0.5824108E+04  0.5733045E+04  0.6315166E+04  0.6079537E+04  0.5749535E+04  0.5924461E+04  0.5388361E+04  0.5574886E+04
ODOM             0.1198386E+02  0.1984715E+02  0.3376567E+02  0.4191571E+02  0.5175460E+02  0.5908560E+02  0.8620890E+02  0.1057464E+03  0.1152674E+03  0.1600930E+03  0.3068693E+03  0.3618744E+03  0.4523860E+03  0.5540130E+03  0.1114040E+04  0.1297421E+04  0.1530151E+04  0.1911301E+04  0.2242124E+04  0.2742794E+04  0.2543339E+04  0.2721253E+04  0.2942054E+04  0.3520502E+04  0.3493652E+04  0.3497919E+04  0.3698556E+04  0.3795916E+04  0.4154448E+04  0.4103683E+04  0.3884160E+04  0.3997089E+04  0.5220413E+04  0.5283549E+04  0.5861563E+04  0.5656353E+04  0.5984765E+04  0.5819255E+04  0.6441115E+04  0.6236329E+04  0.7194290E+04  0.7163046E+04  0.7384260E+04  0.7804702E+04  0.7652089E+04  0.8185770E+04  0.8323910E+04  0.8635218E+04  0.9489418E+04  0.1004242E+05  0.8995771E+04  0.9277941E+04  0.9661632E+04  0.9282697E+04  0.9389007E+04  0.9073268E+04  0.8337888E+04  0.7811112E+04  0.7308878E+04  0.8862366E+04  0.8252033E+04  0.7061494E+04  0.7538535E+04  0.1031346E+05  0.1036340E+05  0.1157203E+05
TOTAL            0.2018000E+05  0.2314030E+05  0.2386596E+05  0.2598892E+05  0.2632642E+05  0.2637580E+05  0.2886137E+05  0.3128884E+05  0.3132430E+05  0.3360761E+05  0.3992057E+05  0.4217132E+05  0.4227439E+05  0.4651418E+05  0.5036237E+05  0.5137956E+05  0.5780822E+05  0.6673050E+05  0.7115338E+05  0.8197650E+05  0.8995157E+05  0.9157127E+05  0.9867808E+05  0.1200410E+06  0.1168183E+06  0.1096993E+06  0.1149822E+06  0.1191064E+06  0.1192140E+06  0.1221991E+06  0.1186314E+06  0.1183061E+06  0.1182065E+06  0.1176745E+06  0.1238170E+06  0.1207693E+06  0.1187104E+06  0.1197801E+06  0.1288650E+06  0.1332330E+06  0.1473856E+06  0.1457658E+06  0.1468731E+06  0.1456983E+06  0.1554925E+06  0.1568560E+06  0.1571006E+06  0.1640745E+06  0.1540661E+06  0.1599161E+06  0.1629408E+06  0.1603526E+06  0.1649313E+06  0.1676104E+06  0.1688736E+06  0.1681073E+06  0.1679930E+06  0.1776058E+06  0.1659432E+06  0.1482066E+06  0.1560635E+06  0.1639132E+06  0.1655891E+06  0.1695340E+06  0.1626868E+06  0.1611610E+06
PP-EXCL-BF       0.3090091E+04  0.3780748E+04  0.3911341E+04  0.4225847E+04  0.4568412E+04  0.3996820E+04  0.4140685E+04  0.4025310E+04  0.4053040E+04  0.5303538E+04  0.6415995E+04  0.6634880E+04  0.7060003E+04  0.9262856E+04  0.1063678E+05  0.1095029E+05  0.1230933E+05  0.1404148E+05  0.1399058E+05  0.1747910E+05  0.2230727E+05  0.2268204E+05  0.2682643E+05  0.3837927E+05  0.3678067E+05  0.3430348E+05  0.3687379E+05  0.4106461E+05  0.4146463E+05  0.4152376E+05  0.3868807E+05  0.3908422E+05  0.3584040E+05  0.3722565E+05  0.3932885E+05  0.3762800E+05  0.3733884E+05  0.3741431E+05  0.4100413E+05  0.4367020E+05  0.5278727E+05  0.5239937E+05  0.5376906E+05  0.5139761E+05  0.5673490E+05  0.5814518E+05  0.5825853E+05  0.6003774E+05  0.5742361E+05  0.6094647E+05  0.5987272E+05  0.5997102E+05  0.6433623E+05  0.6954418E+05  0.6771709E+05  0.6951140E+05  0.6660878E+05  0.7262788E+05  0.6663228E+05  0.5976006E+05  0.6248532E+05  0.6818719E+05  0.7385129E+05  0.7503281E+05  0.7158905E+05  0.6989682E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7431200E+03  0.8155900E+03  0.9024400E+03  0.9589700E+03  0.1050400E+04  0.1135800E+04  0.1258100E+04  0.1354700E+04  0.9779800E+03  0.1003100E+04  0.9984100E+03  0.9772800E+03  0.1022900E+04  0.1079900E+04  0.1087100E+04  0.1121100E+04  0.1063100E+04  0.1069300E+04  0.1041100E+04  0.9769100E+03  0.1021600E+04  0.1066900E+04  0.1108000E+04  0.1464700E+04  0.1465100E+04  0.1530800E+04  0.1461900E+04  0.1340600E+04  0.2805900E+04  0.2829300E+04  0.2931100E+04  0.3155100E+04  0.3199800E+04  0.3387900E+04
IND-EXCL-BF      0.7590952E+04  0.9513082E+04  0.1000786E+05  0.1151919E+05  0.1165582E+05  0.1218674E+05  0.1417845E+05  0.1611782E+05  0.1602359E+05  0.1830904E+05  0.2259602E+05  0.2481220E+05  0.2428438E+05  0.2591433E+05  0.2782633E+05  0.2809904E+05  0.3254774E+05  0.3867881E+05  0.4234729E+05  0.4854675E+05  0.5124798E+05  0.5199828E+05  0.5424911E+05  0.6236742E+05  0.6099955E+05  0.5605815E+05  0.5707322E+05  0.5550174E+05  0.5395605E+05  0.5595580E+05  0.5550194E+05  0.5444988E+05  0.5482318E+05  0.5229781E+05  0.5480708E+05  0.5402593E+05  0.5130641E+05  0.5147993E+05  0.5472266E+05  0.5610705E+05  0.6019239E+05  0.5779473E+05  0.5679103E+05  0.5714190E+05  0.6145290E+05  0.5944489E+05  0.5869949E+05  0.6377766E+05  0.5551170E+05  0.5652749E+05  0.6119031E+05  0.5711644E+05  0.5647276E+05  0.5433318E+05  0.5686693E+05  0.5464957E+05  0.5832726E+05  0.6255178E+05  0.5880238E+05  0.4725709E+05  0.5368582E+05  0.5691520E+05  0.5292269E+05  0.5161856E+05  0.4859876E+05  0.4691124E+05
