REASv3.2 SECTOR JPN KK CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.9865624E+03  0.1098256E+04  0.1136187E+04  0.1251956E+04  0.1380694E+04  0.2189951E+04  0.3700643E+04  0.3921578E+04  0.3966660E+04  0.4838572E+04  0.5190535E+04  0.6805144E+04  0.6915882E+04  0.1077250E+05  0.1171505E+05  0.1462344E+05  0.1601701E+05  0.1893214E+05  0.2169801E+05  0.2855206E+05  0.3870183E+05  0.4062400E+05  0.3699384E+05  0.4431418E+05  0.4317955E+05  0.4024845E+05  0.4028695E+05  0.4925802E+05  0.4991305E+05  0.4978324E+05  0.4474469E+05  0.4145707E+05  0.3937734E+05  0.4034147E+05  0.4742296E+05  0.4446234E+05  0.4417939E+05  0.4523929E+05  0.4968746E+05  0.5295262E+05  0.5969739E+05  0.6018123E+05  0.6032312E+05  0.5478518E+05  0.6066483E+05  0.5723237E+05  0.5708473E+05  0.5431907E+05  0.5306588E+05  0.5427925E+05  0.5277112E+05  0.4832295E+05  0.5223219E+05  0.5381122E+05  0.5601549E+05  0.5757087E+05  0.5654695E+05  0.6160365E+05  0.5581617E+05  0.5212150E+05  0.6191875E+05  0.7281931E+05  0.7792148E+05  0.7819347E+05  0.7864865E+05  0.7505851E+05
IND              0.7995607E+04  0.1052330E+05  0.1133639E+05  0.1343283E+05  0.1356452E+05  0.1500168E+05  0.1753403E+05  0.1995042E+05  0.2025991E+05  0.2499537E+05  0.3161533E+05  0.3766745E+05  0.3781481E+05  0.4139149E+05  0.4653499E+05  0.5082364E+05  0.6040575E+05  0.7219721E+05  0.8094513E+05  0.9795653E+05  0.1066306E+06  0.1058599E+06  0.1104087E+06  0.1289929E+06  0.1274828E+06  0.1189941E+06  0.1194990E+06  0.1128761E+06  0.1063091E+06  0.1107489E+06  0.1090348E+06  0.1018602E+06  0.1042353E+06  0.9901611E+05  0.1054718E+06  0.1047926E+06  0.9735891E+05  0.9829116E+05  0.1060373E+06  0.1071083E+06  0.1148689E+06  0.1137222E+06  0.1082088E+06  0.1049015E+06  0.1035738E+06  0.1022558E+06  0.1047819E+06  0.1010190E+06  0.9888088E+05  0.9760049E+05  0.9823209E+05  0.9772600E+05  0.9435455E+05  0.9346265E+05  0.9410739E+05  0.9323644E+05  0.9660620E+05  0.1107839E+06  0.1097976E+06  0.1079625E+06  0.1163671E+06  0.1116579E+06  0.1099158E+06  0.1057776E+06  0.9398750E+05  0.8921372E+05
ROAD             0.3651940E+03  0.4505802E+03  0.5686863E+03  0.7482975E+03  0.8021804E+03  0.9295104E+03  0.1055501E+04  0.1262214E+04  0.1439512E+04  0.1611782E+04  0.2182527E+04  0.2668565E+04  0.3189796E+04  0.4142381E+04  0.5102607E+04  0.5708030E+04  0.7036353E+04  0.8577903E+04  0.1031404E+05  0.1184907E+05  0.1329515E+05  0.1380906E+05  0.1463407E+05  0.1500188E+05  0.1427791E+05  0.1500818E+05  0.1617117E+05  0.1767660E+05  0.1868398E+05  0.1967317E+05  0.1988726E+05  0.2001916E+05  0.2026092E+05  0.2057703E+05  0.2093908E+05  0.2048295E+05  0.2100292E+05  0.2213894E+05  0.2286176E+05  0.2362100E+05  0.2479000E+05  0.2623297E+05  0.2648408E+05  0.2648089E+05  0.2534107E+05  0.2722905E+05  0.2778303E+05  0.2842409E+05  0.2794302E+05  0.2885092E+05  0.2914777E+05  0.2947806E+05  0.2926803E+05  0.3001298E+05  0.2960498E+05  0.2962891E+05  0.3007497E+05  0.3068405E+05  0.2985694E+05  0.2911002E+05  0.2649288E+05  0.2657714E+05  0.2676297E+05  0.2673702E+05  0.2681883E+05  0.2728983E+05
OTRA             0.1811484E+04  0.1821913E+04  0.1816477E+04  0.1819414E+04  0.1824301E+04  0.1829399E+04  0.1833635E+04  0.1837113E+04  0.1842763E+04  0.1843847E+04  0.1844610E+04  0.1711711E+04  0.1687331E+04  0.1509249E+04  0.1430507E+04  0.1275024E+04  0.1161970E+04  0.1115510E+04  0.9702070E+03  0.8737690E+03  0.1088380E+04  0.9843400E+03  0.7995400E+03  0.8232920E+03  0.7877820E+03  0.6357310E+03  0.6325978E+03  0.6915700E+03  0.7192300E+03  0.7080500E+03  0.6519100E+03  0.5708400E+03  0.4662560E+03  0.3981390E+03  0.3930290E+03  0.3604690E+03  0.3853240E+03  0.3410040E+03  0.3349310E+03  0.3226110E+03  0.1348440E+03  0.1284836E+03  0.1216632E+03  0.1127828E+03  0.1170325E+03  0.1137821E+03  0.1197818E+03  0.1043516E+03  0.9856137E+02  0.9721914E+02  0.8754691E+02  0.8936772E+02  0.8099052E+02  0.8207132E+02  0.8348111E+02  0.9301089E+02  0.8380487E+02  0.7486586E+02  0.7327384E+02  0.7404383E+02  0.6639581E+02  0.6990197E+02  0.6842897E+02  0.6944797E+02  0.6606797E+02  0.6660797E+02
RESI             0.8142499E+04  0.8444238E+04  0.8479031E+04  0.8678541E+04  0.8505973E+04  0.8519569E+04  0.8797777E+04  0.9322755E+04  0.9382412E+04  0.7962136E+04  0.8420129E+04  0.7952563E+04  0.7802319E+04  0.7683316E+04  0.7119567E+04  0.7207937E+04  0.6785083E+04  0.6505213E+04  0.5978093E+04  0.5695993E+04  0.5354380E+04  0.5165382E+04  0.4887937E+04  0.5286385E+04  0.5327059E+04  0.5090925E+04  0.5531205E+04  0.5474330E+04  0.5280143E+04  0.5514942E+04  0.5293699E+04  0.5573703E+04  0.5725684E+04  0.6007481E+04  0.6556420E+04  0.6489407E+04  0.6687079E+04  0.6703647E+04  0.7295430E+04  0.7043770E+04  0.6441541E+04  0.6520361E+04  0.6918693E+04  0.7350615E+04  0.7056944E+04  0.7786240E+04  0.7910363E+04  0.7677580E+04  0.7327080E+04  0.7655757E+04  0.7859317E+04  0.7701528E+04  0.7866565E+04  0.7659324E+04  0.7423049E+04  0.8075825E+04  0.7481708E+04  0.7510611E+04  0.7007660E+04  0.7030206E+04  0.7261421E+04  0.6855661E+04  0.6528774E+04  0.6283221E+04  0.6283431E+04  0.5982202E+04
ODOM             0.1438232E+02  0.2412419E+02  0.4151863E+02  0.5156548E+02  0.6362515E+02  0.7269053E+02  0.1065385E+03  0.1304238E+03  0.1413995E+03  0.1962979E+03  0.4506780E+03  0.5243573E+03  0.6386418E+03  0.7532558E+03  0.1522574E+04  0.1762928E+04  0.2044493E+04  0.2555842E+04  0.2969359E+04  0.3607511E+04  0.3370108E+04  0.3609722E+04  0.3935849E+04  0.4652976E+04  0.4601476E+04  0.4710113E+04  0.4905913E+04  0.4966330E+04  0.5310384E+04  0.5231415E+04  0.4937725E+04  0.5210486E+04  0.6994126E+04  0.6998551E+04  0.7385252E+04  0.7096575E+04  0.7521932E+04  0.7222322E+04  0.7993441E+04  0.7621228E+04  0.9214710E+04  0.9079298E+04  0.9299764E+04  0.9445844E+04  0.9036380E+04  0.9723039E+04  0.9661018E+04  0.9588941E+04  0.1034197E+05  0.1084396E+05  0.1052360E+05  0.1081413E+05  0.1113556E+05  0.1052726E+05  0.1015469E+05  0.9640783E+04  0.8908787E+04  0.7534662E+04  0.6617557E+04  0.8751189E+04  0.7860464E+04  0.8513963E+04  0.8062620E+04  0.9950326E+04  0.9635600E+04  0.8365377E+04
TOTAL            0.1931573E+05  0.2236241E+05  0.2337829E+05  0.2598260E+05  0.2614129E+05  0.2854280E+05  0.3302812E+05  0.3642450E+05  0.3703266E+05  0.4144800E+05  0.4970381E+05  0.5732979E+05  0.5804878E+05  0.6625219E+05  0.7342530E+05  0.8140100E+05  0.9345066E+05  0.1098838E+06  0.1228748E+06  0.1485349E+06  0.1684404E+06  0.1700524E+06  0.1716599E+06  0.1990716E+06  0.1956566E+06  0.1846875E+06  0.1870268E+06  0.1909429E+06  0.1862159E+06  0.1916597E+06  0.1845501E+06  0.1746915E+06  0.1770596E+06  0.1733388E+06  0.1881685E+06  0.1836843E+06  0.1771356E+06  0.1799364E+06  0.1942103E+06  0.1986695E+06  0.2151474E+06  0.2158645E+06  0.2113561E+06  0.2030768E+06  0.2057901E+06  0.2043403E+06  0.2073408E+06  0.2011330E+06  0.1976574E+06  0.1993276E+06  0.1986214E+06  0.1941320E+06  0.1949379E+06  0.1955555E+06  0.1973891E+06  0.1982458E+06  0.1997024E+06  0.2181917E+06  0.2091692E+06  0.2050495E+06  0.2199670E+06  0.2264939E+06  0.2292601E+06  0.2270111E+06  0.2154401E+06  0.2059762E+06
PP-EXCL-BF       0.9865624E+03  0.1098256E+04  0.1136187E+04  0.1251956E+04  0.1380694E+04  0.2189951E+04  0.3700643E+04  0.3921578E+04  0.3966660E+04  0.4838572E+04  0.5190535E+04  0.6805144E+04  0.6915882E+04  0.1077250E+05  0.1171505E+05  0.1462344E+05  0.1601701E+05  0.1893214E+05  0.2169801E+05  0.2855206E+05  0.3870183E+05  0.4062400E+05  0.3699384E+05  0.4431418E+05  0.4317955E+05  0.4024845E+05  0.4028695E+05  0.4925802E+05  0.4991305E+05  0.4978324E+05  0.4474469E+05  0.4145707E+05  0.3858277E+05  0.3946943E+05  0.4645805E+05  0.4343694E+05  0.4305619E+05  0.4402489E+05  0.4834226E+05  0.5150412E+05  0.5865169E+05  0.5910863E+05  0.5925542E+05  0.5373998E+05  0.5957073E+05  0.5607717E+05  0.5592183E+05  0.5311987E+05  0.5192878E+05  0.5313545E+05  0.5165752E+05  0.4727815E+05  0.5113969E+05  0.5267042E+05  0.5483079E+05  0.5600497E+05  0.5498035E+05  0.5996665E+05  0.5425267E+05  0.5068760E+05  0.5891735E+05  0.6979341E+05  0.7478678E+05  0.7481917E+05  0.7522655E+05  0.7143521E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7945700E+03  0.8720400E+03  0.9649100E+03  0.1025400E+04  0.1123200E+04  0.1214400E+04  0.1345200E+04  0.1448500E+04  0.1045700E+04  0.1072600E+04  0.1067700E+04  0.1045200E+04  0.1094100E+04  0.1155200E+04  0.1162900E+04  0.1199200E+04  0.1137100E+04  0.1143800E+04  0.1113600E+04  0.1044800E+04  0.1092500E+04  0.1140800E+04  0.1184700E+04  0.1565900E+04  0.1566600E+04  0.1637000E+04  0.1563500E+04  0.1433900E+04  0.3001400E+04  0.3025900E+04  0.3134700E+04  0.3374300E+04  0.3422100E+04  0.3623300E+04
IND-EXCL-BF      0.7995607E+04  0.1052330E+05  0.1133639E+05  0.1343283E+05  0.1356452E+05  0.1500055E+05  0.1752409E+05  0.1993167E+05  0.2023235E+05  0.2495901E+05  0.3157016E+05  0.3761347E+05  0.3775804E+05  0.4132763E+05  0.4646125E+05  0.5075058E+05  0.6032373E+05  0.7210669E+05  0.8084547E+05  0.9784333E+05  0.1065008E+06  0.1057307E+06  0.1102721E+06  0.1288330E+06  0.1273262E+06  0.1188580E+06  0.1193449E+06  0.1127189E+06  0.1061440E+06  0.1105701E+06  0.1088538E+06  0.1016903E+06  0.1040521E+06  0.9881804E+05  0.1052500E+06  0.1045676E+06  0.9714075E+05  0.9807174E+05  0.1058132E+06  0.1068790E+06  0.1146563E+06  0.1134453E+06  0.1079280E+06  0.1046769E+06  0.1033367E+06  0.1020398E+06  0.1046149E+06  0.1008501E+06  0.9878685E+05  0.9750014E+05  0.9812277E+05  0.9762926E+05  0.9425331E+05  0.9335935E+05  0.9399397E+05  0.9310722E+05  0.9647653E+05  0.1106492E+06  0.1096717E+06  0.1078292E+06  0.1162308E+06  0.1115302E+06  0.1097977E+06  0.1056529E+06  0.9385699E+05  0.8905091E+05
