REASv3.2 SECTOR CHN HK CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.2331336E+03  0.2807070E+03  0.3100476E+03  0.3457327E+03  0.3901438E+03  0.4504061E+03  0.5978997E+03  0.6684692E+03  0.7485654E+03  0.8714717E+03  0.1031624E+04  0.1222758E+04  0.1416995E+04  0.1634347E+04  0.1892829E+04  0.2166421E+04  0.2474037E+04  0.2746828E+04  0.3130597E+04  0.3636552E+04  0.4040936E+04  0.4420002E+04  0.4825102E+04  0.5307805E+04  0.5074602E+04  0.5534605E+04  0.6182902E+04  0.6989802E+04  0.7667102E+04  0.8098102E+04  0.9024902E+04  0.9734602E+04  0.1005221E+05  0.1273201E+05  0.1412521E+05  0.1578411E+05  0.1752661E+05  0.1987273E+05  0.2157562E+05  0.2310366E+05  0.2444326E+05  0.2713132E+05  0.2921562E+05  0.3160962E+05  0.2358168E+05  0.2435958E+05  0.2383003E+05  0.2127658E+05  0.2362113E+05  0.2144890E+05  0.2266835E+05  0.2373649E+05  0.2530466E+05  0.2875172E+05  0.2830508E+05  0.2956065E+05  0.2962521E+05  0.3072089E+05  0.2928013E+05  0.3008538E+05  0.2822530E+05  0.3055724E+05  0.3001434E+05  0.3069678E+05  0.3179597E+05  0.2799587E+05
IND              0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2561882E+04  0.2448863E+04  0.2128570E+04  0.3572689E+04  0.3006566E+04  0.3840902E+04  0.4607956E+04  0.4650354E+04  0.2622088E+04  0.2163568E+04  0.2369861E+04  0.2881652E+04  0.2913136E+04  0.3306098E+04  0.2843989E+04  0.3163742E+04  0.3408339E+04  0.4098101E+04  0.3994313E+04  0.2999237E+04  0.2166659E+04  0.3716137E+04  0.2984870E+04  0.3317121E+04  0.2932284E+04  0.2646661E+04  0.2604135E+04  0.4407285E+04  0.5854078E+04  0.4266925E+04  0.5552691E+04  0.4540031E+04  0.3873866E+04  0.4943595E+04  0.3916681E+04  0.5574070E+04  0.6238700E+04  0.6536119E+04  0.7353377E+04  0.5606316E+04  0.7075962E+04  0.7191002E+04  0.7284695E+04  0.8023244E+04  0.7086953E+04
ROAD             0.9099510E+02  0.9099510E+02  0.9099510E+02  0.9099510E+02  0.1003861E+03  0.1133029E+03  0.1303232E+03  0.1543954E+03  0.1755362E+03  0.2019564E+03  0.2442371E+03  0.2812191E+03  0.3135131E+03  0.3692962E+03  0.4291896E+03  0.4645450E+03  0.4866149E+03  0.4568199E+03  0.5008992E+03  0.5971256E+03  0.6951596E+03  0.8286480E+03  0.8722760E+03  0.8620620E+03  0.8024240E+03  0.8154310E+03  0.9261220E+03  0.1012475E+04  0.1155753E+04  0.2790420E+04  0.2496986E+04  0.2952297E+04  0.3176966E+04  0.3213624E+04  0.3079317E+04  0.2845141E+04  0.3627109E+04  0.3461354E+04  0.4217525E+04  0.4102405E+04  0.4584038E+04  0.5588792E+04  0.6356467E+04  0.7147798E+04  0.7869896E+04  0.7511451E+04  0.7058170E+04  0.7186388E+04  0.1175711E+05  0.1528527E+05  0.1156493E+05  0.1009684E+05  0.7980918E+04  0.7740815E+04  0.5240583E+04  0.6113731E+04  0.5416822E+04  0.5376349E+04  0.5336493E+04  0.7137752E+04  0.6556479E+04  0.6406593E+04  0.6302593E+04  0.6488709E+04  0.6554317E+04  0.7268983E+04
OTRA             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
RESI             0.7950400E+02  0.8134400E+02  0.8318400E+02  0.8502400E+02  0.8686400E+02  0.8870400E+02  0.9054400E+02  0.9238500E+02  0.9422500E+02  0.9606500E+02  0.9790500E+02  0.9955700E+02  0.1012100E+03  0.1028600E+03  0.1045100E+03  0.1061600E+03  0.1078100E+03  0.1094700E+03  0.1111200E+03  0.1127700E+03  0.1144200E+03  0.8052560E+03  0.6820940E+03  0.6627120E+03  0.6789900E+03  0.7204780E+03  0.6834860E+03  0.7752150E+03  0.7365270E+03  0.8059310E+03  0.6794840E+03  0.2390200E+03  0.2659800E+03  0.2918200E+03  0.3153100E+03  0.3504500E+03  0.3786300E+03  0.4115100E+03  0.4596200E+03  0.4995500E+03  0.5324300E+03  0.5606200E+03  0.6157700E+03  0.6450900E+03  0.8606500E+03  0.9015100E+03  0.9174600E+03  0.9379400E+03  0.9136700E+03  0.9478700E+03  0.9792300E+03  0.9826780E+03  0.9930970E+03  0.1092200E+04  0.1083940E+04  0.1041499E+04  0.1001636E+04  0.9873560E+03  0.1021926E+04  0.1010836E+04  0.9934340E+03  0.9936130E+03  0.9875920E+03  0.9763120E+03  0.9803520E+03  0.9603420E+03
ODOM             0.4871300E+02  0.4984100E+02  0.5096800E+02  0.5209600E+02  0.5322300E+02  0.5435100E+02  0.5547800E+02  0.5660600E+02  0.5773300E+02  0.5886100E+02  0.5998800E+02  0.6100000E+02  0.6201200E+02  0.6302400E+02  0.6403600E+02  0.6504800E+02  0.6606000E+02  0.6707100E+02  0.6808300E+02  0.6909500E+02  0.7010700E+02  0.3613380E+03  0.2912900E+03  0.1834590E+03  0.4904250E+03  0.3429480E+03  0.4659720E+03  0.6841980E+03  0.6756020E+03  0.1832640E+03  0.4564530E+03  0.7090830E+03  0.9754980E+03  0.6450280E+03  0.6976310E+03  0.7092980E+03  0.7935480E+03  0.8255480E+03  0.8842590E+03  0.8882200E+03  0.9460710E+03  0.9792410E+03  0.1045891E+04  0.1024171E+04  0.1021832E+04  0.1035342E+04  0.9904430E+03  0.9646240E+03  0.9414450E+03  0.1127835E+04  0.1062997E+04  0.1272577E+04  0.1502705E+04  0.1559945E+04  0.1539105E+04  0.8950860E+03  0.8997760E+03  0.9044980E+03  0.8783460E+03  0.8551670E+03  0.8616280E+03  0.8575170E+03  0.8469470E+03  0.8320092E+03  0.8475260E+03  0.8293370E+03
TOTAL            0.4523457E+03  0.5028871E+03  0.5351947E+03  0.5738478E+03  0.6306169E+03  0.7067640E+03  0.8742449E+03  0.9718556E+03  0.1076060E+04  0.1228354E+04  0.1433754E+04  0.1664534E+04  0.1893730E+04  0.2169527E+04  0.2490565E+04  0.2802174E+04  0.3134522E+04  0.3380189E+04  0.3810699E+04  0.4415543E+04  0.4920623E+04  0.8977126E+04  0.9119625E+04  0.9144608E+04  0.1061913E+05  0.1042003E+05  0.1209938E+05  0.1406965E+05  0.1488534E+05  0.1449981E+05  0.1482139E+05  0.1600486E+05  0.1735231E+05  0.1979562E+05  0.2152357E+05  0.2253299E+05  0.2548964E+05  0.2797948E+05  0.3123513E+05  0.3258815E+05  0.3350504E+05  0.3642663E+05  0.4094988E+05  0.4341155E+05  0.3665118E+05  0.3674017E+05  0.3544276E+05  0.3296967E+05  0.4164064E+05  0.4466395E+05  0.4054243E+05  0.4164128E+05  0.4032141E+05  0.4301855E+05  0.4111230E+05  0.4152765E+05  0.4251751E+05  0.4422779E+05  0.4305301E+05  0.4644251E+05  0.4224316E+05  0.4589093E+05  0.4534247E+05  0.4627851E+05  0.4820141E+05  0.4414148E+05
PP-EXCL-BF       0.2331336E+03  0.2807070E+03  0.3100476E+03  0.3457327E+03  0.3901438E+03  0.4504061E+03  0.5978997E+03  0.6684692E+03  0.7485654E+03  0.8714717E+03  0.1031624E+04  0.1222758E+04  0.1416995E+04  0.1634347E+04  0.1892829E+04  0.2166421E+04  0.2474037E+04  0.2746828E+04  0.3130597E+04  0.3636552E+04  0.4040936E+04  0.4420002E+04  0.4825102E+04  0.5307805E+04  0.5074602E+04  0.5534605E+04  0.6182902E+04  0.6989802E+04  0.7667102E+04  0.8098102E+04  0.9024902E+04  0.9734602E+04  0.1005221E+05  0.1273201E+05  0.1412521E+05  0.1578411E+05  0.1752661E+05  0.1987273E+05  0.2157562E+05  0.2310366E+05  0.2444326E+05  0.2713132E+05  0.2921562E+05  0.3160962E+05  0.2358168E+05  0.2435958E+05  0.2383003E+05  0.2127658E+05  0.2362113E+05  0.2144890E+05  0.2266835E+05  0.2373649E+05  0.2530466E+05  0.2875172E+05  0.2830508E+05  0.2956065E+05  0.2962521E+05  0.3072089E+05  0.2928013E+05  0.3008538E+05  0.2816586E+05  0.3050695E+05  0.2995719E+05  0.3063734E+05  0.3172739E+05  0.2792729E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5943600E+02  0.5029200E+02  0.5715000E+02  0.5943600E+02  0.6858000E+02  0.6858000E+02
IND-EXCL-BF      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2561882E+04  0.2448863E+04  0.2128570E+04  0.3572689E+04  0.3006566E+04  0.3840902E+04  0.4607956E+04  0.4650354E+04  0.2622088E+04  0.2163568E+04  0.2369861E+04  0.2881652E+04  0.2913136E+04  0.3306098E+04  0.2843989E+04  0.3163742E+04  0.3408339E+04  0.4098101E+04  0.3994313E+04  0.2999237E+04  0.2166659E+04  0.3716137E+04  0.2984870E+04  0.3317121E+04  0.2932284E+04  0.2646661E+04  0.2604135E+04  0.4407285E+04  0.5854078E+04  0.4266925E+04  0.5552691E+04  0.4540031E+04  0.3873866E+04  0.4943595E+04  0.3916681E+04  0.5574070E+04  0.6238700E+04  0.6536119E+04  0.7353377E+04  0.5606316E+04  0.7075962E+04  0.7191002E+04  0.7284695E+04  0.8023244E+04  0.7086953E+04
