REASv3.2 SECTOR IND HJ CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.4847300E+01  0.5558200E+01  0.5877100E+01  0.6366900E+01  0.9177300E+01  0.1032400E+02  0.1136300E+02  0.1305700E+02  0.1463100E+02  0.1688900E+02  0.1910000E+02  0.2179000E+02  0.2489300E+02  0.2876400E+02  0.3144900E+02  0.3488600E+02  0.3845300E+02  0.4301100E+02  0.4901600E+02  0.5417383E+02  0.5864593E+02  0.6419255E+02  0.7650993E+02  0.7314250E+02  0.7899315E+02  0.7700312E+02  0.1112807E+03  0.1461011E+03  0.1267844E+03  0.2759958E+03  0.4631709E+03  0.4899476E+03  0.4616395E+03  0.4445958E+03  0.8312437E+03  0.8814716E+03  0.9201419E+03  0.9981790E+03  0.1062448E+04  0.1057982E+04  0.1063185E+04  0.1131406E+04  0.1271779E+04  0.1306444E+04  0.1498980E+04  0.1623309E+04  0.1821115E+04  0.1951745E+04  0.2013071E+04  0.2270983E+04  0.2178873E+04  0.2103330E+04  0.2104029E+04  0.2345198E+04  0.2393981E+04  0.2290246E+04  0.2603372E+04  0.2788850E+04  0.2261317E+04  0.2450572E+04  0.2567289E+04  0.2694169E+04  0.2982560E+04  0.3118375E+04  0.3167236E+04  0.3328244E+04
IND              0.4452988E+03  0.4644852E+03  0.4793460E+03  0.4892435E+03  0.5090529E+03  0.5287494E+03  0.5582045E+03  0.5856732E+03  0.6052195E+03  0.6289464E+03  0.6603888E+03  0.6835286E+03  0.7095813E+03  0.7441730E+03  0.7575994E+03  0.7945380E+03  0.8457879E+03  0.8525484E+03  0.8790351E+03  0.9236024E+03  0.9386679E+03  0.9777263E+03  0.1033238E+04  0.1053279E+04  0.1097805E+04  0.1171237E+04  0.1229905E+04  0.1268526E+04  0.1265482E+04  0.1277091E+04  0.1281194E+04  0.1357859E+04  0.1549538E+04  0.1589704E+04  0.1724402E+04  0.1972560E+04  0.2281773E+04  0.2426462E+04  0.2480631E+04  0.2771012E+04  0.2975754E+04  0.3138511E+04  0.3225081E+04  0.3419361E+04  0.3743161E+04  0.3855644E+04  0.4129057E+04  0.4426520E+04  0.5073733E+04  0.5269552E+04  0.5573995E+04  0.5828268E+04  0.6021569E+04  0.6064072E+04  0.6386455E+04  0.7034193E+04  0.7569357E+04  0.6808698E+04  0.5852254E+04  0.5169217E+04  0.6192564E+04  0.5963626E+04  0.6493725E+04  0.7322502E+04  0.7961811E+04  0.8107164E+04
ROAD             0.4087790E+02  0.7779116E+02  0.1150276E+03  0.1212335E+03  0.1274394E+03  0.1336453E+03  0.1088207E+03  0.1153687E+03  0.1219167E+03  0.1284637E+03  0.1388092E+03  0.1487714E+03  0.1631854E+03  0.1804160E+03  0.1890838E+03  0.2032269E+03  0.2163126E+03  0.2243698E+03  0.2427064E+03  0.2559636E+03  0.2770244E+03  0.2947494E+03  0.3188282E+03  0.3434447E+03  0.4112756E+03  0.4361481E+03  0.4508301E+03  0.4802515E+03  0.5221731E+03  0.5933727E+03  0.6268767E+03  0.6546036E+03  0.4640564E+03  0.4929613E+03  0.5291490E+03  0.5782650E+03  0.6265730E+03  0.6863620E+03  0.7505490E+03  0.8747830E+03  0.8949120E+03  0.9606630E+03  0.1021739E+04  0.1086344E+04  0.1165539E+04  0.1325174E+04  0.1414830E+04  0.1453140E+04  0.1506212E+04  0.1586303E+04  0.1594520E+04  0.1570360E+04  0.1579951E+04  0.1573507E+04  0.1672958E+04  0.1773737E+04  0.1897300E+04  0.2142493E+04  0.2358313E+04  0.3046729E+04  0.3497711E+04  0.3882971E+04  0.4009320E+04  0.4229465E+04  0.4532648E+04  0.5093815E+04
OTRA             0.1554202E+03  0.1556035E+03  0.1563144E+03  0.1569076E+03  0.1582761E+03  0.1584061E+03  0.1584483E+03  0.1591059E+03  0.1599890E+03  0.1605922E+03  0.1614220E+03  0.1617775E+03  0.1626284E+03  0.1631783E+03  0.1651289E+03  0.1673695E+03  0.1674017E+03  0.1681560E+03  0.1700633E+03  0.1704187E+03  0.1700200E+03  0.1708064E+03  0.1664324E+03  0.1536410E+03  0.1563962E+03  0.1595539E+03  0.1496889E+03  0.1481796E+03  0.1400751E+03  0.1350628E+03  0.1385895E+03  0.1346404E+03  0.1360657E+03  0.1357442E+03  0.1242026E+03  0.1274339E+03  0.1155137E+03  0.1114811E+03  0.1040168E+03  0.9550045E+02  0.8939000E+02  0.8868716E+02  0.7928356E+02  0.5493820E+02  0.3873787E+02  0.3451697E+02  0.3495233E+02  0.3209632E+02  0.3208186E+02  0.3210301E+02  0.3378634E+02  0.3775680E+02  0.3809696E+02  0.3716714E+02  0.3778921E+02  0.4222110E+02  0.4404530E+02  0.5025760E+02  0.5633630E+02  0.6175460E+02  0.6720210E+02  0.8077150E+02  0.8590245E+02  0.8776706E+02  0.8926585E+02  0.9079781E+02
RESI             0.1676492E+04  0.1709585E+04  0.1742226E+04  0.1772779E+04  0.1809012E+04  0.1862712E+04  0.1901270E+04  0.1941152E+04  0.1976776E+04  0.2011967E+04  0.2054171E+04  0.2104166E+04  0.2158798E+04  0.2216783E+04  0.2264490E+04  0.2321033E+04  0.2384586E+04  0.2448093E+04  0.2511463E+04  0.2569596E+04  0.2620266E+04  0.2694169E+04  0.2751170E+04  0.2806823E+04  0.2847532E+04  0.2922040E+04  0.3008671E+04  0.3087476E+04  0.3161823E+04  0.3227660E+04  0.3294535E+04  0.3366934E+04  0.3441700E+04  0.3505671E+04  0.3575263E+04  0.3642654E+04  0.3717473E+04  0.3814150E+04  0.3892893E+04  0.3976320E+04  0.4040859E+04  0.4175837E+04  0.4310136E+04  0.4443971E+04  0.4615798E+04  0.4795199E+04  0.4961996E+04  0.5182915E+04  0.5416298E+04  0.5617701E+04  0.5794148E+04  0.5913655E+04  0.6116812E+04  0.6313447E+04  0.6541029E+04  0.6761469E+04  0.6995539E+04  0.7223771E+04  0.7464134E+04  0.7747094E+04  0.8018688E+04  0.8138099E+04  0.8205432E+04  0.8329663E+04  0.8489204E+04  0.8610326E+04
ODOM             0.1612654E+03  0.1685063E+03  0.1750069E+03  0.1754817E+03  0.1804240E+03  0.1907455E+03  0.1966282E+03  0.2108214E+03  0.2179385E+03  0.2246774E+03  0.2406608E+03  0.2526693E+03  0.2704512E+03  0.2880974E+03  0.2829143E+03  0.3006045E+03  0.3096639E+03  0.3175100E+03  0.3321552E+03  0.3491067E+03  0.3476364E+03  0.3482079E+03  0.3424299E+03  0.3620052E+03  0.3587138E+03  0.3534594E+03  0.3731948E+03  0.3841035E+03  0.4007440E+03  0.5020619E+03  0.4459160E+03  0.5390309E+03  0.5306838E+03  0.5877032E+03  0.7377546E+03  0.6187249E+03  0.5051791E+03  0.5015855E+03  0.6195249E+03  0.5899008E+03  0.7387105E+03  0.8467015E+03  0.8429946E+03  0.8210363E+03  0.9237602E+03  0.9878420E+03  0.1051712E+04  0.1153729E+04  0.8986953E+03  0.1044500E+04  0.1019789E+04  0.1051838E+04  0.1113048E+04  0.1198835E+04  0.1222726E+04  0.1233493E+04  0.1241250E+04  0.1240843E+04  0.1465410E+04  0.1864752E+04  0.1715324E+04  0.1445844E+04  0.1667346E+04  0.1589474E+04  0.1696956E+04  0.1713173E+04
TOTAL            0.2484202E+04  0.2581529E+04  0.2673798E+04  0.2722012E+04  0.2793382E+04  0.2884582E+04  0.2934735E+04  0.3025178E+04  0.3096471E+04  0.3171536E+04  0.3274552E+04  0.3372703E+04  0.3489537E+04  0.3621412E+04  0.3690665E+04  0.3821658E+04  0.3962205E+04  0.4053688E+04  0.4184439E+04  0.4322861E+04  0.4412261E+04  0.4549852E+04  0.4688608E+04  0.4792335E+04  0.4950716E+04  0.5119442E+04  0.5323571E+04  0.5514638E+04  0.5617082E+04  0.6011244E+04  0.6250282E+04  0.6543015E+04  0.6583683E+04  0.6756380E+04  0.7522015E+04  0.7821109E+04  0.8166654E+04  0.8538220E+04  0.8910063E+04  0.9365498E+04  0.9802810E+04  0.1034181E+05  0.1075101E+05  0.1113209E+05  0.1198598E+05  0.1262168E+05  0.1341366E+05  0.1420015E+05  0.1494009E+05  0.1582114E+05  0.1619511E+05  0.1650521E+05  0.1697351E+05  0.1753223E+05  0.1825494E+05  0.1913536E+05  0.2035086E+05  0.2025491E+05  0.1945776E+05  0.2034012E+05  0.2205878E+05  0.2220548E+05  0.2344429E+05  0.2467725E+05  0.2593712E+05  0.2694352E+05
PP-EXCL-BF       0.4847300E+01  0.5558200E+01  0.5877100E+01  0.6366900E+01  0.9177300E+01  0.1032400E+02  0.1136300E+02  0.1305700E+02  0.1463100E+02  0.1688900E+02  0.1910000E+02  0.2179000E+02  0.2489300E+02  0.2876400E+02  0.3144900E+02  0.3488600E+02  0.3845300E+02  0.4301100E+02  0.4901600E+02  0.5417383E+02  0.5864593E+02  0.6419255E+02  0.7650993E+02  0.7314250E+02  0.7899315E+02  0.7700312E+02  0.1112807E+03  0.1461011E+03  0.1267844E+03  0.2759958E+03  0.4631709E+03  0.4899476E+03  0.4616395E+03  0.4445958E+03  0.8312437E+03  0.8814716E+03  0.9201419E+03  0.9981790E+03  0.1062448E+04  0.1057982E+04  0.1063185E+04  0.1131406E+04  0.1271779E+04  0.1306444E+04  0.1498980E+04  0.1623309E+04  0.1821115E+04  0.1951745E+04  0.2013071E+04  0.2248142E+04  0.2145850E+04  0.2056999E+04  0.2035827E+04  0.2253961E+04  0.2278591E+04  0.2149496E+04  0.2436102E+04  0.2580661E+04  0.1990960E+04  0.2101025E+04  0.2124846E+04  0.2162455E+04  0.2361640E+04  0.2415999E+04  0.2395783E+04  0.2525046E+04
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2284100E+02  0.3302300E+02  0.4633100E+02  0.6820200E+02  0.9123700E+02  0.1153900E+03  0.1407500E+03  0.1672700E+03  0.2081885E+03  0.2703570E+03  0.3495469E+03  0.4424429E+03  0.5317137E+03  0.6209200E+03  0.7023764E+03  0.7714527E+03  0.8031981E+03
IND-EXCL-BF      0.9260980E+02  0.1051892E+03  0.1134340E+03  0.1167155E+03  0.1299189E+03  0.1429994E+03  0.1658385E+03  0.1867012E+03  0.1996315E+03  0.2167424E+03  0.2415788E+03  0.2552646E+03  0.2718723E+03  0.2970200E+03  0.3009924E+03  0.3284860E+03  0.3702919E+03  0.3676074E+03  0.3846401E+03  0.4197634E+03  0.4253839E+03  0.4518503E+03  0.4953320E+03  0.5031690E+03  0.5351510E+03  0.5956680E+03  0.6411280E+03  0.6662350E+03  0.6493870E+03  0.6469270E+03  0.6422860E+03  0.7100940E+03  0.8927560E+03  0.9237750E+03  0.1049197E+04  0.1287989E+04  0.1587705E+04  0.1722747E+04  0.1767155E+04  0.2047629E+04  0.2242385E+04  0.2363000E+04  0.2406422E+04  0.2563329E+04  0.2849382E+04  0.2918520E+04  0.3149183E+04  0.3400614E+04  0.4000198E+04  0.4132403E+04  0.4381297E+04  0.4583014E+04  0.4723393E+04  0.4710595E+04  0.4977582E+04  0.5568688E+04  0.6042432E+04  0.5219426E+04  0.4199725E+04  0.3452740E+04  0.4411432E+04  0.4158907E+04  0.4665947E+04  0.5472110E+04  0.6088905E+04  0.6211762E+04
