REASv3.2 SECTOR IND BJ CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.2807210E+03  0.3218624E+03  0.3402749E+03  0.3695723E+03  0.5325818E+03  0.5990570E+03  0.6593302E+03  0.7576368E+03  0.8487365E+03  0.9793362E+03  0.1107441E+04  0.1263363E+04  0.1442714E+04  0.1666335E+04  0.1823716E+04  0.2024234E+04  0.2229445E+04  0.2490787E+04  0.2841376E+04  0.3113767E+04  0.3366720E+04  0.3657936E+04  0.4082016E+04  0.4267907E+04  0.5255815E+04  0.5922254E+04  0.6891085E+04  0.6624855E+04  0.5601526E+04  0.6756131E+04  0.8524889E+04  0.9896674E+04  0.1094730E+05  0.1230323E+05  0.1269388E+05  0.1501408E+05  0.1733542E+05  0.1995933E+05  0.2101019E+05  0.2311727E+05  0.2457839E+05  0.2746330E+05  0.2970778E+05  0.3320655E+05  0.3433522E+05  0.3938004E+05  0.4205947E+05  0.4323348E+05  0.4463628E+05  0.4862051E+05  0.5175441E+05  0.5353167E+05  0.5397570E+05  0.5595293E+05  0.6164451E+05  0.6337486E+05  0.6705410E+05  0.7312355E+05  0.7756665E+05  0.8380483E+05  0.8617216E+05  0.9142250E+05  0.1006266E+06  0.1015035E+06  0.1118083E+06  0.1110943E+06
IND              0.1070487E+05  0.1122841E+05  0.1150209E+05  0.1134904E+05  0.1209404E+05  0.1212163E+05  0.1247424E+05  0.1248787E+05  0.1321111E+05  0.1628953E+05  0.1976760E+05  0.2259149E+05  0.2582135E+05  0.2854907E+05  0.2884416E+05  0.3038339E+05  0.3101320E+05  0.3054841E+05  0.3128131E+05  0.3213765E+05  0.3121770E+05  0.3111596E+05  0.3217574E+05  0.3056332E+05  0.3219092E+05  0.3543508E+05  0.3795424E+05  0.3800731E+05  0.3772629E+05  0.3797719E+05  0.3771797E+05  0.3963812E+05  0.3908489E+05  0.3915969E+05  0.3990686E+05  0.4014750E+05  0.4323882E+05  0.4343683E+05  0.4452738E+05  0.4502941E+05  0.4562802E+05  0.4883272E+05  0.5063973E+05  0.4945068E+05  0.4994005E+05  0.5097339E+05  0.5098519E+05  0.5519910E+05  0.5273532E+05  0.5749469E+05  0.5936308E+05  0.5953538E+05  0.6398993E+05  0.6167795E+05  0.6246905E+05  0.6655422E+05  0.7482838E+05  0.8536056E+05  0.8955107E+05  0.1000666E+06  0.1106242E+06  0.1145122E+06  0.1110758E+06  0.1104360E+06  0.1072084E+06  0.9917984E+05
ROAD             0.8550418E+02  0.1695957E+03  0.2548386E+03  0.2690405E+03  0.2832516E+03  0.2974525E+03  0.2406276E+03  0.2584189E+03  0.2762212E+03  0.2940144E+03  0.3148136E+03  0.3380890E+03  0.3752908E+03  0.4209141E+03  0.4401997E+03  0.4754567E+03  0.5088805E+03  0.5265358E+03  0.5684584E+03  0.5997150E+03  0.6505190E+03  0.6980310E+03  0.7562200E+03  0.8071870E+03  0.9634740E+03  0.1015192E+04  0.1059596E+04  0.1141868E+04  0.1246069E+04  0.1424459E+04  0.1510521E+04  0.1583702E+04  0.1130671E+04  0.1208068E+04  0.1304723E+04  0.1425036E+04  0.1553807E+04  0.1719719E+04  0.1890647E+04  0.2215072E+04  0.2262573E+04  0.2423635E+04  0.2590228E+04  0.2752645E+04  0.2968210E+04  0.3367630E+04  0.3632240E+04  0.3766560E+04  0.3890840E+04  0.4101200E+04  0.4135950E+04  0.4050860E+04  0.4020500E+04  0.3956850E+04  0.3860970E+04  0.3771420E+04  0.3909680E+04  0.4868980E+04  0.5860890E+04  0.6591920E+04  0.1031058E+05  0.1135491E+05  0.1256956E+05  0.1032960E+05  0.8546460E+04  0.7266320E+04
OTRA             0.1941764E+04  0.1944130E+04  0.1952971E+04  0.1960403E+04  0.1977532E+04  0.1979154E+04  0.1979688E+04  0.1987985E+04  0.1998871E+04  0.2006414E+04  0.2016756E+04  0.2021277E+04  0.2031841E+04  0.2038840E+04  0.2063190E+04  0.2091094E+04  0.2091527E+04  0.2100903E+04  0.2124819E+04  0.2129240E+04  0.2124175E+04  0.2133983E+04  0.2079325E+04  0.1919555E+04  0.1954021E+04  0.1993402E+04  0.1870182E+04  0.1851390E+04  0.1750037E+04  0.1687446E+04  0.1731532E+04  0.1682161E+04  0.1698998E+04  0.1693411E+04  0.1550811E+04  0.1589282E+04  0.1440030E+04  0.1386527E+04  0.1297037E+04  0.1182987E+04  0.1107286E+04  0.1097772E+04  0.9801610E+03  0.6750114E+03  0.4754795E+03  0.4237305E+03  0.4287745E+03  0.3921784E+03  0.3892372E+03  0.3819432E+03  0.3985227E+03  0.4398862E+03  0.4571600E+03  0.4464922E+03  0.4466531E+03  0.5104296E+03  0.5079650E+03  0.5596792E+03  0.6000291E+03  0.6309977E+03  0.6657870E+03  0.7421279E+03  0.7796754E+03  0.8038075E+03  0.8168771E+03  0.8499141E+03
RESI             0.1855404E+05  0.1891087E+05  0.1926445E+05  0.1960775E+05  0.1997789E+05  0.2042976E+05  0.2081038E+05  0.2119846E+05  0.2156569E+05  0.2193190E+05  0.2233041E+05  0.2285195E+05  0.2339484E+05  0.2395366E+05  0.2446238E+05  0.2501408E+05  0.2559764E+05  0.2618052E+05  0.2676376E+05  0.2732377E+05  0.2784700E+05  0.2857424E+05  0.2920642E+05  0.2983880E+05  0.3040279E+05  0.3114357E+05  0.3195652E+05  0.3274452E+05  0.3351680E+05  0.3425798E+05  0.3483733E+05  0.3542860E+05  0.3602989E+05  0.3657463E+05  0.3740858E+05  0.3815906E+05  0.3892024E+05  0.3979177E+05  0.4053903E+05  0.4129470E+05  0.4196741E+05  0.4281514E+05  0.4360014E+05  0.4416369E+05  0.4446985E+05  0.4482563E+05  0.4504998E+05  0.4543407E+05  0.4577439E+05  0.4586765E+05  0.4622903E+05  0.4640705E+05  0.4681324E+05  0.4713210E+05  0.4761624E+05  0.4812446E+05  0.4854704E+05  0.4895733E+05  0.4928183E+05  0.4962594E+05  0.4985009E+05  0.5047896E+05  0.5096439E+05  0.5162536E+05  0.5233499E+05  0.5293916E+05
ODOM             0.1459797E+04  0.1507868E+04  0.1552208E+04  0.1567059E+04  0.1603886E+04  0.1666921E+04  0.1708346E+04  0.1790325E+04  0.1837689E+04  0.1883310E+04  0.1974074E+04  0.2050825E+04  0.2155789E+04  0.2260112E+04  0.2252699E+04  0.2356564E+04  0.2418877E+04  0.2474809E+04  0.2563952E+04  0.2664280E+04  0.2675237E+04  0.2701637E+04  0.2695971E+04  0.2814966E+04  0.2820545E+04  0.2820400E+04  0.2941416E+04  0.3020666E+04  0.3128070E+04  0.3651326E+04  0.3392458E+04  0.3864383E+04  0.3840260E+04  0.4135974E+04  0.5001555E+04  0.4479299E+04  0.3938895E+04  0.3964324E+04  0.4652276E+04  0.4534574E+04  0.5404914E+04  0.5979470E+04  0.5921477E+04  0.5744463E+04  0.6095525E+04  0.6190693E+04  0.6251008E+04  0.6467532E+04  0.5027052E+04  0.5397606E+04  0.5238800E+04  0.5270320E+04  0.5496276E+04  0.5790999E+04  0.5844506E+04  0.5797834E+04  0.5769557E+04  0.5573707E+04  0.6455344E+04  0.8036064E+04  0.7269805E+04  0.6074076E+04  0.7016617E+04  0.6714170E+04  0.7168728E+04  0.7180397E+04
TOTAL            0.3302670E+05  0.3408274E+05  0.3486683E+05  0.3512286E+05  0.3646918E+05  0.3709397E+05  0.3787261E+05  0.3848070E+05  0.3973832E+05  0.4338450E+05  0.4751109E+05  0.5111699E+05  0.5522182E+05  0.5888893E+05  0.5988634E+05  0.6234482E+05  0.6385957E+05  0.6432196E+05  0.6614368E+05  0.6796842E+05  0.6788135E+05  0.6888179E+05  0.7099569E+05  0.7021174E+05  0.7358757E+05  0.7832990E+05  0.8267304E+05  0.8339061E+05  0.8296879E+05  0.8575453E+05  0.8771470E+05  0.9209364E+05  0.9273201E+05  0.9507500E+05  0.9786641E+05  0.1008143E+06  0.1064272E+06  0.1102585E+06  0.1139166E+06  0.1173740E+06  0.1209486E+06  0.1286120E+06  0.1334395E+06  0.1359930E+06  0.1382843E+06  0.1451611E+06  0.1484067E+06  0.1544929E+06  0.1524531E+06  0.1618636E+06  0.1671198E+06  0.1692352E+06  0.1747528E+06  0.1749573E+06  0.1818819E+06  0.1881332E+06  0.2006167E+06  0.2184438E+06  0.2293158E+06  0.2487564E+06  0.2648926E+06  0.2745848E+06  0.2830326E+06  0.2814124E+06  0.2878838E+06  0.2785099E+06
PP-EXCL-BF       0.2807210E+03  0.3218624E+03  0.3402749E+03  0.3695723E+03  0.5325818E+03  0.5990570E+03  0.6593302E+03  0.7576368E+03  0.8487365E+03  0.9793362E+03  0.1107441E+04  0.1263363E+04  0.1442714E+04  0.1666335E+04  0.1823716E+04  0.2024234E+04  0.2229445E+04  0.2490787E+04  0.2841376E+04  0.3113767E+04  0.3366720E+04  0.3657936E+04  0.4082016E+04  0.4267907E+04  0.5255815E+04  0.5922254E+04  0.6891085E+04  0.6624855E+04  0.5601526E+04  0.6756131E+04  0.8524889E+04  0.9896674E+04  0.1094730E+05  0.1230323E+05  0.1269388E+05  0.1501408E+05  0.1733542E+05  0.1995933E+05  0.2101019E+05  0.2311727E+05  0.2457839E+05  0.2746330E+05  0.2970778E+05  0.3320655E+05  0.3433522E+05  0.3938004E+05  0.4205947E+05  0.4323348E+05  0.4463628E+05  0.4842270E+05  0.5148281E+05  0.5316962E+05  0.5346913E+05  0.5530862E+05  0.6086958E+05  0.6247574E+05  0.6603760E+05  0.7190621E+05  0.7606412E+05  0.8195916E+05  0.8395246E+05  0.8875671E+05  0.9751588E+05  0.9798625E+05  0.1079462E+06  0.1070733E+06
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1978100E+03  0.2716000E+03  0.3620500E+03  0.5065700E+03  0.6443100E+03  0.7749300E+03  0.8991200E+03  0.1016500E+04  0.1217339E+04  0.1502533E+04  0.1845674E+04  0.2219702E+04  0.2665793E+04  0.3110724E+04  0.3517254E+04  0.3862085E+04  0.4021046E+04
IND-EXCL-BF      0.5673080E+04  0.6102280E+04  0.6281620E+04  0.6034230E+04  0.6684890E+04  0.6618140E+04  0.6876410E+04  0.6795700E+04  0.7424600E+04  0.1040869E+05  0.1379232E+05  0.1648151E+05  0.1957657E+05  0.2216949E+05  0.2232978E+05  0.2373431E+05  0.2422932E+05  0.2362973E+05  0.2422783E+05  0.2494937E+05  0.2389462E+05  0.2361318E+05  0.2450150E+05  0.2271489E+05  0.2416353E+05  0.2722346E+05  0.2955418E+05  0.2941439E+05  0.2893640E+05  0.2898653E+05  0.2860271E+05  0.3039647E+05  0.2971454E+05  0.2965884E+05  0.3027381E+05  0.3038061E+05  0.3333653E+05  0.3339693E+05  0.3434818E+05  0.3470900E+05  0.3516475E+05  0.3841148E+05  0.4026287E+05  0.3920317E+05  0.3982432E+05  0.4093573E+05  0.4104360E+05  0.4533203E+05  0.4294056E+05  0.4764644E+05  0.4955335E+05  0.4980479E+05  0.5434747E+05  0.5211968E+05  0.5300682E+05  0.5719195E+05  0.6554919E+05  0.7617211E+05  0.8046191E+05  0.9108566E+05  0.1017605E+06  0.1055313E+06  0.1019802E+06  0.1012276E+06  0.9788789E+05  0.8974756E+05
