REASv3.2 SECTOR IDN WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.9902700E+03  0.9902700E+03  0.9902700E+03  0.1027480E+04  0.1139100E+04  0.1234970E+04  0.1279330E+04  0.1406660E+04  0.1438190E+04  0.1546940E+04  0.1661420E+04  0.1725770E+04  0.2067820E+04  0.2215220E+04  0.2155110E+04  0.2266730E+04  0.2797700E+04  0.2890620E+04  0.3005200E+04  0.3148250E+04  0.3291390E+04  0.3649060E+04  0.3942450E+04  0.4189290E+04  0.3872660E+04  0.4204750E+04  0.4931490E+04  0.5812100E+04  0.6274400E+04  0.6450800E+04  0.6846400E+04  0.7864100E+04  0.8615800E+04  0.8865525E+04  0.1067411E+05  0.1156758E+05  0.1416087E+05  0.1620741E+05  0.1731712E+05  0.1799742E+05  0.2249485E+05  0.2501887E+05  0.2540771E+05  0.3178336E+05  0.3186756E+05  0.3549356E+05  0.4173926E+05  0.5050146E+05  0.5035146E+05  0.5692666E+05  0.6195364E+05  0.7013984E+05  0.7452029E+05  0.8328477E+05  0.8638121E+05  0.9296991E+05  0.9953560E+05  0.1109693E+06  0.1134128E+06  0.1188665E+06  0.1228038E+06  0.1400590E+06  0.1443217E+06  0.1440163E+06  0.1697000E+06  0.1725812E+06
IND              0.1468098E+05  0.1526203E+05  0.1579538E+05  0.1624264E+05  0.1661966E+05  0.1693835E+05  0.1739294E+05  0.1807049E+05  0.1837766E+05  0.1904228E+05  0.1969507E+05  0.2004666E+05  0.2056395E+05  0.2098275E+05  0.2113819E+05  0.2129575E+05  0.2154338E+05  0.2203002E+05  0.2302039E+05  0.2445962E+05  0.2560239E+05  0.2647487E+05  0.2780508E+05  0.3031095E+05  0.3135661E+05  0.3164786E+05  0.3100580E+05  0.3610364E+05  0.4007491E+05  0.4465656E+05  0.4997571E+05  0.5395489E+05  0.5545270E+05  0.5720499E+05  0.5837883E+05  0.6710600E+05  0.7380601E+05  0.7297834E+05  0.7847533E+05  0.7835438E+05  0.9549751E+05  0.1014745E+06  0.1064406E+06  0.1117922E+06  0.1206778E+06  0.1369482E+06  0.1357303E+06  0.1437235E+06  0.1484359E+06  0.1566767E+06  0.1383186E+06  0.1432601E+06  0.1460542E+06  0.1639846E+06  0.1619962E+06  0.1598592E+06  0.1758623E+06  0.1731838E+06  0.1646200E+06  0.1654249E+06  0.1611493E+06  0.1527586E+06  0.1470150E+06  0.1483427E+06  0.1622262E+06  0.1728751E+06
ROAD             0.8381620E+03  0.1080994E+04  0.1330102E+04  0.1372748E+04  0.1957047E+04  0.1989284E+04  0.2021543E+04  0.2436525E+04  0.2207799E+04  0.2297218E+04  0.2779390E+04  0.3261574E+04  0.3743777E+04  0.4225951E+04  0.4423830E+04  0.4506850E+04  0.4931170E+04  0.4943070E+04  0.5162880E+04  0.5427690E+04  0.6038050E+04  0.7564550E+04  0.8120570E+04  0.8675060E+04  0.9954720E+04  0.1080942E+05  0.1118428E+05  0.1216946E+05  0.1324455E+05  0.1425034E+05  0.1617282E+05  0.1802066E+05  0.1923611E+05  0.1858900E+05  0.1896496E+05  0.1953462E+05  0.2090605E+05  0.2267549E+05  0.2461880E+05  0.2534985E+05  0.2889335E+05  0.3106038E+05  0.3280815E+05  0.3459238E+05  0.3878232E+05  0.4243909E+05  0.4691941E+05  0.5230690E+05  0.5152412E+05  0.5182122E+05  0.5567494E+05  0.5881120E+05  0.5987350E+05  0.6064550E+05  0.6152680E+05  0.6208437E+05  0.5880924E+05  0.6204976E+05  0.6855417E+05  0.7857785E+05  0.8817530E+05  0.9637800E+05  0.1068554E+06  0.1128547E+06  0.1124325E+06  0.1130634E+06
OTRA             0.1158000E+03  0.1158000E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1162200E+03  0.1161600E+03  0.1124200E+03  0.7119700E+02  0.8243800E+02  0.1199100E+03  0.1011700E+03  0.1011700E+03  0.8618500E+02  0.7494400E+02  0.5246100E+02  0.4121900E+02  0.3372500E+02  0.2248300E+02  0.7494400E+01  0.7494400E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
RESI             0.5962366E+05  0.6116877E+05  0.6260442E+05  0.6420483E+05  0.6565519E+05  0.6715831E+05  0.6866813E+05  0.7041746E+05  0.7188825E+05  0.7352018E+05  0.7520877E+05  0.7683125E+05  0.7857783E+05  0.8006457E+05  0.8170435E+05  0.8338877E+05  0.8483356E+05  0.8666981E+05  0.8882596E+05  0.9129109E+05  0.9363820E+05  0.9545608E+05  0.9768665E+05  0.9970742E+05  0.1017419E+06  0.1049210E+06  0.1074129E+06  0.1103935E+06  0.1133686E+06  0.1167300E+06  0.1195722E+06  0.1226902E+06  0.1244491E+06  0.1257919E+06  0.1271099E+06  0.1283929E+06  0.1303499E+06  0.1320734E+06  0.1347494E+06  0.1389166E+06  0.1414510E+06  0.1437484E+06  0.1463793E+06  0.1479590E+06  0.1500059E+06  0.1526165E+06  0.1546262E+06  0.1582804E+06  0.1608502E+06  0.1665485E+06  0.1718631E+06  0.1734418E+06  0.1742749E+06  0.1766070E+06  0.1782166E+06  0.1774450E+06  0.1764212E+06  0.1783326E+06  0.1759672E+06  0.1727119E+06  0.1687233E+06  0.1729072E+06  0.1829703E+06  0.1863169E+06  0.1884106E+06  0.1881019E+06
ODOM             0.1666671E+03  0.1910963E+03  0.1999606E+03  0.2321850E+03  0.2432568E+03  0.2617807E+03  0.2810965E+03  0.3341544E+03  0.3481302E+03  0.3847841E+03  0.4294310E+03  0.4431508E+03  0.4717757E+03  0.4635155E+03  0.4768573E+03  0.4958922E+03  0.4808900E+03  0.5207329E+03  0.6054907E+03  0.7334126E+03  0.8442654E+03  0.8729446E+03  0.1019177E+04  0.1066520E+04  0.1194544E+04  0.1362436E+04  0.1400157E+04  0.1562714E+04  0.1706248E+04  0.1890092E+04  0.2179866E+04  0.2432329E+04  0.2609149E+04  0.2719413E+04  0.2810903E+04  0.2779264E+04  0.2632285E+04  0.2757633E+04  0.3128001E+04  0.4352021E+04  0.5068625E+04  0.5392351E+04  0.6658152E+04  0.7881430E+04  0.8401553E+04  0.9231250E+04  0.9989976E+04  0.1000792E+05  0.1015147E+05  0.1279375E+05  0.1516389E+05  0.1570659E+05  0.1540185E+05  0.1474267E+05  0.1639195E+05  0.1526308E+05  0.1347413E+05  0.1303705E+05  0.1331283E+05  0.1377946E+05  0.1407560E+05  0.1208422E+05  0.1227032E+05  0.1115716E+05  0.9454710E+04  0.7917225E+04
TOTAL            0.7641554E+05  0.7880896E+05  0.8103635E+05  0.8319610E+05  0.8573047E+05  0.8769891E+05  0.8975926E+05  0.9278151E+05  0.9437625E+05  0.9690762E+05  0.9989030E+05  0.1024246E+06  0.1055414E+06  0.1080682E+06  0.1100146E+06  0.1120702E+06  0.1147029E+06  0.1171705E+06  0.1207361E+06  0.1251763E+06  0.1295305E+06  0.1341337E+06  0.1386863E+06  0.1440204E+06  0.1482029E+06  0.1530654E+06  0.1560358E+06  0.1661426E+06  0.1747549E+06  0.1840527E+06  0.1947995E+06  0.2050034E+06  0.2103966E+06  0.2131933E+06  0.2179462E+06  0.2294553E+06  0.2418551E+06  0.2466923E+06  0.2582887E+06  0.2649703E+06  0.2934053E+06  0.3066945E+06  0.3176939E+06  0.3340084E+06  0.3497351E+06  0.3767286E+06  0.3890051E+06  0.4148202E+06  0.4213131E+06  0.4447668E+06  0.4429742E+06  0.4613595E+06  0.4701247E+06  0.4992645E+06  0.5045128E+06  0.5076216E+06  0.5241025E+06  0.5375725E+06  0.5358670E+06  0.5493606E+06  0.5549273E+06  0.5741870E+06  0.5934327E+06  0.6026878E+06  0.6422240E+06  0.6545388E+06
PP-EXCL-BF       0.9902700E+03  0.9902700E+03  0.9902700E+03  0.1027480E+04  0.1139100E+04  0.1234970E+04  0.1279330E+04  0.1406660E+04  0.1438190E+04  0.1546940E+04  0.1661420E+04  0.1725770E+04  0.2067820E+04  0.2215220E+04  0.2155110E+04  0.2266730E+04  0.2797700E+04  0.2890620E+04  0.3005200E+04  0.3148250E+04  0.3291390E+04  0.3649060E+04  0.3942450E+04  0.4189290E+04  0.3872660E+04  0.4204750E+04  0.4931490E+04  0.5812100E+04  0.6274400E+04  0.6450800E+04  0.6846400E+04  0.7864100E+04  0.8615800E+04  0.8865525E+04  0.1067411E+05  0.1156758E+05  0.1416087E+05  0.1620741E+05  0.1731712E+05  0.1799742E+05  0.2249485E+05  0.2501887E+05  0.2540771E+05  0.3177640E+05  0.3186060E+05  0.3548660E+05  0.4173230E+05  0.5049450E+05  0.5034450E+05  0.5691970E+05  0.6194320E+05  0.7012940E+05  0.7450290E+05  0.8326390E+05  0.8634990E+05  0.9293860E+05  0.9948690E+05  0.1109171E+06  0.1133432E+06  0.1187726E+06  0.1226612E+06  0.1397807E+06  0.1439669E+06  0.1438006E+06  0.1689196E+06  0.1714804E+06
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6957400E+01  0.6957400E+01  0.6957400E+01  0.6957400E+01  0.6957400E+01  0.6957400E+01  0.6957400E+01  0.1043600E+02  0.1043600E+02  0.1739300E+02  0.2087200E+02  0.3130800E+02  0.3130800E+02  0.4870200E+02  0.5218000E+02  0.6957400E+02  0.9392500E+02  0.1426300E+03  0.2782900E+03  0.3548300E+03  0.2156800E+03  0.7804000E+03  0.1100810E+04
IND-EXCL-BF      0.2063840E+04  0.2348680E+04  0.2585910E+04  0.2736870E+04  0.2817670E+04  0.2840450E+04  0.2998030E+04  0.3379680E+04  0.3390950E+04  0.3759550E+04  0.4115430E+04  0.4138560E+04  0.4322160E+04  0.4406960E+04  0.4228970E+04  0.4051540E+04  0.3963830E+04  0.4115540E+04  0.4769620E+04  0.5872030E+04  0.6678400E+04  0.7201930E+04  0.8264880E+04  0.1049924E+05  0.1135369E+05  0.1124348E+05  0.1024827E+05  0.1496562E+05  0.1853403E+05  0.2274710E+05  0.2769941E+05  0.3125875E+05  0.3233056E+05  0.3366636E+05  0.3443317E+05  0.4277318E+05  0.4909715E+05  0.4787547E+05  0.5292913E+05  0.5239803E+05  0.6901793E+05  0.7402689E+05  0.7827054E+05  0.8293634E+05  0.9114091E+05  0.1070621E+06  0.1055044E+06  0.1133656E+06  0.1179692E+06  0.1261507E+06  0.1075445E+06  0.1145847E+06  0.1189735E+06  0.1381223E+06  0.1378457E+06  0.1372907E+06  0.1513998E+06  0.1510324E+06  0.1413956E+06  0.1420695E+06  0.1384168E+06  0.1298092E+06  0.1245741E+06  0.1250609E+06  0.1384853E+06  0.1492321E+06
